,date,thumbsUpCount,comment,score,review score
26,2021-09-24,0,다른 은행 어플은 업데이트 별로 안 하는데 우리은행은 들어갈 때마다 업데이트해야 하네요 ,1,0.5
27,2021-09-24,1,WebAction 에러요 맵다 시 깔았는데도 나와서 보니까 수동으로 검색하니 업데이트가 또 뜨네요 업데이트 이후 현상 없어졌어요,4,-3.0
28,2021-09-24,24,제가 사용하는 은행 중 가장 불편합니다 모바일로 더 편리하게 간편하게 이용하고 싶어서 어플 깔고 사용하는 건데요 우리은행 모바일 어플은 정말 최악이어요 하나은행 어플 한번 다녀와보시길 추천드립니다 전 100 고객이고요 진심입니다 하나은행 모바일 시스템은 정말 간편하기도 하지만 참 심플합니다 ,1,5.0
29,2021-09-24,23,그동안 온 뱅킹 잘 이용했었는데요 갑자기 상단 메뉴 중 검색 제로 페이 공지 버튼과 하단 메뉴 중 자산 메뉴 그 외 다른 화면에서도 클릭 시 오류메시지가 뜹니다 앱을 재설치해보았는데도 그런데요 해결 방법을 알 수 있을까요 WebAction 처리 중 오류가 발생하였습니다 이 문구입니다,4,-3.6
30,2021-09-24,0,홍채인증이 만료돼서 다른 방법으로 로그인하려는데 어떤 방법을 선택하던 마지막에 기존의 생체 인증을 서비스 해지 또는 지문등록하라고 뜨고 access denied 뜨고 무한 도돌이표네요 한 30분 스트레스받다가 그냥 지우고 다시 까는 중인데 무슨 이따위 버그가 다 있습니까,1,-8.0
31,2021-09-24,1,메뉴를 선택하면 Webaction 처리 중 오류가 발생했습니다 팝업이 계속 뜹니다 메뉴 이용을 할 수가 없네요,1,-5.0
32,2021-09-23,0,출금 내역을 파란색으로 입금내역을 빨간색으로 해주세요 전혀 직관적이지 않습니다,2,-3.0
33,2021-09-23,0,재설치해도 webaction 오류 계속 뜨네요 업데이트 후 이상합니다,1,1.0
34,2021-09-23,0,자동 로그인 기능 넣어주세요,1,-0.5
35,2021-09-23,0,오늘 webaction 표시 중 오류가 발생했다는 메시지가 계속 뜨네요 그러면서 또 계속하면 사용이 되고,3,-2.0
36,2021-09-23,0,웹 액션 처리할 수 없다고 계속 떠서 이용이 안되는데 왜 그러는 걸까요,3,-0.03
37,2021-09-23,0,웹 액션 삭제하고 깔아도 똑같이 안되네요 은행 어플인데 이렇게 간단한 오류 하나 수정 못하고 있는 개발자분들 대단하다,1,-4.0
38,2021-09-23,3,제로 페이 이거 빨리 써야 하는데 왜 제로 페이 등의 기능을 사용하려고 하면 웹 액션 처리 중 오류가 발생했습니다가 뜨나요 저번엔 다른 이유로 안되더니 왜 이렇게 앱의 질이 안 좋나요 또 다른 어플들보다 압도적으로 느리고요,1,-4.9
39,2021-09-23,0,WebAction 중 오류 이거 어떻게 안 생기나요 이거 때문에 할 일도 못하고 있습니다,4,-0.10000000000000009
40,2021-09-23,0,상품만 들어가면 웹 액션 처리 중 오류라고 뭐 보이질 않아요 채팅 문의하니까 전화해야 한다는데 연결도 쉽지 않고요,2,-6.0
41,2021-09-23,0,Webaction 처리 중 오류가 발생한다고 자꾸 뜨는데요 업무처리도 못하고 짜증,3,-11.0
42,2021-09-23,0,터치만 하면 오류라고 뜨니 뭘 할 수가 없어요 어떡하라는 거죠;;,2,-4.0
43,2021-09-23,0,Web action 오류 발생이 계속 떠서 금융업무 진행 불가합니다 오류 좀 수정해주세요,3,2.75
44,2021-09-23,0,Webaction 처리 중 오류가 발생하였다고 뜹니다 이런 경우 어떻게 해야 하나요,2,-3.0
45,2021-09-23,0,WebAction 처리 중 오류 메시지가 계속 등장함 머 되는 게 없음 그냥 삭제함,1,-5.0
46,2021-09-23,0,장난하는 것도 아니고 등록하는데 도돌이표만 몇 번 째인지 18,1,-3.0
47,2021-09-23,0,종 모양 표시를 눌렀는데 WebAction 처리 중 오류가 발생하였습니다가 계속 떠요 왜 그런 거예요,1,3.3
48,2021-09-22,0,어플 오류인지 webatcion 처리 중 오류가 발생했다고 하고 아무것도 실향이 안됩니다,2,-7.0
49,2021-09-22,0,간편하고 빨라서 좋아요,5,7.0
50,2021-09-22,0,업데이트 가 너무 자주 되며 오늘 같은 날 은 자동이체 가 안되네요,1,3.0
51,2021-09-21,0,간혹가다 너무 느려짐 신한이나 칼뱅이랑 비교하면 속도 문제 있음,2,-4.0
52,2021-09-20,0,우리인 뱅킹이랑 원터치 알림 메모랑 호환되면 더 좋을 것 같아요,3,4.5
53,2021-09-20,0,우리은행 때문에 학자금 대출 잘 받았었습니다 Thank you,5,2.0
54,2021-09-20,0,심각하게 느려진 앱 직관성을 없앤 시대에 비껴간 홈 화면,1,-3.0
55,2021-09-20,0,실시간 입출금 변동된 것 갱신이 안되고 이전 금액 그대로 나옴 이런 은행 앱 처음 봄,1,-1.0
56,2021-09-19,0,앱이 쓰레기네요 금융 인증서 등록이 안돼서 국민은행으로 갈아탑니다 우리은행이 메인이었는데 도저히 못쓰겠네요,1,5.5
57,2021-09-18,1,편리하고 잘만 되는데 를 딱 들 자기들이 못하는 거 어플탓좀 배울 생각을 해라 안된다고 지론들 하지 말고 늙은이들아 부들거리면 네 얘기가 맞다,5,4.5
58,2021-09-17,0,사용이 간편해서 굿,5,5.0
59,2021-09-17,0,아오 개불 편하네 진짜 글 안 쓰는데 진짜 암 걸리겠네,1,-8.0
60,2021-09-17,22,일반인이 알아보기 쉽게 만들었으면 더 좋았겠네요 보통 눈동자 표시로 돼있지 이건 너무 어렵죠 그런 게 톱니바퀴 안에 있을 줄 어떻게 알아요 봤다고 해도 입력값 표시가 뭔 줄 알아요 보안 키패드가 뭔지도 모르는 사람도 있을 텐데요 좀 쉽게 만드세요 이런데 문의 글 답변하시는 것도 인력 낭비 아닌가요 저는 시간 낭비고요 환경설정→보안 키패드 설정→입력값 표시 off 이것일 줄이야,3,2.5
61,2021-09-17,4,진짜 대 환장 어플이네요 타 기관 인증서 등록하려니까 생체로 그인 해지 또는 지문등록해야 한다면서 페이지 안 넘어가고 그래서 생체 로그인 해지를 눌러도 지문등록을 눌러도 공인인증서 로그인 쪽으로 넘어가고 로그인하려니까 타 기관 인증서 등록부터 하라고 하고 무한 반복 우리은행 진짜 대박이네요,1,-3.0
62,2021-09-17,0,왜 실행하지 않았는데 자꾸 멋대로 구글 스토어를 띄우나요 해킹인지 의심스럽네요,1,-0.30000000000000004
63,2021-09-17,0,출금 내역이 14일에서 멈춰 있고 14일 출금 금액도 딱 하나만 뜨는 데 계속 이 상태,1,-2.0
64,2021-09-17,0,다른 은행에 비해 앱 사용 번 거스럽고 불편함,1,-3.0
65,2021-09-16,0,낚시 앱제 개인 정보 절차 밟은 것들과 신분증 제출까지 한 거 고발하기 전에 해지시켜주세요,1,-0.5
66,2021-09-16,0,비대면 확인 기능 진심 최악 이렇게 안 되는 곳 처음 봐요,1,-6.0
67,2021-09-16,0,전화연결도 안 되고 상담원도 불친절,1,2.0
68,2021-09-16,0,잘 사용하고 있습니다,5,2.0
69,2021-09-15,11,버전 뭐임 왜 이렇게 다름,1,0.3
70,2021-09-15,0,증권사 계좌 추가하는데 인증 전화만 받으면 앱이 강제 종료됩니다 멍청한 개발자들 덕분에 제 계좌에 1원씩 추가되네요 이러다 치킨도 사 먹겠어요,1,-4.0
71,2021-09-15,5,어제 바빠서 오늘 다시 올려요 다른 것도 문제가 있나 본데 디지털 OTP 정말 문제 많아요할 때마다 꼭 23번씩 하게 만들고 노이로제 겨우 번호 넣고 이체하기 누르면 또 렉 먹어서 먹통 되는 게 한두 번이 아닙니다 하도 열받아서 삭제하고 다시 깔려고 들어와서 보니 문제가 이렇게 많네요 프로그램 제발 보완 좀 하세요 진짜 계좌를 확대 옮겨야지 소리를 몇 번 했는지 몰라요,1,-6.3
72,2021-09-15,0,한진택배 공식 앱을 문자를 본다는 이유로 스미싱으로 보고하고 있습니다 확인 바랍니다,1,-0.3
73,2021-09-15,1,광고성 알림 너무 많이 옴 진행하는 이벤트도 예적금 가입해야 응모되는 거고 예적금 상품도 다른 금융사 대비 매력 있는 것도 아님 앱 로딩 속도도 겁나 느림 칼뱅이나 사이다 뱅크가 더 빠름,1,1.5
74,2021-09-14,0, 로또 당첨 7 최근에는 헤어지자 그리고 경영인으로서의 특별한 경험을 했습니다 난 ,4,1.0
75,2021-09-13,0,웬만하면 리뷰 안 다는데 타은행 otp 등록에 암호만 10번째 입력함 하,1,-1.0
76,2021-09-13,0,우리은행 상품 중 사잇돌중금리만 접속이 안됩니다 다른 대출은 다 확인까지 가능하데 저것만 안되네요,1,-3.5
77,2021-09-13,0,재난지원금 어디서 보나요 안 나오던데,4,-1.0
78,2021-09-12,3,오늘 지문 인증이 만료됐는데 핀번호 입력하고 다시 지문 입력하니 바로 갱신이 되네요 어디 인증센터가 서 또 이것저것 입력할 생각하니 막막했는데 자동으로 해결되니 너무 좋습니다 이런 서비스 계속 부탁드려요,5,8.0
79,2021-09-11,23,예전에 넣었던 주택청약 확인하려는데 타행 인증서 등록이 안돼요 마지막 단계에서 출금 계좌를 왜 만들라고 하는 건지 그래서 1회용 opt 등록하려니 그것도 안되고 결국 은행 오라는 얘기죠 지문등록 아무것도 안되고 뺑뺑이만 돌리네요 몇 번을 입력하는지 최악 별 하나도 아깝네요 통합계좌 확인하는 어플에서도 우리은행 청약이 확인되는데 정작 우리은행 어플에서 확인이 안되네요,1,-8.7
80,2021-09-11,0,UI 편리성 때문에 주거래 신한 쓰고 있어요 앱 개선하는 게 어려운 일인가 싶은 생각이 들게 합니다,1,4.0
81,2021-09-11,0,거래내역만 들어가면 어플이 튕김,1,-2.0
82,2021-09-11,0,어플 개선 좀 하세요 사용 30초 만에 열받네요,1,0.5
83,2021-09-10,0,속도도 빠르고 사용하기에 편리했슥니다,5,0.0
84,2021-09-10,0,아니 시 x 인증관리를 어떻게 하고 있는 거야 가이드대로 신분증 촬영을 백날 해봐야 절대 인증이 안돼요 너넨 할 수 있냐 이 앱 만들고 신분증 인증해보셨어요,1,-1.0
85,2021-09-10,0,권 ×2드 6드 ×÷÷22드 대표 833333366÷3÷2 ⁴츄÷÷÷÷÷,4,0.0
86,2021-09-10,0,마이 메뉴에서 코로나 국민 상생지원금 조회 가능하다는데 그런 메뉴가 어디 있나요,4,1.0
87,2021-09-09,0,아 놔 지문 변경됐다고 멀 하라는데 다하니 업데이트하라고 머냐 첨부터 업데이트부터 하라고 하등 가,1,1.5
88,2021-09-09,1,설정 그렇게 해도 광고 계속 와요 봇이 답변 달게 해놓고 아주 편하시겠어요,1,5.0
89,2021-09-09,0,왜 여기서는 상생지원금 조회가 안 되나요 체크카드 쓰는 사람들은 이 카드로 지원금을 받았는데도 조회를 못하네요 하려면 우리카드 앱을 또 다운로드해야 되는데 거기서는 계좌조회가 또 안되고 너무 비효율적이에요,1,1.7000000000000002
90,2021-09-09,0,ㅔ1 41 가니 비 14 ᆢ4기ㅐ5,3,0.0
91,2021-09-08,4,0점이 없는 게 아쉽다 무슨 어플을 이딴 식으로 만들어놓나 동의사항에 다 체크했는데 동의하고 계속하기 버튼이 계속 회색이다 답도 없다 신한 쏠 보고 좀 배워라,1,0.7
92,2021-09-08,0,쓰레기 뱅크 앱이면서 카드 따로 알람 따로인 정신 나간 앱,1,-5.0
93,2021-09-08,0,예대마진을 그리 많이 챙기면 앱 좀 잘 개발하라오,1,5.0
94,2021-09-07,0,이 앱 까니 폰 엄청 느려짐 다른 은행 앱들은 그런 적 없었음,1,-1.0
95,2021-09-07,0,다운로드하는 데만 50분 안 쓰는 게 나을 듯,1,-1.0
96,2021-09-07,0,지문인식 데이터 오류라고 떠서 로그인 안됨,1,-4.0
97,2021-09-07,0,뭔 앱이 이래요 우리은행에서 만든 건가요 업그레이드 도 안되는데 뭘 하라는 건지 30분재 대기 중이네 우리은행 해지하러 가야겠네 짜증 나서,1,-8.0
98,2021-09-07,0,이용하기에 편리한 앱,5,3.0
99,2021-09-06,12,앱으로 출금시키려는데 너무 안되고 자주 안되고 안되니깐 짜증 나요 급할 때 앱을 쓰는데 급한데 안 되니깐 화납니다,1,-11.5
100,2021-09-06,0,내가 이용하는 주거래 은행,5,0.0
101,2021-09-06,3,외주 줬겠지만 잦은 오류로 우리은행 이미지를 깎아먹는 앱 좋은 업체랑 계약하시지,1,-1.5
102,2021-09-06,0,핸드폰 인증번호도 안 와요 누가 만들었길래 이렇게 만들었어요 절대 안 쓰고 싶다 진짜,1,0.0
103,2021-09-06,1,어지간하면 리뷰 안 쓰는데 인증 문자가 3분이 지나도 안 오고 재전송 누르면 전에 거가 그때 오고 쓰고 싶어도 인증이 안되니 쓸 수 없네 급한 일이 있었으면 최악이었을 듯,1,-9.0
104,2021-09-06,0,아니 본인 핸드폰으로 인증 문자도 안 오고 뭘 자꾸 인증을 하래,1,1.0
105,2021-09-06,0,휴대폰 인증이 안돼서 삭제했어요,1,-5.0
106,2021-09-06,45,인증번호를 분명히 맞게 눌렀는데 왜 자꾸 본인인증에 실패했다고 뜨는 건가요 그나저나 해킹하고 피싱 하는 것들만 없으면 보안을 이렇게 까다롭게 해놓지 않을 건데 그런 것들 왜 사형은 안 시키고 있는 걸까요 진짜 우리나라 공산국가 옇으면 좋겠습니다 그래야 해킹 피싱 사기꾼들 사형이 가능할 테니까요,1,-9.7
107,2021-09-06,3,별 한 개도 아깝다 인터넷은행에 비해 쓸모가 없다 로그인이 몇 분이나 걸리냐 예대이자 쳐 받아 가며 뭐 하는 거냐,1,-1.5
108,2021-09-06,0,로그인이 안 돼 지문등록도 안돼 뭐같이 만들어놨다 주거래은행 아니라서 다행,1,-2.0
109,2021-09-05,0,otp 카드 변경하려는데 변경도 안되고 문자 인증번호도 안 와요 이거 뭐 쓰라는 건지,1,-2.0
110,2021-09-05,0,진짜 불편하고 쓰기 싫어집니다,1,-6.0
111,2021-09-05,0,대체 무슨 죄를 지으면 이런 앱을 만나지 지문인식 진짜 믿기지 않는다,1,-1.0
112,2021-09-04,10,비밀번호를 3회 틀려서 로그인이 안 되고 비대면 실명확인 센터에서 비밀번호 재설정을 하라고 하는데 만 19세 이상만 가능하다고 되어 있네요 저는 아직 학생이라 못하는데 이럴 때는 어떻게 해야 하나요,1,-2.0
113,2021-09-04,0,아 진짜 욕 나오네 지문인식이 안되네요 한두 번도 아니고 급할 때는 아예 사용을 못함 은행을 바꿔야 하나 진짜 뭐 같네,1,-4.5
114,2021-09-03,0,뭔 인증인 증인 증 바꾸려해도읹증인증딘드인증만7만하고로그인안되서지운,1,0.0
115,2021-09-03,0,폰뱅킹 필요한데 업데이트도 안되고 설치도 안되고,1,-3.0
116,2021-09-03,0,왜 이렇게 안 열려요 이것도 웹이라고 만들었나요,1,-0.3
117,2021-09-02,0,카드 결제 먹통이네요,1,0.0
118,2021-09-02,39,번호표 한 장당 고객 업무 처리가 최고 2030분도 넘고 실적도 쌓아야겠지만 밀린 고객 배려해 빨리 처리해야 하는 거 아닌지요 은행 가서 5분도 안 걸리는 업무 보느라 거의 1시간을 기다리게 업무처리를 하는 우리은행 가고 싶지 않네요,1,8.8
119,2021-09-02,0,계속 로딩만 되고 앱이 며칠째 안 깔리네요,1,2.0
120,2021-09-02,10,갤럭시 z 폴드 3으로 폰을 바꾸면서 새로 인증을 받아야 하는데 카메라로 신분증 인식을 전혀 못해서 다음 단계로 넘어가질 않네요 수기 입력을 가능하게라도 하던가 카메라를 통한 신분증 인식률을 높이던가 해주셔야 할 것 같습니다,1,-0.30000000000000004
121,2021-09-02,3,복잡하지 않고 바로 이체하기 쉬워요 그래서 편하고 좋습니다,4,12.0
122,2021-09-01,0,비번 틀려서 비대면 확인으로 주민등록증 백 번 찍어도 안되네요,1,-2.0
123,2021-09-01,1,왜 계속 페이 화면에서 결제하기 비밀번호 지문인식 이 화면에서 다음으로 넘어가지지가 않을 가요 진짜 답답해서 욕게속햇네요,1,-9.940000000000001
124,2021-09-01,1,지속적으로 사용할 예정입니다,5,0.0
125,2021-09-01,0,앱이 30분 동안 깔리지 않고 있어요 인터넷이 안되는 것도 아닌데 왜 안되는 걸까요,2,-0.7
126,2021-09-01,8,로그인 좀 하고 싶습니다 기본적인 로그인 기능에 자체 인증서 쓰면 인터넷 연결 확인하라고 오류 발생시키네요 업데이트할 때마다 주기적으로 이러니까 점점 어플 신뢰도가 내려가네요,1,0.0
127,2021-09-01,2,로그인 안 됩니다 생체도 안되고 패턴도 안되고 은행 어플이 이래서 되겠어요,1,-3.0
128,2021-09-01,9,어제까지 잘 되던 로그인이 금일 갑자기 오류로 인해되지 않습니다 저 말고도 다른 분들도 그러는 모양인데 급한데 확인 후 빨리 해결 좀 부탁드립니다,1,0.2749999999999999
129,2021-09-01,1,지금 접속이 안되는데요,1,-1.0
130,2021-08-31,0,어느 은행보다 토스가 편해요,1,3.0
131,2021-08-31,0,업데이트하면 온 뱅킹을 설치할 수 없다고 계속 뜹니다 잘 되다가 이게 뭔 일입니까,1,3.0
132,2021-08-30,0,패턴 선 숨기기 기능 좀 넣어주쇼 타 은행 어플은 있던데 우리 우리은행은 왜 없슴까 그래서 4개,4,1.8
133,2021-08-30,0,삭제했다 다시 하니 다시 되네요,4,1.5
134,2021-08-29,0,진짜 어플 만들 때 테스트 안 하고 만드나 자기 명의 휴대폰 인증하는데 내 명의가 아니래 그럼 누구 명의입니까,1,-2.0
135,2021-08-29,92,제가 웬만하면 리뷰 안 쓰는데요 인증서 갱신 30분 동안 계속 개인키 복호화 실패 0 이렇게 오류 나서 짜증 나서 컴퓨터 켭니다 이럴 거면 앱 서비스하지 마세요 대기업이 이따위로 서비스 관리하면 고객들이 좋아할까요 요즘 같은 핀테크 시대에 이런 사소한 오류들도 안 잡으면 어쩌자는 겁니까 호환성이나 기본적인 거 좀 잡아주세요 제발 토스랑 뱅크 샐러드 칼뱅처럼 가독성 있고 오류 없고 직관적으로 좀 뭐만 하면 창 드르륵 뜨고 넘어가고 어르신들은 이거 어떻게 씁니까 홈페이지도 크롬환경에서 키패드 페이지 아래쪽에 있어 찾기 어렵고 누를 때마다 위로 올라가지는 현상이 있습니다,1,-4.95
136,2021-08-29,11,로그인이 자동으로 플레이로 이동하는데 왜 그런가요 전엔 안 그랬는데 업데이트하고 그러네요 지우고 다시 깔아도 마찬가지네요 괜찮은 거 맞나요,3,-0.09999999999999998
137,2021-08-28,8,입출금 해지하고샆은데 입출금 통장을 선택할 수 없게 창이 안 나오면서 자꾸 통장 선택하라고만 나오고 해지를 못하네요,1,2.0
138,2021-08-28,0,우리은행 업데이트를 너무 자주 하라고 해서 다른 앱 삭제해야 설치됨 업데이트만 5분 이상 소요됨,1,-2.0
139,2021-08-27,3,갑자기 로그인도 안 되고 타은행 공인인증서 등록하려고 하니 무슨 앱 삭제 캐시가 삭제됐으니 구공인 인증서를 등록해라고 하고 하면 또 딴소리하고 왜 이럴까요,1,-7.2
140,2021-08-27,32,업데이트를 어떻게 한 거예요 갑자기 로그인 안 되고 생체인 증 안되고 오류만 계속 뜨고 당장 써야 하는데 뭔지를 모르겠네요,1,1.7
141,2021-08-27,1,은행 안 가도 대고 빨리 업무 볼 수 있어서 좋아요,5,3.5
142,2021-08-27,0,최강의 쓰레기 어플 지금 깔았다 지웠다 5번은 한 듯 깔고 하루 지나면 안 되고 깔고 하루 지나면 안 되고  로그인 등록만 몇 번째인지 제대로 좀 만들어라,1,-4.75
143,2021-08-27,0,타 기관 인증서 등록되지도 않는 거지 같은 앱,1,3.0
144,2021-08-27,0,아니 금융 인증서 없대서 등록하라 해서 등록하면 타 기관에 등록되어 있다고 함 그래서 타 기관 등록하면 금융 인증서가 없대 어쩌라는 건데,1,1.0
145,2021-08-26,0,앱도 문제지만 우리은행은 참 불편 그 자체다 그냥 정체된 회사 문화와 복지부동,1,-8.75
146,2021-08-26,5,손님들한테 계좌로 돈을 받는 경우가 많아졌는데 별짓을 다 해도 알람이 오지 않음 알람 다 찾아보고 설정해봐도 똑같음 엄청 불편 해결 안 되면 우리은행은 이제 놔줘야겠음,1,7.0
147,2021-08-26,0,업데이트하고 어떻게 점점 느려지냐 안 써야 하나 우리은행,1,-2.5
148,2021-08-26,0,왜 이 모양으로 만들어놨는지 신분증 촬영할 때 노란 박스가 안 나오고 아무리 사각 프레임에 잘 맞춰도 사진촬영이 안된다고요 거지 같네 진짜,1,-4.7
149,2021-08-26,1,입출금 내역이 실시간 알림 안 뜨네요 한 달 넘은 거 같고요 알림 설정 싹 다 해놨어요 일일이 로그인 안 하면 확인 못하고 지나가는 거 수두룩하네요 아 혹시나 해서 알람 표시 모두를 해놨더니 광고 푸시 알림은 지나치게 잘 뜨네요  하루에 같은 게 몇 개씩이 나오는지 보여줘야 할걸 제대로 보여주길 바랍니다,3,4.45
150,2021-08-26,0,누구나 쉽게 이용할 수 있어서 좋아요,5,4.5
151,2021-08-26,0,거의 사용 안 하지만,1,-1.0
152,2021-08-25,0,가입하려고 하는데 등록증 인식이 안돼요 몇 번이나 했는데 다른 가입 방법은 없나요,1,-1.0
153,2021-08-25,1,인증서 있는데 인증서 오류 에러코드 404 그리고 어플에서 이런 거 이상 있다고 적을 만한 데가 왜 없을까요,1,-8.3
154,2021-08-25,0,해당 앱 아이콘을 터치하면 바로 들어가는 것이 아니고 마치 늘 새롭게 설치하는 것처럼 화면이 떠서 별도로 열기를 터치하는 게 매우 불편합니다,1,-4.5
155,2021-08-25,0, 손질 포장 생선 등,1,0.0
156,2021-08-25,0,공인인증서 등록된 건데 계속 아니라 하고 뭐 어쩌란 건지 모르겠음,1,-2.8
157,2021-08-24,60,국민건강보험 즉시이체로 입금하려고 하면 앱에서 알림 창에서 입금 금액상이 1회 불입 단위가 있는 경우라고 보임 앱 예전 버전 엔 즉시 이체 잘만 되는데 요즘엔 계속 이창이 계속 뜨네요 빠른 개선 좀 해주세요 답변 좀 부탁드립니다 앱으로 새로 공동 인증서 받은 앱으로 이체를 해보았습니다 와와 공인인증서 보다 더 무진장 편해졌습니다 아주 편하게 이체를 하게끔 패턴과 생체 손가락 지문으로 이체할 수 있고 PIN 번호로 도 이체가 가능하게 매우 편하게 이체를 할 수가 있습니다 앱 굿 별 4개에서 별 한 개 추가했습니다 공동 인증서 만들 때 생체 인식 지문인식 받을 때 손가락 잘 사용 안 하는 손가락을 지문인식으로 사용하면 더 빨리 지문인식이 됨 손가락 에스크 래치가 있으면 인식이 잘 안됨 개발자님 누구신지 궁금 공동 인증서 발급 엄청 잘 만들었습니다 새로운 공동 인증서 발급 정말 설명도 아주 잘해놓아서 PIN 패턴 생체 오류 한번 없이 인증서 발급을 했습니다 그리고 숫자 틀릴까 봐 6번 넣어주시고 너무 좋아요 나이 드신 분들도 한 번에 공동 인증서 발급을 할 것 같아요,5,33.25
158,2021-08-24,0,거래내역 삭제 기능 좀 넣어주세요,2,3.0
159,2021-08-23,1,멉니까 비번 계속 틀리다 나오고 이체도 안되고 계속 안되는데 최악이네요 주 거래 은행 바꿔야 하나요 별 한 개도 아깝네요,1,-6.5
160,2021-08-23,0,업데이트할수록 더 이상해지는 건 기분 탓일까요,1,-3.0
