,date,thumbsUpCount,comment,score,review score
20,2021-09-24,2,아니 보안카드 분실신고하려면 간편 로그인해야 하고 장기휴면 풀려면 결국 보안카드로 로그인해야 되는 이 개떡같은 시스템은 뭐임,1,3.0
21,2021-09-24,0,간편 인증하려니까 계좌번호랑 비번 입력하라고 하는데 비번은 외우기 쉽다 쳐 누가 계좌번호를 외우냐고 그런 게 싫어서 간편 인증하는 건데,1,9.0
22,2021-09-24,0,파일 클리너고 청소 앱 없는데요 없는데도 자꾸 없어져요,3,-3.0
23,2021-09-24,0,불편합니다 농협 앱 몇 개 깔아야 합니까,1,-3.0
24,2021-09-23,0,모든 은행 어플 중에 제일 구림 사용자 분노 유발 물,1,0.0
25,2021-09-23,0,로그인하기가 너무 힘드네요 몇 번이나 오류가 나는지 모르겠어요,1,-1.5999999999999996
26,2021-09-23,0,예전에 등록했다가 폰 다시 밀고 깔았더니 다시 가입하라고 하네요,3,-1.0
27,2021-09-22,0,에이 진짜 올인 뱅크는 뭐고 이건 뭐야 좀 하나로 좀 해라,1,3.25
28,2021-09-22,18,잘 쓰고 있습니다 개선되어야 할 부분이 몇 가지 보이는데요 이체할 때 금액 입력하는 키보드가 너무 작아요 그리고 적금계좌도 메인화면에서 확인할 수 있도록 해주세요 그 정도면 완벽해요,4,2.0
29,2021-09-19,0,가입이 계좌 계설이 왜 안 돼요 영업점을 방문하라니 이럴 거면 왜 만듦,1,0.0
30,2021-09-19,0,사진 초점이 안 맞는다고 자꾸 떠서 짜증 나요 도대체 초점이 어떻게 맞추라는 건지,1,-3.65
31,2021-09-19,0,다 좋은데 왜 이렇게 이용 못하는 시간이 자주 뜨나요,3,3.1
32,2021-09-18,0,정말 유용한 앱입니다,5,6.0
33,2021-09-18,1,진짜 우리나라 은행 어플 중 최악 별 하나도 아까움,1,-5.5
34,2021-09-18,1,아니 개 같은 거 팝업은 맨날 쳐 다른 걸로 맨날 뜨네요 3일 안 보기가 소용이 없어요 화나게 어차피 아무도 안 하는데 광고 좀 그만 때리세요,1,-2.0
35,2021-09-18,1,칼삭당해서 다시 올려요 금융 아플 계의 양대 쓰레기 시티 농협 그 아성에 걸맞게 사용자에게 쓰레기 같은 시간 낭비와 분노를 유발합니다 어쩌면 이 농협과 앱 개발자는 사용자의 편의가 아니라 농협에 돈을 맡겼다는 이유 하나로 강제로 앱을 쓰며 고문을 당하는 불쌍한 피해자들을 구경하며 즐기고 싶었던 게 아닐까요 1 아이디 로그인을 하고 타행 공인인증서 등록을 하면 고객님 아이디로는 진행이 불가합니다 로그아웃 하세 요로 그 아웃 후 등록 진행  고객님은 아이디가 없어서 진행이 불가합니다   아이디 등록이 안됐나 회원가입 진행  고객님은 이미 아이디가 있습니다 2 Otp 등록  오류가 떠서 불가합니다 잠시 후에 다시 해주십쇼 무한 아마 농협의 잠시는 물질계의 시간과 다르기에 거진 7만 년 정도를 요구하는 게 아닐까요 으으 과연 킹협 3 웹 고객센터 문의  글 작성 남기기 오류 발생했습니다 네가 쓴 글은 전부 날아가셨습니다 농협의 또 다른 이름 농협 금융계의 오류킹협,1,-23.5
36,2021-09-18,0,농협 계좌에 카드를 쓰는 사람인데 어떻게 국민지원금 조회하는 걸 빙빙 돌아서 가야 합니까 서로 연동도 안돼 비밀번호 변경하는데 서로 호환도 안되는지 다시 변경하라고 하질 않나 기껏 농협카드 앱 갔더니 BC카드라고 다른 걸로 조회하라고 하질 않나 더구나 대문자 유지를 눌렀는데 제멋대로 풀리질 않나 어플을 와주 맡기고 만들었으면 관리라도 제대로 하세요 유효기간 지나면 바로 연 끊어버릴 겁니다,1,-4.9
37,2021-09-17,1,왜 이렇게 오류가 심함,1,-2.9
38,2021-09-17,28,간편 뱅킹 설정했는데 이체할 때 왜 자꾸 보안카드 번호 입력하라고 뜨나요 그런 거 하기 싫어서 간편 뱅킹 설정하는 거 아닙니까 인증받고 간편 뱅킹 설정해놓으면 6자리 비밀번호만 치면 되는 거 아니던가요 누가 요즘 모바일 스마트뱅킹에서 보안카드를 보며 입력하나요,3,7.6
39,2021-09-17,3,와 이거 어느 순간부터 로그인 안 되고 계속 로딩만 하다가 업데이트하라고 하고 열기 누르면 또 로딩 미쳤네요 일 안 합니까 사람들 불만들 쌓이는데 추석이라고 신나서 먼저 집 가셨나,1,-4.0
40,2021-09-17,17,앱이 너무 많아요 NH 뱅크 NH 페이 올인 뱅크 다 깔았는데 최근에 콕이 나지 쿡인지 또 나왔더라고요 사실 무료 송금이 가능한 토스 앱으로 은행 업무를 다 처리해서 농협 앱에 직접 들어가는 일은 적지만 통폐합해서 앱 정리가 필요할 것 같아요 앱을 안 써도 배터리를 소모시켜서요,3,8.0
41,2021-09-17,11,아 유일하게 업데이트할 때 버그 있는 어플은 역시 농협 단연 1등입니다 고객센터에서 알려준 데로 해도 안되네요 빨리 버그 좀 잡으세요  몇 번인지 지웠다 깔았다 좀 지나면 되겠지만 사용자이지만 조금 짜증 나네요 NH Bank 요 어플만 자꾸 튕기네요,3,-1.75
42,2021-09-17,12,예전에 가입한 거 다시 이용 좀 해보려 왔더니 예전 전화번호라 바꾸려고 했더니 공인인증서 등록할 때도 예전 전화번호로 ARS 승인 요청 가고 간편 비번 등록도 예전 전화번호로 승인 요청 가고 이메일이나 다른 인증수단 하나 없이 오로지 예전 전화번호 달랑 하나 무슨 전화번호 바꾸려 설정 들어가도 최종 보스는 예정 전화번호 ARS 진짜 생각 없는 듯,1,-0.75
43,2021-09-17,1,이런 개떡 같은 어플이 본인인증 시 키패드 파니에 가려져서 다음으로 진행할 수가 없네 ,1,-1.0
44,2021-09-17,0,간편 뱅킹 이체 시 오백만 원 이하 몇만 원 이체 시에도 보안카드 번호 등록하라고 나오는 건 뭔가요 몇 번을 간편 뱅킹 가입됐다고 확인을 했는데도 간편 뱅킹 등록은 됐는데 그걸 매번 어디서 확인해야 되는지 답답해죽겠음,2,10.5
45,2021-09-17,0,업데이트하고 실행이 안됨 아니 개발자들은 업그레이드하고 실행도 안 해보나 이러고도 추석 보너스는 받아먹겠지,1,0.0
46,2021-09-16,0,편하게 사용할 수 있어서 좋아요,5,5.0
47,2021-09-15,9,다른 농협 어플은 실행하면 자동으로 v3 mobile plus 보안 프로그램이 자동으로 실행이 되는데 NH 스마트뱅킹은 갑자기 실행이 안됩니다 원래는 됐는데 이번 주부터 안돼요 정말 찝찝해서 글 남깁니다 어찌하면 좋을까요 스마트폰 종료 후 어플 삭제 후 다시 어플 새로 깔았는데도 똑같습니다 ,1,0.5
48,2021-09-15,0,편안하게 사용합니다,5,3.0
49,2021-09-15,0,신용카드 사용 후 push 알람 올 때 누적 사용량 얼마 인지도 표시해 주면 좋을 거 같아요,5,3.0
50,2021-09-15,0,어느 날부터 갑자기 집에 있는 와이파이 환경에서는 로그인이 안 되고 회사 와이파이 환경에선 로그인이 되네요 앱을 삭제했다가 다시 깔아도 똑같아요 갑자기 왜 이러는 거예요,1,3.35
51,2021-09-15,0,잘 사용하고 있어요,5,2.0
52,2021-09-14,1,기능은 개선되지 않고 여전히 같은 증상이 발생한다 스마트하지도 뱅킹도 안 되는 이 앱의 이름을 그냥 NH빡통이라고 해야 하지 않을까,1,-0.8
53,2021-09-14,0,원래는 잘 사용했습니다 요새 어플 접속이 아예 안돼서 불편하네요 여러 번 시도해도 어플이 켜지지 않아요 너무 자주 그래서 후기 남겨요,3,0.5
54,2021-09-14,0,어제부터 접속이 안돼요 어플 지우고 다시 깔고 해도 로그인에서 계속 접속 중이다 에러 이런 식 반복 접속이 안돼요,3,2.5
55,2021-09-13,28,리뷰 같은 거 어지간하면 안 남기는데 열받아서 다른 사용자들도 좀 보라고 남깁니다 별 점 한 개도 아깝다 통합 관리가 안 되는가 보다 쓰기도 불편한데 농협 앱을 세 개나 깔아야 되고 콕뱅크나 오랜 원도 사용하기 불편했는데 이건 더함 급여 아니었으면 사용할 이유가 단 하나도 찾을 수 없음 앱 개발에 돈 좀 씁시다 엔간한 중소기업 어플보다 후졌네 진짜,1,-3.5
56,2021-09-13,0,앱에서 국민지원금 이용내역 등 관련 정보들은 못 보나요,3,-1.0
57,2021-09-12,0,Questions 32,4,0.0
58,2021-09-12,0,가입하기 개 어려워서 바로 삭제,1,-5.0
59,2021-09-12,12,정말 입출금 간단한 것조차 알림을 안 알려주니 이래도 되는 겁니까 꼭 유료 해야 해주는 건가요 옛날엔 꼬박꼬박 천 원을 빼더라도 알림이 왔었는데 이젠 올 생각도 안 해요 하라는 대로 설정에 수십 번 체크하고 테스트 삼아 몇 번을 반복해도 복창 터지게 만드는 앱 야요 요즘 젊은 프로그래머들이 신경 전혀 안 쓴 것 같아 괘씸하네 그대들은 한 번이라도 테스트해보고 이용자들에게 권장하는 건지 묻고 싶네요,1,-10.5
60,2021-09-11,0,아니 설치 자체가 안 되네요 안 되는 이유라도 알고 싶네 진짜,1,0.0
61,2021-09-11,0,무한 로딩 후 대접을 유도하더니 진행 중이니 이미 신청한 걸로 다시 진행 하라면서 들어가지도 못하니 대면하라는 헛소리를 듣네요,1,-4.5
62,2021-09-11,0,이체 중 스스로 500원을 이체금액에 추가해서 처리하지 않고 이체할 금액에서 차감해서 처리하여 입금 금액이 500원 부족한 상황이 벌어져 울며 겨자 먹기로 수수료 500원을 더 내고 입금했습니다 이 체내 역에도 수수료 얼마 수입금 금액 얼마 이렇게 보이게끔 해주세요,1,-1.5
63,2021-09-11,2,잘되다 한번 업데이트하고 나서 앱 실행하고 비번 누르면 안 된다고 접속 못한다고 여러 차례 뜨다가 어쩌다 접속됩니다 삭제하고 깔면 인증서 다시 입력해야 할까 봐 귀찮아서 그냥 쓰긴 하는데 불편합니다,3,-9.5
64,2021-09-10,0,계좌 확인 눌러도 먹통이네요,1,0.0
65,2021-09-10,0,아니 주민등록 인식이 안돼요 며칠째 사진 찍기 시도했는데 안되네요 별 하나도 아까워요 깔지 마세요,1,-4.5
66,2021-09-10,0,카카오뱅크처럼 편하게 좀 바꿔보세요 너무 불편합니다,1,-4.5
67,2021-09-10,0,컴퓨터 안 켜도 되니 좋아요,5,2.0
68,2021-09-10,44,이전에 잘 썼는데 어느 순간부터 간편 로그인이 바로 되질 않습니다 똑같은 번호로 45번은 시도해야 될까 말까네요 오류메시지로는 비밀번호가 틀렸다 맞게 입력해도 틀렸다 함 전산시스템이 어쩌고저쩌고 아주 가끔 회원이 아니다 이런 유의 메시지도 뜨고요 뜨건 말건 계속 같은 번호로 시도하면 결국 들어가지는데 이거 해결 안 되나요,3,-1.0
69,2021-09-09,0,욕이 그냥 튀어나오네 아오,1,-1.0
70,2021-09-09,0,신분증 촬영이 너무 안돼요 농협 찾아가 직원분이 해보셔도 안돼요 개선 좀 해주세요,1,-1.5
71,2021-09-08,0,전 잘 쓰고 있습니다 개발자님 파이팅이요,5,0.0
72,2021-09-08,0,계좌 개설하는데 마지막에 ARS 인증까지 하고 다음으로 넘어가기만 하면 되는데 에러 메시지 뜨면서 안 넘어가네요 신규 고객 안 받겠다는 뜻인지  당황스럽네요,1,-2.8
73,2021-09-08,0,재난 지원금 때문인 진 모르겠지만 로그인 계속 안되네요,1,-0.8
74,2021-09-08,0,생활비 대출 시 휴대폰 번호 입력이 안됩니다,1,-1.0
75,2021-09-08,5,앱을 깔고 간편 비밀번호 설정해두면 Otp 없이 이체 가능해서 너무너무 편리합니다 보안이 어떤지는 신뢰성 문제로 철벽 방범해주시겠지요,4,14.0
76,2021-09-08,1,아니 가입하려고 개인 정보 다 치고 아이디 기입했더니 자꾸 가입된 아이디라고 뜨는데 이게 대체 뭔가요 답답해서 미치겠네요 진짜 돌아버리기 일보 직전입니다 처음에는 내가 옛날에 가입했었는데 착각했었나 싶어 비밀번호 찾기를 해봤지만 없는 아이디라고 뜨고 새로운 아이디를 계속 계속 기입하는데도 전부다 이미 가입된 아이디라고 뜨네요 가입 안된 아이디가 있긴 합니까 앱을 지웠다 다시 깔아서 해봤는데도 여전합니다 민증 인증만 대여섯 번은 한 것 같네요 오류인 거 같은데 좀 고쳐주세요 당장 회원가입도 못하면 어쩌자는 건가요,1,2.3000000000000007
77,2021-09-08,1,농협 은행 카드 관련 어플만 합치니 6개네  통합해서 관리 못하는 거지 안 하는 게 아니고 그게 능력,1,2.0
78,2021-09-08,1,비슷한 기능 쪼개서 어플 여러 개 만들어 헷갈리고 비효율적 어플 하나하나가 죄다 결점투성이고 시대에 뒤떨어짐 디자인 기능 편의성 등 모든 것이 잘 쳐줘야 B급,1,3.2
79,2021-09-08,1,지금까지 써본 뱅킹 앱 중 압도적으로 제일 구림 칼뱅이나 써라,1,0.0
80,2021-09-07,0,신분증 인식 시키다 집어던질뻔했네,1,0.0
81,2021-09-07,0,어플 언어 변경이 중국어로 바뀌어버렸네요 상담사에 통화를 해보니 본사에는 책임이 없다는 회피성 발언만을 일삼네요 농협 거르는 이유를 뼈저리게 느끼고 갑니다,1,-1.7
82,2021-09-07,0,재난지원금 신청 인증번호가 안 옵니다 공기업이라서 일 대충 하시나요,1,-1.0
83,2021-09-07,1,요새 가짜 어플로 사기 치고 다니는 세상인데 어플 사용하려면 계좌번호랑 계좌 비밀번호를 달라니 인증 절차 같은 거 철저히 하고 합시다,1,0.0
84,2021-09-06,17,이거 모바일 otp로 하지 마세요 시큐리티 카드로 노빠 구입니다 물리 otp도 없어요 그냥 시큐리티 카드 사용하시는 게 속 편할 거 같아요 참고로 불만 사항도 적지 마세요 몇천 자 다 적고 등록하면 not found page 떨어집니다 불만 따위는 받지 않겠다는 거죠 방금 경험 그냥 이건 버리는 앱이다 생각하시고 맘에 안 들면 타은행으로 가시고 여기는 버리고 가세요 잘 있어 농협은행,1,-0.3999999999999999
85,2021-09-06,4,살짝 끊기는 정도인데 앱 사용하는 데는 문제없네요 사용하지 않는 계좌도 알 수도 있고 만족합니다,5,5.4
86,2021-09-06,0,로그인하세요 로그인하세요 로그인하세요 무한 반복,1,-3.0
87,2021-09-06,0,오늘 계속 오류 남 로그인 안 됨,1,-3.0
88,2021-09-06,0,통신사 오류는 또 뭐야 가지가지 하네,1,-3.0
89,2021-09-06,0,처음이라서 쉽지 않네요,5,-1.0
90,2021-09-05,1,앱 개발자를 해고하면 좋을 듯,1,3.0
91,2021-09-04,0,아니 요즘 로그인이 왜 이리 안되죠,1,-0.3
92,2021-09-03,0,로그인이 잘 안돼요 급할 때 몇 번씩 다시 해야 하니 불편하네요 개선 바랍니다,2,-5.8
93,2021-09-03,0,지금 앱 로그인 안 되는 거 같은데 요 몇 시간째,1,-1.0
94,2021-09-03,1,갑자기 앱 켜니까 로딩만 주야장천하고 로그인도 안 되네요 삭제했다 재설치해도 여전하고 아예 앱 사용 자체를 못하고 있네요 매우 불편합니다,1,-7.5
95,2021-09-03,0,다시 끄고 들어가도 계속 잔액 미조 회로 뜨고 거래내역 들어가면 오류로 뭘 할 수 없네요,1,-5.0
96,2021-09-02,0,직원 이 어플 안 깔아줘서 한참을 헤맸네요 진짜 너무 궁금한데요 고객 의견 다 반영하세요 어플 접근성 겁나 짜증 나는 거 아시나요 빠릿빠릿에 적응된 젊은 나도 짜증 나는데 다른 연령대는 어떻게 쓸 수 있을까요 이거 사내 어플인가요 접근성 진짜 떨어져요 다른    젊은 사람들이 자주 쓰는 은행의 어플 한 번이라도 들어가 보신 적 있으신가요 그런 것들만 쓰다가 이거 쓰니까 속 터져서 계속 욕했어요 진짜 월급만 아니면 이거 안 까는데 아오,3,-7.5
97,2021-09-02,0,네 농협 계좌는 편리해서 좋아요,5,6.0
98,2021-09-02,49,아니 무슨 이런 어플이 있나요 가입도 계좌 없음 안되고 계좌조회도 안되고 계좌 발급도 안되고 결국 전화로 문의했더니 상담원 이하는 말 올인 뱅크로 가서 하라네요 계좌 발급은 또 다른 번호로 전화하라며 번호 적으라네요 다른 은행들은 안 그런데 농협은 왜 이렇게 복잡하게 해놓는 걸까요 농협 거래하기 싫어지네요,1,-7.9
99,2021-09-02,2,올원뱅크나 콕뱅크에서처럼 스마트뱅킹에서도 바로 제로 페이 사용할 수 있게 할 수는 없나요 여러 앱을 설치하려니 번거롭고 불편합니다,3,-6.0
100,2021-09-02,0,아니 스마트 알림도 무반응 스마트뱅킹에서 입출금 알림 신청해도 무반응 내가 만들어도 이거보다 잘 만들겠다 무슨 은행이 이따위 어플밖에 못 만듦 어디 하청 준거임,1,5.0
101,2021-09-02,5,NH 스마트뱅킹을 자주 이용하면서 일상생활이 더욱더 많이 편리 해졌습니다 앞으로 끝까지 NH 스마트뱅킹을 이용하겠습니다 고맙습니다,5,11.0
102,2021-09-01,0,어플 좀 하나로 통일하면 안 되나요,1,-1.5
103,2021-09-01,2,가입이 안되네요 데이터 문제도 아닌데 가입하려고 하면 5분 정도 있다 로딩이 안된다고 뜨네요,1,-1.0
104,2021-09-01,0,아직 학생인데 중학교 올라와서 농협카드 만들었어요 근데 이 앱 깔고 사용해보니까 인터넷 결제도 정말 편리해서 엄청 좋아요 이용내역 완전 간편 근데 얼마 남았는지도 확인 가능했으면 좋겠어요 그래도 얼마 썼는지 남아서 편하네요 완전 잘 이용합니다,5,19.5
105,2021-09-01,0,최악 그 자체 아니 신분증 인식도 못 하고 사진촬영 자체가 안 됨 api 멀쩡한 거 잘 가지고 와 쓰던 가 진짜 개발자 후,1,8.0
106,2021-09-01,0,별 1개도 아까움 비대면 통장 개설하려는데 신분증 인식을 못함 어떤 방법을 써도 안됨 보험 앱도 이따위더니 쓰라는 건지 말라는 건지,1,-5.7
107,2021-09-01,0,농협 어플 x 같다,1,0.0
108,2021-08-31,0,오늘 오ㅐ 하루 종일 어플이 사용이 안 되죠  들어가지기는 하는데 다른 탭 누르면 동그라미만 백 시간 돌아가고 있어요,2,1.0
109,2021-08-31,21,스마트 알림에서 뱅킹 어플 안에 알림 기능 있어서 삭제하고 이걸로 쓰는데 어느 순간 알림이 안 오네요 일일이 어플 들어가서 확인해야 함 혹시나 입출금 알림 해제했나 싶어서 봐도 제대로 연결돼있음 내 돈 보관하는 곳인데 어플 관리 좀 하세요 알림 어플 안돼서 넘어왔디만,1,-3.0
110,2021-08-31,0,농협 앱은 도대체 뭘 어찌 써야 할지 몰라서 토스로 쓰는데 좀 개발 좀 해줘요,1,-0.04999999999999982
111,2021-08-31,2,이체 완료 화면이 아니라 최초 앱 실행 후 이체 버튼을 누르는 타이밍에 배너가 올라와서 반강제적으로 누르게 된다고요,1,-0.5
112,2021-08-30,0,거래내역 보려고 했더니 무한 로딩 열 번은 더 해봤는데도 안돼서 화나서 지우고 다시 깔음 근데 이젠 로그인부터가 안 됨 개빡침,1,4.5
113,2021-08-30,0,제발 갑자기 왜 그러는데요,1,0.03
114,2021-08-29,1,공동 인증서나 아이핀으로 간단히 본인인증을 할 수 있는데 본인 명의 휴대폰이 없다고 서비스 가입 자체를 할 수 없다니 참 기가 막힌다 다른 은행들은 다 되는데 왜 농협만 안되는가,1,-0.04999999999999999
115,2021-08-29,0,급하게 이체해야 하는데 먹통 어쩌란 건지,1,-1.0
116,2021-08-29,0,로딩 무제한 쳐돌았네 나만 그런 게 아니구먼 농협 쳐돌옴  미쳤니,1,-3.5
117,2021-08-28,4,계좌이체나 이 체내 역 보는 거는 당연히 편리하고 지금도 잘 쓰고 있습니다 좋네요,5,8.0
118,2021-08-28,0,은행 앱이 로그인이 안 되다니 한두 번도 아니고,1,-1.0
119,2021-08-28,0,신분증 30번 찍었는데 안됨 개 같아서 안 쓴다,1,1.0
120,2021-08-28,0,계좌 개설했는데 통장번호 안 알려주나요 이메일에도 안 적혀 있는데,1,-2.0
121,2021-08-27,0,잔액 확인하려는데 2개월 전거만 표시되는 이유는 뭘까요 현 재 금액을 알 수 없네요 앱 재정비가 필요해요,1,-2.0
122,2021-08-27,0,너무 편하고 간편해요,5,9.0
123,2021-08-27,0,적금 들으려 하면 이체한도가 초과됐다나 뭐라나 이럴 거면 금융상품관 왜 만듦,1,0.3
124,2021-08-27,0,아 로그인하면 버퍼 1분 정도 걸리고 오류 뜨면서 나가지는데 스트레스받네요 인터넷 연결 문제는 아닌 거 같고 딴 거는 다 잘 되는데 이 어플만 자꾸 그러네요,1,-12.2
125,2021-08-27,0,우대 통장을 만들었는데 왜 계좌번호를 안 주나요 계좌번호를 줘야 회원가입을 하든 말든 할 텐데,1,-0.7
126,2021-08-26,3,간편 뱅킹 가입 너무 힘듭니다 계좌 장기이 사용 해제와 간편 뱅킹 가입 시도만 세 번째 해결되지는 않고 뭐가 안 된다 안 된다 무한 루프네요,1,-7.0
127,2021-08-26,0,개 좌 개설에서 안 넘어가짐 다른 은행은 계좌개설용 어플 따로 두는데 여기는 스마트뱅킹 올인 뱅킹 콕 뱅크 이름만 다른 어플 여러 개 만들어놓고 관리를 안 하는 듯 전화로 문의해도 3곳째 다른 곳에 연락하라고 전화 돌림,1,-1.8
128,2021-08-26,0,다운로드가 안 되네요,1,-1.0
129,2021-08-25,26,뭘 하든 한 번이라도 로딩이 멈추면 뒤로 가기 닫기 전부 다 안되고 앱을 껐다가 켜서 처음부터 자시 진행해야 되는 미애 청년 앱이다 심지어 발생한 부분 지속해서 같은 문제 발생함 어차피 이섀끼들이 고치지도 않을 거라 확신해서 같은 문제를 다른 고객이 더 겪어서 사용자 이탈하라고 어디 부분 버그인지 말 안 해줌 너희들도 당해라,1,-5.75
130,2021-08-25,0,주민등록증 사진 인증이 너무 안돼서 콜 뱅크로 깔아서 사용 중이네요 안 되시는 분들 참고하시길,1,-3.0
131,2021-08-25,9,계좌 개설하려는데 휴대폰인 증 마치면 자동으로 인증번호 재발송시킴 이후 이용약관 동의 칸이 자동으로 해제되고 다시 체크가 안됨 그리고 휴대폰 인증은 만료라 뜸 계속하다 보면 약관 체크 무시하고 넘어갈 수 있는 버그 있는데 이미 있는 계좌와 중복된다고 개설 불가 뜨고 처음으로 가짐 농협 처음 쓰는데,1,-1.7
132,2021-08-25,0,민증 촬영이 노 답이고 어두운 곳에서도 시도했는데도 안됨 수동 기능 필요,1,-0.5
133,2021-08-25,1,너무 편리하고 어렵지 않아서 좋아요 누구에게나 권하고 싶어요,5,10.0
134,2021-08-25,46,원격 프로그램 실행 중이라는 안내 창 뜨면서 사용이 불가한데 어플을 모두 강제 종료하여도 개선되지 않습니다 하나은행 KB 은행은 다 사용 가능한데 농협은 왜 사용이 안 되나요 또 NH 카드는 실행이 되는데요 이상하네요,1,-1.8
135,2021-08-25,0,왜 1년 지난 거래 내역은 표시가 없나요,3,-0.7
136,2021-08-24,0,개발자 돌대가리야 칼뱅처럼 가볍게 좀 만들어라 6자리 숫자치고 로그인할 때 왜 이렇게 빙빙 도는 거야,1,1.8
137,2021-08-24,0,자꾸 로그인 오류라고 뜹니다,1,-1.0
138,2021-08-23,28,현재도 QR 촬영 납부 기능이 제대로 되지 않습니다 납부번호 입력하는 게 번거롭네요 납부용 바코드 및 용지에 있는 모든 QR코드 다 찍어봤습니다 카카오페이 QR은 잘 됩니다 기종 갤럭시S20 업데이트 버전 현시점 기준 최신,1,2.0
139,2021-08-23,0,약정서 신청 동의를 해도 다음 단계로 넘어가지질 않아요,1,0.2
140,2021-08-23,0,대출 관련하여 얼른 처리해야 하는데 오류 나서 삭제했다 다시 깔려고 하니 깔리지가 않아요,1,-2.0
141,2021-08-23,2,며칠 전부터 원격 프로그램이 발견됐다고 팝업이 뜨면서 로그인 자체가 안되는데 그 프로그램이 어떤 건지 누가 아나요 그리고 예전엔 다른 프로그램이 있더라도 실행 잘 되더니 저 팝업 때문에 일을 못 봐요 어떤 조치를 해야 되나요,1,0.0
142,2021-08-23,10,언제부턴가 로딩이 안된지 오래됐어요 빙글빙글 돌기만 하고 열리지가 않습니다 비슷한 리뷰들이 보이는데 아직 원인을 못 찾은 건지 많이 황당하네요 일반 사기업 같으면 일어날 수 없는 일이네요,1,-5.0
143,2021-08-23,1,왜 이렇게 자주 오류라 뜨나요 너무 불편합니다 자주 오류라 뜨고 농협 앱이 이상한 건데 비번 오류라 그러고 황당하네요 수정 좀 해주세요 아고 답답,1,-22.400000000000002
144,2021-08-23,0,매번 오류 나고 점검하고 앱을 관리를 하시긴 하는 건가요 어떻게 1달에 적어도 1번 이상 오류랑 점검을 하시나요,1,-8.0
145,2021-08-22,0,앱이 갑자기 안되네요;; 전에도 그랬다가 아졌는데 또 이럽니다,2,0.0
146,2021-08-22,0,에러 난 거 양식대로 메일 보내면 기프티콘 보내준다더니 정보만 받아 가고 왜 안 보내주시나요,1,-3.3
147,2021-08-22,0,아니 19세 미만도 가입되게 해주세요 제발,1,2.0
148,2021-08-21,1,간편 아이디 로그인 오류 좀 고쳐라 계속 오류 뜨고 전산이니 뭐니 로그인을 할 수가 없네,1,0.5
