,userName,score,date,thumbsUpCount,comment
97,mint 420,4,2021-09-29,0,다 좋은데 계속 꺼 놓은 알림이 멋대로 켜져서 알림을 보냅니다 분명 알림 더 보기에 들어가서 하나 빼고 모두 꺼 두었는데 알림이 하나씩 저절로 켜집니다 왜 이런 건가요
98,daigun yi,5,2021-09-29,0,다른 은행 앱에서는 찾아봐야 할 것을 잘 정리해 홈 화면에 보여 줌
99,너희아빠,2,2021-09-29,0,좋긴 한데 블리자드로 매달 나가는 돈 뭔가요 왜 돈이 나가는 거죠
100,박준영,5,2021-09-28,0,잘 사용하고 있어요 가져오기 기능이 주 통장 말고 더 주가 됐으면 합니다
101,장인수,5,2021-09-28,0,KB 국민카드에서 내역을 읽지 못합니다 업데이트 후 카드 연결을 하려 하니 응답 형식에 문제가 있다네요
102,강주아,5,2021-09-28,1,너무 마음에 드는 금융 어플입니다 토스 하나로 삶의 질이 달라졌어요 엄마도 알려드렸더니 송금이 너무 편하다고 좋아하십니다 이제껏 은행에서 송금하셨거든요 진작 신경 쓰지 못해 미안했어요
103,박민주,2,2021-09-28,0,그동안 잘 사용했는데 얼마 전부터 송금 보내기 버튼이 뿌옇게 표시되고 먹통 된 거처럼 눌러지지가 않네요 어떻게 하면 되나요 앱 삭제 후 재설치해도 마찬가지입니다
104,김성용,5,2021-09-28,0,저의 개인 비서입니다
105,최우석,5,2021-09-28,0,빠르고 간편해서 좋아요
106,김은경,5,2021-09-28,0,최고예요 모르는 내 돈도 찾아주고
107,이강산,1,2021-09-28,0,토스로 보험과 돈 관리 등 참 잘 쓰고 있어서 매우 만족하며 쓰는데 만보기로 장난이 거 너무 심한 거 아닌가요 처음엔 만보로 잘하던걸 5만 보로 올려 사람 개고생도 시키고 하더니 이젠 무슨 알피지 게임도 아니고 이게 뭐 하는 건지 그냥 만보기 하지 말라 하시던가 지우던가 하는 게 좋을듯싶네요 되돌리지도 못한다 하고 실망이 크네요 만보기에 진심이었는데
108,신승우,1,2021-09-28,0,토스가 요새 오류가 많네요 좀 개선 좀 부탁드립니다
109,김훈남김훈남,5,2021-09-28,0,좋아요를
110,노영옥,5,2021-09-28,0,좋아요
111,신영옥,3,2021-09-28,0,어려워요 저한테는 이
112,잔나비,5,2021-09-28,0,대박
113,으누,1,2021-09-28,0,잔액 새로 고침 하면 좀 바뀌게 좀 고치세요 몇 년째 이러네 
114,김경아,5,2021-09-28,0,토스 비상금 버튼은 사람 가려가며 나오나요 누구한테는 보이고 누구한테는 안 보이고 왜 이러는 거죠
115,īį Groza,4,2021-09-28,0,삶에 도움이 되네요 많은 정보 부탁해요
116,이태숙,5,2021-09-28,0,좋아요
117,무궁화,5,2021-09-28,0,토스 정말 편하고 좋아요 많은 도움이 되고 있습니다
118,조민민,4,2021-09-28,0,퀴즈풀이가 하나씩 나오는데 많이 풀었으면 좋겠습니다
119,황혜은,3,2021-09-28,0,토스 잘 쓰고 있는데요 주식이나 신용등급 볼 때 23분 단위로 비번 입력해야 되니 너무 귀찮아요 그 점만 좀 고쳐주시면 감사하겠습니다
120,핑크빛얼굴,3,2021-09-28,0,숨은 보험금 찾기는 왜 서비스가 갑자기 안되는 거죠
121,고룡의대보옥,5,2021-09-28,0,제 문제였네요 잘 해결했습니다 답변 주셔 감사합니다
122,손인혁,1,2021-09-27,0,왜 업데이트가 안되죠
123,정해철,5,2021-09-27,0,보기 편합니다 너무 좋아요 최고입니다
124,김예명,5,2021-09-27,0,편하고 좋아요
125,Google 사용자,5,2021-09-27,0,요즘 계좌도 업데이트 안되고 금액 변동도 안되고 토스 조금 그렇네요
126,SY S,1,2021-09-27,0,업데이트 이후에 실행시키면 폰이 꺼지네요 
127,김효재,4,2021-09-27,0,좋아요
128,세모김밥,2,2021-09-27,0,앱 들어가면 빠르게 자동으로 새로 고침 잘 되더니 요새는 되지도 않고 수동으로 해야 되네요
129,김승우,5,2021-09-27,0,Very good
130,우종혁,3,2021-09-27,0,알림 만보기 빼고 다 꺼도 메시지는 안 뜨는데 핸드폰이 울리는 버그 있음 빨리 고쳐주세요
131,짱묜,5,2021-09-27,0,편해요 좋음
132,이복례,5,2021-09-27,0,감사합니다
133,서율tv,5,2021-09-27,0,너무 유익하고 좋네요
134,이태훈,5,2021-09-27,0,금융 설루션 최고 앱
135,kay vip,5,2021-09-27,0,진짜 최고의 앱이다
136,hen E,2,2021-09-27,0,만보계가 말썽이에요
137,복귀좀,4,2021-09-27,0,잘 사용하지 않다가 증권 맛 좀 보려고 하는데 왜 목표금액 설정해도 팝업만 뜨지 소리 및 진동으론 안 알려주나요 이런 설정은 어떻게 하죠
138,이상미,5,2021-09-27,0,가끔 이상한 현상들도 있지만 관리가 어느 정도는 되면서 한눈에 전체가 보이니 만족합니다
139,빛나리라,3,2021-09-27,0,유용하게 잘 쓰고 있는데 버그 너무 걸리네요 응답 초과시간이 몇 번이나 뜨는지 바쁠 때는 정말 화딱지 납니다
140,김근영,4,2021-09-27,41,입출금이 편리해서 토스 증권을 사용 중입니다만 몇 가지 기능이 추가되면 좋겠습니다 1 장외거래 2 매수매도 주문 유지 주문을 한번 걸어놓으면 주문할 때 설정한 기간 동안 주문이 유지되면 좋겠습니다 같은 금액으로 매수 혹은 매도 주문을 넣을 때가 많은데 매일매일 주문을 다시 넣어야 하는 점이 꽤 귀찮은 점입니다 3 외인 및 기관 거래 동향을 장중에도 실시간으로 볼 수 있게 해주셨으면 합니다 사람들마다 투자방법이 다르지만 저의 경우 외인 및 기관의 거래 동향을 보고 투자를 하는 타입인데 이 실시간 거래 동향을 보기 위해 토스 증권 이전에 사용하던 중권 앱을 아직도 사용 중입니다
141,sangmi lee,5,2021-09-27,0,잘 사용하고 있었는데 며칠 전부터 전에 내용을 확인할 수가 없네요 최근 몇일꺼만 계속 연결돼서 뜨네요 빨리 해결해주세요
142,crushon들,3,2021-09-27,30,간편송금부터 여러 가지 금융 정보들을 한 번에 볼 수 있어서 편안히 잘 사용하고 있습니다 그런데 적금 보험 해지했는데 반영되지 않고 기존 그대로 계속 남아있어서 부정확함에 불편해요 업데이트를 했는데도 똑같아요 이유가 무엇일까요
143,계정,3,2021-09-27,0,아니 주식 시장이 안 닫힌 상태에서 구매하면 당연히 시장가로 먼저 설정돼야 하는 거 아닌가 덕분에 3일 늦게 구매돼서 개소 내
144,QUAN JIN,3,2021-09-27,0,사기꾼 너무 많아요
145,이동환,5,2021-09-27,0,최고 다른 금융앱 필요 없음
146,이영,5,2021-09-27,0,토스 만드신 분들 존경합니다
147,쫄리네,1,2021-09-27,2,토스 만보기 돈 얼마나 모였는지 어떻게 봅니까 진짜 업데이트를 참 불편하게 해놨네요
148,한창완,5,2021-09-27,0,아주 좋은 아이템입니다
149,차승일,5,2021-09-27,0,아주 좋음
150,김틈새,5,2021-09-27,0,토스 이용 정말 편리했습니다 그래서 저는 웬만하면 토스로 만합니다 만족
151,준쓰,1,2021-09-27,0,앱이 안 열려요
152,조용현,5,2021-09-27,0,사용내역 때문에 다시 탈퇴 후 재가입
153,dualwield D,5,2021-09-27,0,국민은행 앱 대신 송금 시 편함
154,김지우,3,2021-09-27,0,잔액 확인하려고 새로 고침 하면 새로 고침이 잘 안되는 것 좀 고쳐주세요 여러 번 해야 한번 될까 말까 하던데
155,정하늘,5,2021-09-26,0,굿
156,이정숙,3,2021-09-26,0,이전 버전은 괜찮았는데 지금 업글 버전은 지출 확인하려고 보면 날짜가 뒤죽박죽으로 나오네요 입금도 마찬가지구요넘 불편해졌어요
157,김성식,5,2021-09-26,0,다 좋아요 근데 토스 증권도 이용하고 싶은데요 예약 매도 기능이 없어서 안 쓰고 있어요 예약 매도 기능 넣어줄 계획이 있나요
158,레테,2,2021-09-26,0,이번에 업데이트가 되고 나서 사용내역을 보는데 같은 내용의 사용내역이 계속 반복해서 나오는데 이 오류는 언제 고쳐지는 것인지 궁금합니다
159,임보량,3,2021-09-26,0,잘 사용하고 있는데 이거 멉니까 오늘 왜 이러니까 미친 거 아닙니까 통장 9월 반복 8월은 왜 안 나오는 건데
160,우연한발견,5,2021-09-26,1,토스 유용하게 잘 사용하고 있습니다 요 근래에 오류 때문에 계좌 내역이 계속 중복으로 뜨네요 위아래로 움직이면 날짜랑 내역 계속 중복으로 겹쳐져서
161,Marco 123,5,2021-09-26,0,편하고 좋음
162,이연주,5,2021-09-26,0,추천받아 사용 중인데 편리하고 좋아요
163,종송미,4,2021-09-26,0,토스 발전에 늘 응원합니다
164,박명호,5,2021-09-26,0,굿
165,Moon Jeong Su,1,2021-09-26,29,거래내역 두 번씩 찍히는 버그는 도대체 언제 수정하나요 무슨 이딴 앱이 금융앱이라고 어이가 없습니다 아니 앱을 어떻게 만들면 거래내역이 두 번씩 중복돼서 찍히나요
166,꺼비꺼비,5,2021-09-26,0,좋아요 
167,박재성,5,2021-09-26,0,인터페이스가 정말 깔끔하고 편리하다
168,해오비,2,2021-09-26,8,토스 요즘 왜 이러죠 저번에 재난지원금 신청도 오류 나서 다시 기다렸다 카드사에서 해야 했는데 이번에는 사용 내역이 뒤죽박죽이네요 같은 날짜 지출이 내리면 또 있고 날짜가 반복이에요 숫자도 안 맞고 지금까지 별 불만 없이 사용하고 있었는데 요즘은 오류가 빈번하네요
169,원지훈,4,2021-09-26,32,그동안 토스 덕분에 은행가는 수고를 덜어줘서 정말 감사했습니다 그런데 요 며칠 전부터 계좌 하나가 금액 변동도 안되고 입출금 표시도 나오지 않아 상당히 답답합니다 토스를 삭제했다 다시 깔아도 똑같고요 왜 이런 현상이 발생되는지 어떻게 해결해야 하는지 알고 싶습니다
170,최옥자,5,2021-09-26,0,좋아요
171,SEUL LEE,4,2021-09-26,1,잘 사용 중인데 갑자기 은행 계좌 거래내역이 중복으로 여러 개가 나옵니다
172,모나코,5,2021-09-26,0,좋아요
173,조몬,2,2021-09-26,1,며칠째 계속 오류 납니다 34일간의 내역만 반복적으로 뜹니다
174,이훈,5,2021-09-25,0,한눈에 전부 보인다 엄청 편하다
175,sky blue,1,2021-09-25,0,입출금 내역 날짜 순서가 뒤죽박죽이에요 업데이트 최신 버전인데도 그러네요
176,수달 귀엽노,4,2021-09-25,0,갑자기 치킨값 모으기랑 비상금 모으기가 사라졌네요 생각나서 쓰려고 했는데요 이게 혹시 버그인가요
177,유성룡,4,2021-09-25,0,저 토스 잘 쓰고 있습니다 근데 제가 이번에 차이 카드 발급했는데 차이 카드는 토스 연결이 안 되네요  소비 분석 기능 너무 잘 쓰고 있어서 이 카드까지 다 연결되었으면 좋겠어요
178,빙구,2,2021-09-25,0,다 좋은데 보험정보 갱신하려니까 얼마나 기다리라는 겁니까
179,김태원,5,2021-09-25,0,간결함
180,이송하,1,2021-09-25,0,내역 오류 때문에 답답해죽겠다
181,이은진,5,2021-09-25,0,항상 잘 쓰고 있어요 너무 좋아요
182,으어어,1,2021-09-25,15,계좌 관리 내역이 3일씩 반복되면서 이전 내역은 조회하지 못하는 버그가 저 말고도 많은 사람들한테 발생하는 것 같은데 안정성이나 신뢰도가 최우선인 금융 애플리케이션에서 이런 일이 생기니 믿음이 확 떨어지네요 디자인 수정이나 잘 안 쓰는 부가기능 추가하는데 열 올리지 않고 중요한 것에 신경을 써줬으면 합니다
183,최지현,1,2021-09-25,0,왜 날짜별로 사용한 금액 정렬이 뒤죽박죽된 게 며칠짼데 고쳐지지가 않나요
184,js seo,5,2021-09-25,0,아주 좋네요
185,DS Shin,5,2021-09-25,0,뱅크 샐러드보다 사용하기 편리하고 앱 구동 속도가 빨라서 성격 급한 사람이 쓰기 좋음
186,이상민,4,2021-09-25,0,편리하고 좋습니다
187,《Ha nede》,5,2021-09-25,0,저금통 기능에 한도가 늘었으면 좋겠어요
188,나영애,3,2021-09-25,0,리뷰 보니까 날짜순 내역 정리가 문제인데 현재도 뒤죽박죽 확인이 안되네요
189,강요양보호사,4,2021-09-25,0,토스가 터치해도 안 열려요
190,김윤재,5,2021-09-25,0,좋다
191,전혜경,5,2021-09-25,0,가계부가 따로 필요 없어요 너무 좋아요
192,정석현,4,2021-09-25,0,처음이 어렵지 적응되니 편함
193,사람,3,2021-09-25,0,얼마 전부터 거래 내역이 이상하게 보여요 같은 부분이 계속 반복됩니다 오류 좀 고쳐주세요
194,Jinwoo wish,1,2021-09-25,0,이번에 업데이트하면서 더 이상 해진 듯 계좌조회할 때 내역서도 날짜 뒤죽박죽이고 카드 내역 보는 것도 미리 볼 수 없고 예전이 훨씬 나았는데 업데이트는 왜 했는지 아 옮길 때가 된 건가요
195,서필숙,2,2021-09-25,0,밑에 분과 같은 증상을 보입니다 일정 날짜 입출금만 계속 보이는데 토스 업그레이드는 어찌하나요 지금 527버전입니다
196,김성식,3,2021-09-25,1,계좌 내역 조회 오류로 일정 기간만 계속 뜨고 있는데요 새 버전으로 업데이트하면 해결된다고 아래 댓글이 있는데 새 버전은 언제 업데이트 가능한가요
197,김정환,5,2021-09-25,0,강추 다양한 콘텐츠 편리한 송금 만보 포인트 최고
198,곽기복,5,2021-09-25,0,다양한 정보가 있어서 좋아요
199,김신안,4,2021-09-25,1,업데이트 버전 5280 은 어디서 받는지요
200,해달,5,2021-09-25,0,아니 며칠 전까지 잘 사용하다가 갑자기 계좌 잔액이 안 보이길래 확인해보니 계좌 연결 다 끊어져 있네요 갑자기 이러는 게 벌써 한두 번이 넘어가요 번거롭고 귀찮은 게 싫어서 이용 중인 토스를 장기적으로 이용하려면 가끔가다 한 번씩 계좌 재연결이라는 수고로움을 들여야 하는 게 맞는 건가요 답변 빨라서 별 두 개 추가합니다
201,최현준,5,2021-09-25,0,혹시 대출을 받으면 토스에 대출 보기가 나오던데 혹시 며칠 정도 걸리는지 알 수 있나요 토스는 최고입니다
202,김나솔,2,2021-09-25,0,요즘 계속 물음표가 많아지는 기분이다
203,min dev,5,2021-09-25,8,자산관리에서 카카오뱅크는 왜 최신 3개월밖에 못 불러올까요 기껏 가계부 다 정리해 놓으면 전부 다 사라져서 불편합니다 앞으로도 이러는 건가요
204,김철현,5,2021-09-25,0,너무 잘 쓰고 있습니다 다만 위젯의 투명도 설정 변경이 가능하게 되면 더 좋을 것 같습니다
205,이다은,5,2021-09-24,0,토스 이자를 거래내역에서 확인할 수 있었으면 좋겠어요
206,박정ㅅ,5,2021-09-24,0,좋은 정보 앱 편리하고 좋아요
207,내새끼천재만재,1,2021-09-24,0,잘 쓰고 있었으나 계좌가 갑자기 연동 불가가 되더니 다시 하려니까 인증 문자가 안 오네요 열불 나고 답답해서 미칠 지경입니다
208,빵돌이,2,2021-09-24,0,계속 비밀번호 오류가 갈려요
209,신유,1,2021-09-24,2,입출금 내역 중복 조화 제발 수정 좀 요 이게 무슨 4일마다 반복이 되죠 돈이 늘어났다 줄어들었다 개판이네요
210,어쩌라고,5,2021-09-24,0,다 좋은데 저금통에 50만 원 밖에 못 넣는 게 조금 아쉬워요 
211,이현희,4,2021-09-24,0,좋아요 잘 사용하고 있답니다
212,쏘니,1,2021-09-24,3,중복으로 계좌 조회내용 때문에 확인도 못 하고 있고 이거 말고도 카드에 사업자 정보 등 안 떠서 처음 문의할 때는 하루 안에 확인돼서 다음 업데이트에 고치겠다 했는데 똑같고 또 문의해도 똑같고 다시 문의했더니 거의 일주일 걸려서 문의를 계속했는데 계속 PC로 확인하라 해서 했더니 몇 월 내역을 보여달라 해서 보여줬더니 꼬리의 꼬리를 계속 물고 확인시켜줘도 자꾸 뭘 확인하라 하는데 결론은 안 풀리고
213,Ian Yun,1,2021-09-24,0,다른 증권사에서는 외국인들도 개설이 가능한데 토스 증권에서는 국내 거주 외국인들 대상으로 서비스 오픈할 계획이 있나요
214,DN Kim,1,2021-09-24,2,거래내역이 날짜별 내림차순으로 나오는 게 정상인데 업데이트 후 뒤죽박죽입니다 9월 8월 7월 내역이 막 섞여서 나와요 심각한 오류인 것 같습니다 점검해 보셔야 할듯하네요 불안해서 이거 쓰겠습니까 
215,나만고양이없어,4,2021-09-24,0,좋긴 한데 저번 업데이트 이후 가계부로 쓰던 내 수입지출 관리하기가 좀 더 불편해졌고 카드 결제예정 금액이 없어져서 불편하네요
216,빅유쓰,4,2021-09-24,0,카드값 납부하는 기능 없어졌어요 갑자기 안 보이는데
217,손석환,3,2021-09-24,0,만보기가알림창에서자꾸사라지네뇹빠른저티부탁드려뇨핸드폰기종은갤럭시노트울트라20입니다
218,황지,3,2021-09-24,1,카드 사용내역 날짜가 같은 것만 나오는 오류가 있어요
219,E minem,1,2021-09-24,1,입출금 내용이 상함
220,서준영,1,2021-09-24,0,어플이 실행이 안됩니다
221,박종만,5,2021-09-24,0,나의 카드 소비내역을 한곳에서 볼 수 있어서 편리해요
222,ᄒ써니군,2,2021-09-24,0,업데이트하고 안 열리는 거 왜 이러죠
223,알박,4,2021-09-24,1,며칠 전 업데이트하고 완전 맛뱅이가 갔어요 입출금 내역이 스크롤을 무한대로 내려도 계속 같은 것만 반복해서 나옵니다
224,정재환,5,2021-09-24,1,오늘 확인했는데 입출금 내역 조회할 때 같은 내용이 중복 출력되는 현상이 발생합니다
225,뚜父,5,2021-09-24,0,내주식 리스트를 관심 목록처럼 순서를 바꿀 수 있거나 이름순 금액 순고같이 정렬할 수 있는 기능이 생기면 좋겠어요
226,이재원,4,2021-09-24,0,내 학자금 대출 조회는 어떻게 하나요 아니면 안드로이드는 출시가 안되었나요
227,이윤기,2,2021-09-24,0,소비 왜 이따위로 업데이트한 거예요 진짜 번거롭게 해놨네요 카드로 계산했는데 추가로 계좌에서 나간 돈으로 뜨니까 매번 바꿀 수도 없고 업데이트 왜 함 도대체
228,황유선,3,2021-09-24,0,이전에는 받는 분께 표시가 계좌별로 마지막에 입력한 게 나와서 편했는데 지금은 계속 제 이름으로 나와서 매번 수정해야 하네요 이거 원래대로 좀 부탁드립니다
229,김형석,3,2021-09-24,3,계좌 입출금 이력이 7일 간이 반복으로만 나옵니다 빠른 조치 부탁드립니다
230,정효성,5,2021-09-24,3,주거래 은행 계좌 연결해서 잘 사용하고 있다가 얼마 전 갑자기 거래내역에 자꾸 오류가 생깁니다 며칠 거래내역만 계속 반복해서 나옵니다 갑자기 왜 그런 건가요
231,Jeong Hyo Yeon,4,2021-09-24,0,사용하기 편리하고 기능이 다양해서 은행 어플보다 주로 쓰고 있는 최애 어플인데 요 근래 갑자기 입출금 내역이 뒤죽박죽해서 보기가 불편합니다 빨리 고쳐주셨으면 합니다
232,jeong min lee,5,2021-09-24,0,좋다
233,로또1등당첨자되기,3,2021-09-24,0,새로 조회하기가 너무 느려졌어요
234,한명수,3,2021-09-24,2,토스를 자주 애용하고 있습니다 앱은 참 좋은 거 같은데 업데이트 전보다 불편함이 많습니다 적응되면 괜찮겠지 하는데 적응이 되지 않는 건 왜 일까요 업데 전에는 내 전용 항목이 지정되어 볼 수 있었으나 지금은 되지 않고 자주 보는 항목을 전체 항목에서 찾아서 봐야 하는 거 같은데 통장 잔액도 3일 또는 4일 치 내역이 중복으로 나옵니다 지금의 심정으로는 업데 전으로 돌리고 싶네요
235,이승주,3,2021-09-24,3,계좌 내역 순서가 뒤죽박죽이 되는데 왜 이러는 거죠
236,꾸미리,5,2021-09-24,0,여러 가지 기능과 이벤트로 항상 유용하게 잘 사용하고 있었지만 이번 업데이트로 상단 바에 QR 체크인 생긴 거 너무 반갑고 좋아요 항상 앱 찾아서 열고 체크하기 번거로웠는데 너무 좋아요 앞으로도 더 좋은 기능들 부탁드려요
237,taje,5,2021-09-24,2,얼른 입출금 내역 오류 뜨는 거 고쳐주세요 가계부를 못 쓰고 있어요 뱅킹 어플 다운로드하기 싫어요
