,userName,score,date,thumbsUpCount,comment
10,고정훈,1,2021-09-27,0,첫 화면이 안 열려요
11,C ry,1,2021-09-27,2,로고 바뀌고 서부 터 푸시 알림이 안 됨 토스은행 생기면 바로 갈아타야지
12,Coala Cho,1,2021-09-27,0,입출금 알림이 몰아서 오는데 이럴 거면 알림 기능 빼버려시죠 새로운 도약을 한답시고 이상한 CI로 바꾸든 말든 상관 안 하는데 기본적인 기능은 똑바로 해야지 퇴보하면서 도약을 어떻게 하겠습니까
13,Hello Doggy,4,2021-09-27,2,요즘 들어서 체크카드 사용내역 알림이 바로바로 안 오네요 사용 즉시 재깍 알림이 왔으면 좋겠어요
14,숑이S2,1,2021-09-27,1,충전기를 꽂을 때만 앱 열림이 뜨네요 뭔 짓을 한 겁니까 잣 같네요 0
15,소원,1,2021-09-26,3,정말 불편하게도 만들어 놓고 쓰라 하네
16,전우재,3,2021-09-26,3,로고 원래대로 돌려줘요 이전 로고가 훨씬 낫습니다
17,정승헌,1,2021-09-26,0,앱이 안 열려요 안내 메시지에 15221000에 전화하라고 해서 했는데 평일에 전화 하라고네요 주말에는 어쩌라는 건지 앱을 제대로 만드시던가
18,Jay Day,3,2021-09-26,2,업데이트 부탁드립니다 업데이트 이후로 출금 내용이 지연 알림 되는데 이거 때문에 가계부 어플 사용에 문제가 생기네요  바로 알림 될 수 있도록 신속한 업데이트 부탁드립니다 케이뱅크 체크카드 잘 쓰고 있어요
19,꼬께탕,1,2021-09-26,5,거래 관련 알림이 기본적으로 뜨지 않고 앱을 켜야지 밀렸던 알림이 다 뜹니다 혹시 절전상태나 백그라운드 작동 제한이 걸려있나 했는데 그건 또 아니네요
20,Huiyoung Kim,4,2021-09-26,1,어플에 들어갔을 때만 알림이 몰아서 와요
21,송현,1,2021-09-26,3,오래간만에 접속했는데 한동안 삭제한 줄 알고 잠깐 헤맸음 왜 ci를 이렇게 바꾼 거지 시인성도 안 좋고 은행명이 바뀐 줄 알고 기사 검색까지 했음 디자인 진짜 이상함 이쁘게라도 하던가 색 배색은 진짜 디자인 의뢰할 돈 아끼고 직원 공모해서 한 건지
22,크림,3,2021-09-26,0,잘 쓰고 있은 드 업데이트한 순간부터 결제 내역 팝업이 안 떠요 매번 어플 들어와야 하니 너무 번거롭네요 버그 확인 좀 해주세요 갤럭시 플립 3입니다
23,sang hyeon lee,5,2021-09-26,0,편리함
24,이정우,2,2021-09-25,1,입출금 알림이 업데이트 이후로 앱에 들어가야만 뜨네요
25,최유민,1,2021-09-25,1,휴대폰 OTP도 작동 안 되고 입출금 알람도 안 오네요
26,더블비얀코,2,2021-09-25,1,입출금 알림이 너무 안 와요
27,황성제,5,2021-09-25,0,따봉
28,ABC,1,2021-09-25,15,1어플 색이 바뀌어서 케이뱅크 어플 어디 있나 찾게 됨 2 비밀번호 누를 때 자꾸 간편 번호 등록 화면으로 넘어감 3 계좌번호 입력하는 화면에서 붙여넣기로 넣으려고 하는데 입력창이 키보드에 가려서 보이지도 않음 이체 한번 하려고 하는데 다른 어플들은 한 번에 할 과정도 두세 번씩 왔다 갔다 해야 됨
29,rude Derek,1,2021-09-25,2,요즘 입출금 알람이 왜 실시간으로 안 뜨죠
30,또롱,1,2021-09-25,1,신분증 인식도 안되고 겨우 했더니 자꾸 다시 하라 하고 짜증 나네
31,헤이요,1,2021-09-25,2,주변에서 칼뱅 써도 꾸역꾸역 케이뱅크 썼는데 케이뱅크라고 하면 알지도 못해서 이체할 때 한참 찾는데 로고를 저렇게 바꿔버리면 어쩌자는 건지 사용자들이 불만이 많으면 수용하고 다시 고칠 생각을 해야 저 무슨 답변 붙여넣기 중인지 이러니 절대 카카오뱅크를 이길 수가 없지 그리고 입금 알림도 왜 이리 늦게 오냐고요 개선이 안되면 결국 카카오 이용하는 수밖에
32,더블쓰리,1,2021-09-25,2,아니 불편하게 케이뱅크인데 로고가 M자로 바뀐 거죠알림도 엠대로 오니 이상하네요 안 그래도 사람들 케이뱅크 잘 모르던데 다시 K로 바꿔요 얼마 전부터 입금 알림도 안 와요
33,이명철,5,2021-09-25,0,좋아요
34,손형,1,2021-09-24,3,알람 뜰 때 M 보고 메시지 온 줄 알고 놀란다 항상
35,zicel RP,1,2021-09-24,8,몇 년 동안 잘 사용 중이었던 한 사람으로서 요즘 브랜드 마크 변경이나 앱 편의성 디자인 별로긴 한 듯 거기다 요즘 입출금 알림이나 이런 것들이 오류 및 표시가 안됨 젤 기본적인 건데
36,김은미,1,2021-09-24,1,앱이 안 깔리네요
37,김보성,4,2021-09-24,1,갑자기 입금 알람이 안 와요 갤s 10
38,유선일,1,2021-09-24,0,설치가 안돼요
39,kukulaku bs,3,2021-09-24,22,그동안 잘 이용해오다가 갑자기 오늘 오전 접속하려니 v3 모듈 초기화에 실패하였다는 에러 메시지가 뜨면서 접속 불가 고객센터 전화했더니 V3 모바일 플러스 앱 삭제 후 재설치하래서 했는데 역시 안됨 그러자 안내하시는 분 왈 우린 전산팀이 없어서 더 이상 어렵고 v3 만든 안랩에 직접 전화해서 해결하셔야겠어요 그래서 제가 제가요  했더니 그분 왈 예 고객님이 하셔야 합니다 예  전화 끊고 K뱅크 앱 지우고 v3 플러스 앱도 지우고 휴대폰 껐다 켜서 k뱅크 앱 재 설치하니까 다시 접속되네요 음 이거 믿을 수 있는 은행인가 하는 의구심이‍ 그동안 가지고 있던 신뢰가 한순간에  고객 불편에 좀 더 적극적으로 대응해주면 좋겠어요
40,혼란속의형제들,1,2021-09-24,1,v3 모듈 초기화 실패 뭔가요
41,구운계란,1,2021-09-24,3,오랜만에 업데이트하고 잠깐 써보니 왜 욕을 먹고 있는지 알 거 같네요 접속부터 오류가 너무 많아서 짜증이 밀려 옵니 다카 땡땡 뱅크와 비교됩니다
42,박광혜,1,2021-09-23,1,개 같은 어플 진짜 업비트 아니었으면 바로 삭제때려밖았다 아오
43,정성민,3,2021-09-22,10,온라인 복권을 이용하려고 다시 케이뱅크를 설치하였는데 로고가 바뀌어서 조선족 사기 앱인 줄 알았네요 많은 분들이 이용하긴 하는데 오랜만에 써보는 사람은 헷갈릴 듯
44,블리허니,4,2021-09-22,2,케이뱅크가 주 거래입니다 케이 자체가 K인데 왜 M 을 박았지요 그리고 금융사 대부분 파란색 어플 쓸 때 케이뱅크만 핑크라서 독특하고 예쁘고 찾기 쉬웠는데 M 마크도 네이비도 너무 별로예요
45,채병도,5,2021-09-21,0,좋아요
46,Jinuk,1,2021-09-21,15,mk 뱅크로 업데이트하고부터 너무 느려졌다 입금 출금 알람이 한참 있다 오네 그리고 뭔 k뱅크의 핵심인 k를 버리고 m을 넣어놨냐 진짜 디자이너들 제정신인가 붉은색 k 얼마나 멋진 대 m이 뭐냐 m이 나무랑 콜라보 하는데 기존 사용자는 안 준다 이건 뭐다 별점 내린다
47,나님,1,2021-09-19,4,앱 찾어가다가 시간 다 쓰네요 도대체 케이뱅크 글자 어디에서도 찾을 수 없는 M자가 왜 떡하니 박혀있는지 이해불가입니다
48,이현옥,5,2021-09-18,0,아주 좋아요
49,Kris Lee,1,2021-09-18,10,이체 누르고 비밀번호 입력하려고 하면 갑자기 비번 재등록 화면 뜨고 재등록 누르면 신분증 사진 찍어 인증부터 하란다 일단 급하게 이체부터 하려고 뒤로 가면 금액부터 계좌까지 다시 입력해야 하고 이 짓을 몇 번 반복해야 겨우 이체 가능 예전엔 키뱅이 이체 편해서 썼는데 이젠 일반은행보다 더 불편하고 화가 나
50,한국,5,2021-09-18,2,삶의 질을 바꿔준 최고의 은행입니다  연계  카카오뱅크를 꼭 넘어섰으면 좋겠습니다 그리고 댓글들 개 한심하네 칼뱅 로고는 B인데 이건 아까 노
51,김건국,1,2021-09-17,3,별로
52,SY,2,2021-09-17,3,K뱅크 직원들은 좀 멍청한 건가요 K뱅크 면 K 박아 놔야 찾기 편한데 뭔 M이 튀어나와요  다시 바꾸세요 초등학생들한테 색연필 주고 디자인 시켜도 이것보단 잘 만들듯 비트코인빨로 몸집 키우더니 정신은 아직 못 차렸나 봐요
53,Max Eric,1,2021-09-17,3,사장은 여기 리뷰 안 보나요 이게 M 뱅크야 K뱅크야 여기 리뷰들 출력해서 면전에 보여주고 싶네요
54,정현왕,1,2021-09-17,0,새롭게 바뀐 다음부터 접속하는데 어 어 어 엄청 느려 터졌음
55,김영도,1,2021-09-17,0,아니 홍콩에서 지내는 중인데 다른 은행들은 다 되는데 얘만 안 되나요 어플 월급 3달 치가 여기 잇는데
56,채정혁,1,2021-09-16,0,회원가입이 안되는데 어떻게 계좌를 만들려는 건지 모르겠네요
57,김상휘,5,2021-09-16,0,최고예요
58,박진철,1,2021-09-16,0,접속이 안됨
59,KH,1,2021-09-16,74,케이뱅크인데 왜 로고에 m만 들입다 크게 적혀있는지 아무도 이해하지 못한다 분명 높은 분 생각이겠지 직관성과 시인성은 개나 줘버린 결정이다 일류가 못 되는 데는 다 이유가 있는 법이다 그리고 뭘 애정과 관심으로 지켜봐 주라는 건지 기업이 아이인가 기업은 기업일 뿐 애정과 관심은 직접 찾아야 하는 거고 다른 대체재가 없는 것도 아니니 다들 떠날 날이 멀지 않았다
60,장귀훈,1,2021-09-15,3,진짜 최악의 어플로 살면서 리뷰 첨 쓴다  매크로 답변부터 사용자들의 사용감이 매우 불편해서 다들 켜지도 않은 어플이 될 거 같네요
61,김남중,4,2021-09-15,0,아주 좋아요 
62,DB,1,2021-09-15,0,기존 로고에서 알아볼 수 없는 아이콘으로 바꿔놓은 걸 이해할 수가 없네요
63,Al Pacino,1,2021-09-14,1,아 진짜 귀찮아서 어플 평가 한적 없는데 이건 써야겠다 케이뱅크인데 왜 아이콘을 M을 써놨어요 진짜 어플 쓸 때마다 못 찾겠음  K 어디 갔냐고요
64,엄로,1,2021-09-14,0,업비트 아니었으면 쳐다도 안 봤다 이기야 
65,SJ KIM,2,2021-09-14,0,M으로 오길래 메일 온 줄 알았네 갑자기 왜 바꾼 거야
66,호머심슨,1,2021-09-13,6,안녕하세요 케이뱅크 어쩌고 씨불이는 거 좀 그만 달고 많은 사용자들이 문제점 제기하면 수용하고 고쳐보도록 노력이라도 해야 하는 거 아닌가 매크로 답변만 달지 말고 로그인 좀 어떻게 좀 해봐라 왜 그전에 잘 되던 거 바꿔서 이 고생이냐들  마지막에 로그인 한 거로 계속돼야 하는데 지문 해놔 도 비번만 나오고 콜센터 전화해보니 마지막 로그인 정보로 된다고 말로는 그러는데 안된다고 젠장 너희들은 앱 만들고 사용들은 해보냐
67,최지혜,1,2021-09-13,0,3시간째 설치 중으로 나옴
68,Jungeun Lim,1,2021-09-13,0,계좌개설 시 휴대폰 본인인증 후 다음 버튼이 눌리지 않습니다 왜죠
69,왠만하면조용히먹는다,1,2021-09-13,0,설치 안됩니다
70,남유미,1,2021-09-13,1,느리고 버벅거리는 건 해결을 못하시나 봐요 칼뱅 개발자랑 케뱅 개발자랑 수준 차이가 많이 나요 개선한다더니 개선이 되는지도 모르겠네요 업비트만 아니면  
71,J Kim,1,2021-09-12,0,외국인은 가입도 안됨 다른 국내은행 다 쓰고 아파트도 자가인데도 차별 회사
72,정상열,1,2021-09-12,1,회원가입도 안되는 3류 어플 버튼이나 누르게 해라
73,남이정범,5,2021-09-12,0,좋아요
74,박가람,2,2021-09-12,0,회원 가입할 때 다음 버튼 안됨
75,이강언,1,2021-09-12,1,리프레시 관리나 좀 똑바로 하세요 인증이 안돼서 쓰질 못하고 있는데 한 시간 전에 재부팅하고도 이 정도입니다 서버 관리팀 뭐 해요 개발팀 뭐 해요
76,신미,1,2021-09-11,0,넘어가지도 않아요
77,드림캐쳐처돌이,3,2021-09-11,1,도대체 누가 아이디어 냈나요 이름을 그냥 바꾸세요 m 뱅크로 이번 적금 끝나면 그냥 옮길게요 그동안은 괜찮아서 3점 드려요
78,이명선,5,2021-09-10,0,좋음
79,후부키,1,2021-09-10,0,앱 실행이 안됩니다
80,yunjin choi,1,2021-09-10,0,앱 먹통에 급한데 켜지지도 않는 앱
81,한국스러움의멋,1,2021-09-10,0,어플 렉이 너무 심함 업비트 때문에 쓰고 있는데 역대 은행 어플 중 최악인듯싶네요 어플 개선 좀 하세요
82,D.Y. K.,1,2021-09-10,4,로고는 신뢰에도 많은 영향을 줍니다 갑작스러운 M 로고로 바뀜에 혹시 헤지펀드에 인수되었나 검색해보게 됩니다
83,황성하,1,2021-09-10,0,진짜 dog 같아짐
84,bono,3,2021-09-10,21,일단 앱 업데이트 이후 선택한 로그인 인증 방식이 유지가 안됩니다는 리뷰 피드백 등록된 지가 한 달인데 아직도 안 고친다는 게 믿기질 않네요 은행 쓸 때 매일 진입 때마다 쓰는 인증 쪽 오류를 긴급히 고치긴커녕 한 달을 놔두다니 인터넷뱅킹으로 뭘 할 의욕이 있긴 한 건가요 상품이나 기본기는 경쟁사보다 낫다고 생각해서 계속 쓰고는 있는데 로그인할 때마다 이걸 아직도 안 고쳤다고 놀라면서 화가 나네요
85,김용연,1,2021-09-10,1,아니 케이뱅크 면 k로 해야지 무슨 생각으로 M으로 바꾸냐고 헷갈리게 요새 오픈뱅킹하면 다 엠블럼 보고 찾는데 이용자 수 떨어져 나가는 소리가 들린다 엠뱅크로 사명 바꾸면 인정
86,박석만,1,2021-09-09,0,바탕화면에 앱이 안 깔리는 이유는 뭔가요
2574,Leo Lee,1,2021-01-27,0,설치도 잘 안되네요 계속 무한 반복 중 업비트만 아니었으면 쓰지도 않았을 계좌 정부 정책 참 더럽네요 설치조차 안되는 이 앱을 왜 깔아서 계좌까지 만들어야 하는 참
2575,다이스다이스,1,2021-01-26,30,열리지도 않는 앱은 왜 만든 거냐 오늘 종일 5번 시도했는데 한 번도 안 열린다 이러니 다들 카카오로 가는 거 아니냐 다 해봐도 안된다 2번 앱 지우고 다시 깔아도 안된다 며칠 전까지는 느리지만 됐었는데 이제 구제불능이네 이거 만든 인간은 밥도 먹지 마라
2576,김민규,1,2021-01-26,0,노트 10플러스 설치 시 오류 계속 대기 중만 되고 설치가 안됩니다
2577,CY Shin,1,2021-01-26,0,카카오 뱅킹 UI에 비해 예쁘지 않고 편리하지 않습니다
2578,김도희,1,2021-01-26,0,어플 오류 계속 뜨네요 응답을 안 합니다 뭔가요 나만 이런 가
2579,tv규비이,1,2021-01-25,0,기기 인증을 하라고 하는데 회원가입 도중에 재설정이 안 된다고 하고 비밀번호 설정을 하면 입력 정보가 맞지 않는다고 떠요
2580,lif E,5,2021-01-25,0,제가 지금 군인이라서 카메라 기능을 사용 못 해서 신분증 촬영을 할 수가 없어 계좌를 못 만들고 있습니다 혹시 다른 방법으로 만들 없나요
2581,박선우,1,2021-01-24,0,웹이 실행이 안되죠 이번 연도 들어와서 실행만 하면 휴대폰이 멈춰요
2582,SeungHo Kim,4,2021-01-24,0,세계 많은 지역이 송금 불가능하네요 다른 국가들도 해외송금했으면 좋겠네요
2583,ChocoMaro,1,2021-01-23,5,앱 아이콘에 알림 개수 표시 왜 안 없어지죠 앱 들어갔다 나왔고 읽을만한 거는 다 읽은 거 같은데 안 없어집니다 신경 쓰여요
2584,Condog Killer,1,2021-01-22,1,이야 UI 느린 거는 말할 필요도 없고 지웠다가 다시 깔려는데 설치도 안되네요 은행 맞나요
2585,이현우,1,2021-01-22,0,왜 실행이 안돼요
2586,이병욱,5,2021-01-22,1,편리하네요
2587,byungkuk kim,1,2021-01-21,0,이전 20일 내 계좌개설이 있다면 제한한다는 건 진짜 어이가 없네요 별 하나도 아까움
2588,Jin Yeol Choi,5,2021-01-20,1,오픈뱅킹 편하고 좋네요
2589,미라비비,1,2021-01-19,1,접속이 되지 않습니다 다른 폰뱅킹은 잘 되는데 문제가 많네요
2590,jack lee,1,2021-01-19,1,실행 시 로고 표시 후 더 이상 진행이 되지 않고 멈춰있네요 실행이 되지 않으니 어떤지 평가를 할 수가 없네요
2591,하경희,1,2021-01-19,0,신분증 확인 제대로 인식 못 하고 계속 신분증 확인 요청함 아직까지는 기반이 그다지
2592,mickey kim,4,2021-01-19,10,계좌번호 복사한 거 붙여넣기가 안되네요 굉장히 불편해요 저번에는 잘 사용했는데 업데이트 과정에서 기능이 빠진 것 같은데요 빨리 수정 부탁해요
2593,김경흐,4,2021-01-19,0,편해요
2594,Jin Oh,5,2021-01-18,21,새롭게 바뀐 화면 많이 편하고 심플하게 개선되었네요
2595,황새로이,1,2021-01-18,2,장난합니까 주거래은행 하려고 어플 깔고 전 재산 다 넣어뒀는데 어플 실행해서 페이지 오류 계속 뜨고 어플 개선 의지 하나도 없고 카카오뱅크처럼 ui 만들어서 프로그램화하려고 안 하고 그냥 웹 방식 쓰레기 만들어서 이게 발전이 있겠음
2596,Google 사용자,4,2021-01-18,0,간편한 카드
2597,승MINJU,5,2021-01-17,2,예쁘게 업데이트됐네요 메인 화면에서 다른 은행 계좌 잔고도 바로 확인할 수 있어서 좋아졌어요
2598,Jin,1,2021-01-17,0,아직 안 망했나 케이뱅크 대출 있는 상태서 해외 3개월 파견과 있는 동안 현지에서 유심칩으로 갈아꼈는데 대출 만기 도래해서 전화를 못 받음 다른 은행은 카톡으로 연락받아서 만기 연장했는데 한국 와보니 대출 연체에 신용등급 강등돼있고 직장은 1금융권 그대로고 정규직 16년 차이고 오히려 승진해서 소득이 늘었는데 몇 천 있는 대출 핸드폰 연락 안 된다고 신용 정보 등재하고 그 뒤로 신용 회복하는데 한참을 고생했다 복귀 후 아무리 설명해도 어쩔 수 없다 하고 시스템이 있는 기관인가 믿음이 안감
2599,김응휘,1,2021-01-17,0,재인증 받으려는데 거래 목적 항목 선택할 수가 없어서 진행이 안되네요
2600,강지훈,5,2021-01-17,0,제가 군인이라 사진촬영으로 본인 인증을 할 수가 없습니다 혹시 미리 찍어둔 신분증 사진으로 본인인증을 할 수 있는 방법은 없을까요 
2601,정성운,5,2021-01-17,1,케이뱅크 상품 좋아요 케이뱅크 서비스 좋아요
2602,A A,5,2021-01-16,1,오픈뱅킹 리뉴얼된 버전 괜찮네요 눈에 어떤 은행인지 확 들어와서 아주 편리합니다
2603,김신석,5,2021-01-16,1,원래 깔아 놓고는 잘 안 썼는데 주변에서 케이뱅크 오픈뱅킹 편리하다고 해서 써봤더니 편하긴 진짜 편리하네요 잘 쓰겠습니다 업데이트 자주 해주세요
2604,고명희,1,2021-01-16,0,어플이 열리지 않아요 s10 고요 거의 한 달 내리 이런데 개선 좀 해 주세요
2605,Surim Kim,5,2021-01-16,1,새로 바뀐 첫 화면 너무 편해요 이제 다른 은행 앱이 필요 없네요 속도도 더 빨라진 거 같아요
2606,Eun K.,5,2021-01-16,2,카카오뱅크 쓰다 업비트 때문에 넘어왔는데 너무 편하네요 오픈뱅킹 바로 쓸 수 있어서 좀 최고인듯싶어요
2607,분당돈돈이,1,2021-01-16,0,더럽게 느림 괜히 칼뱅보다 이용이 적은 게 아님 앱 만드는 인재가 그렇게 없는지 케뱅 직원들이 칼뱅 써보고 비교해 보길 진짜 더럽게 느림
2608,정Peter,1,2021-01-16,27,타 은행에서 케이뱅크로 이체하려고 했는데 타행 계좌 오류가 나옵니다 은행 계좌 또는 은행 코드 확인하라고 나오는데 실제 제 계좌가 있습니까 이거 불안해서 사용할 수 있을지 걱정입니다
2609,로리,1,2021-01-15,3,12월 말쯤 업데이트부터 해킹 위험 앱 감지됐다면서 실행이 안됩니다 그 이전 버전까지는 문제없이 잘 썼었고요 최근에 새로 설치한 앱 자체도 아예 없었습니다 다른 금융사 어플들은 똑같이 최신 버전인데 아주 잘 실행되고 서비스 이용에도 문제가 없는데 케이뱅크만 해킹 위험 앱 타령하는데 무슨 앱인지 알려주는 것도 안됩니까 탐지됐다는 건 분명 내부적으로 탐지하는 리스트가 있다는 건데 그 앱 이름을 팝업창에 띄워주시던가요  뭔지도 모르겠는데 사용 자체를 못하게 해버리면 어쩌자는 건지요 옮길까 고민되네요
2610,단선베기시앙꼴앙,5,2021-01-15,1,좋아요
2611,엣헴최,3,2021-01-15,0,관리자님 앱 설치 시 휴대폰 바탕화면에 아이콘 생성이 되질 않네요 방법이 없을까요
2612,김정현,5,2021-01-14,0,써도 되나요 리뷰가 너무 안 좋아서 걱정됩니다
2613,Ms. Un-der,1,2021-01-14,3,어제까지만 해도 잘 열렸는데 1월 14일부로 앱 실행 후 로그인 자체가 안됩니다 숫자 키 패드가 계속 사라졌다가 나타났다가를 반복해서 이체를 할 수가 없네요 어떻게 해결해야 되나요 묶인 돈 처지가 됐습니다
2614,이주원,4,2021-01-14,1,다 좋아요 아쉬운 점은 위젯이 있었으면 해요 노트 울트라 20인데 정말 잘되고 좋아요
2615,허일,3,2021-01-14,0,외국인은 계좌 개설이 안 되나요 실명인증 한글로 입력하라고 경고 창이 뜨네요
2616,유유,1,2021-01-14,1,빛반사하면서 신분증이 안 찍히네요 비대면 개설이 안 되네요 불을 끄고 찍어도 동일하니 문제가 있는 거 같네요
2617,야옹,1,2021-01-14,1,어플이 무한 로딩 걸리고 안 들어 가짐 기다리면 폰 먹통 됨 그래서 송금을 못 하고 있음 카드 긁으면 결제됐다는 알림은 떠서 얼마 남은지만 확인함
2618,수타이,1,2021-01-14,15,지금까지 오픈뱅킹이 편해서 K뱅크 사용했는데 최근 UXUI는 오픈뱅킹을 일부러 더 불편하게 만들어 놓았음 동일 작업을 위해 터치를 더 많이 해야 함 은행 앱들 쭉 돌아보니 우리은행 오픈뱅킹이 작년 K뱅크 오픈뱅킹 UXUI와 비슷해서 편함 우리 오픈뱅킹으로 갈아탐
2619,정재욱,5,2021-01-13,0,앱 설치가 안 되네요
2620,까꿍oi,3,2021-01-13,0,회원 가입 도중 주소랑 이메일 다 적었는데요 확인 버튼 누르니 갑자기 이미 로그인된 정보라고 계속 뜨는데 이거 뢔그런건가요이문구 때문에 아무것도 못해요
2621,강성진,4,2021-01-13,0,업데이트 후 해킹 위험이 감지되었다 9004면서 실행이 안됩니다
2622,김용준,5,2021-01-13,1,핸드폰 전화번호를 인식 못 한다고 유심을 재장착하라고 하는데 ktm 모바일 쓰고 있는데 가입도 지금 유심으로 잘했는데 문제가 있는 건가요
2623,키로,1,2021-01-13,0,불편해요
2624,윤보배,1,2021-01-12,0,실행안 되게 만든 어플이에요 맞는 비밀번호는 왜 안 맞는다고 하는 거죠
2625,김종민,1,2021-01-12,0,설치가 안돼요
2626,나너너,1,2021-01-11,0,회원가입 인증 문자가 안 와요 가입이 안돼요
2627,그래,5,2021-01-11,0,온 대응 속도 최강
2628,moneyball m,2,2021-01-11,0,아 왜 또 앱이 접속이 안돼
2629,JRe Seeker,1,2021-01-11,0,어플 실행이 왜 이렇게 안 되나요
2630,지은이의 제비꽃,1,2021-01-11,0,계좌 개설하려는데 SMS 인증번호 안 맞는다고 자꾸 오류뜸  SMS 자동 입력까지 되는 거고 번호 하나하나 다 확인했는데 맞는데; 어쩌자는 건지
2631,호빵두개,1,2021-01-11,0,졸라 웃기네 오류 겁나 뜨더니 2월 2일 계설 가능하다고 대포통장 어쩌고라네  안 해 안 써
2632,엄태경,1,2021-01-11,1,관리가 엉망 시스템 관리를 어떻게 하시길래 아무것도 안되고 전화도 안 되고 뭐 하자는 건지 통장 자체를 이용이 안됨
2633,장무린,1,2021-01-11,0,뭐만 하려 하면 오류 발생
2634,K나영,1,2021-01-10,6,열기가 안되네요 아무것도 안 뜨네요 불안해서 사용할 수가 없네요 어떻게 책임 지실 겁니다 어제부터 안되는데 왜인가요
2635,동동구리의 일상,1,2021-01-10,1,다시 다운로드해서 쓰려고 들어왔는데 고객 정보 재확인 과정의 거래 목적 선택이 안되니까 안 넘어가죠요 앱 누가 개발하고 관리하는지 개떡이네요
2636,악성댓글신고합니다,1,2021-01-10,0,10월 이벤트에서 생애 첫 계좌 만들고 12월 중고 n 레에서 2만 원 준대서 체크카드 발급받았는데 1월 8일에 금액이 안 들어와있네 첫 계좌에 바로 체크카드 발급해야 하나 봄 이거 후 계좌 쓸려 했더니 2만 원에 기분 나빠서 그냥 해지해야 할 듯 해지하는 방법 좀 알려주세요
2637,얌얌이,1,2021-01-09,0,아니 핀번호 입력하라면서 이틀째 통화가 안 됨 상담 예약했는데도 그 시간에 연락 안 옴 한 달 안에 인증하라는 문자는 계속 오는데 상담원이 한 명인가 봄
2638,서은표,1,2021-01-09,0,답답하네 내가 작성한 글 지운 건가 아니 인증되어서 계좌이체도 한번 했는데 왜 신분증이 확인 안된다는 건지 이해가 안되네 입금 시킨 거 돌려받고 손절 각 이 내 진짜
2639,Google 사용자,1,2021-01-09,26,개설하려다가 일이 있어서 며칠 뒤에 개설하려 했는데 최근 개설한 통장이 있어서 안된다 하고 문자로는 중간저장되어 있다고 계속 문자 날라오고 최근에 개설한 통장은 일도 없는데 고객센터 전화해도 기다리기 10분 겨우 통화했는데도 개설 통장 있어서 안된다고 하니이런 시추에이션이 중간저장한 것도 개설인지 29일에 가입하라고 안 하고 말지요
