,userName,score,date,thumbsUpCount,comment
71,소소하게,1,2021-09-09,4,30초 만에 가입 어림도 없죠 가입 버튼도 없거든요 메뉴에서 어렵게 찾으니 무슨 걸림돌이 이렇게 많은지 아직 가입 못했습니다 제가 바보죠 가입하려면 직원이랑 영상통화해야 하는 거 맞는 거죠 오랫동안 거래 안 하다 보니 옛날 전화로 ARS 가는 것도 같고 이래갖고 카카 뱅크랑 상대하겠습니까
72,TJ LEE,1,2021-09-09,0,지문 변경하면 전화 인증 문자 인증 OTP인 증 다시 지문 변경하라고 하고 무한 루프 방법이 없음
73,박진수,4,2021-09-09,0,좋아요
74,S K,1,2021-09-09,0,다운로드만 반복되고 업데이트 안됨 이런 건 처음
75,김기윤,5,2021-09-09,0,한눈에 들어오는 나의 신용상태
76,정혜지,1,2021-09-08,0,설치 후 실행시키면 중간에 백색 화면만 계속 떠있음
77,kilroki rt,2,2021-09-08,0,스마트폰 업데이트하고 나만 안되는 게 아니었네
78,Lovely Stella PARK,1,2021-09-08,2,타은행 인증서 등록이 안되네요 다른 은행 어플 잘만 쓰고 있는데 인증서가 없다면서 등록 자체가 안되네요 사용 안 하면 거래중지계좌 된다 해서 어플 깔은 건데 모 로그인이 돼야 써보든가 말던가 하죠
79,로라리,1,2021-09-08,0,필요한 정보나 서비스 이용하고 찾는 게 너무너무 불편함
80,라이드,5,2021-09-08,0,좋다
81,HUZHE QUAN,5,2021-09-08,0,참 좋습니다
82,song머라꼬,1,2021-09-08,0,Ars 인증 요청이 안되고 영업점에서는 모르고 인터넷 뱅킹은 가입되어있다고 했는데 아니고 별점 하나는 처음 주네요
83,운도,1,2021-09-07,0,은행 앱이라는 게 본인인증도 안되네
84,박신영,5,2021-09-07,1,신한은 지출을 해도 포인트가 쌓여요
85,리나,1,2021-09-07,0,어휴
86,공원나들이,2,2021-09-07,0, 원하는 메뉴를 찾는 게 너무 어려워졌어요 앱에 야구 이상한 기능 등이 너무 많아지면서 기본적인 은행 업무 보는 게 힘듭니다 차라리 2년 전 어플 uxui가 나은 듯해요
87,이한진,1,2021-09-07,0,써본 은행 앱 중에 모든 게 최악
88,상상,1,2021-09-07,0,툭하면 연결 끊기는 하찮은 어플 이딴 걸 만들고 쓰라고 안내해주냐
89,문수명,1,2021-09-07,0,진짜 1점도 아깝다 이렇게 느린 거 쳐다보는 거보다 pc방 가는 게 빠를 듯
90,nari,1,2021-09-07,0,쓰레기
91,윤성렬,4,2021-09-07,1,저기 조회에 한도조회 없고 이체에 이체한도 늘리기가 없고 모바일 OTP 인증에 ARS는 되믕서 신분증인 증인 안되는데 중증 장애인 등 요즘 고 시국에 아니 이제 대세는 온라인 뱅킹인데 이렇게 인증장치 잘해놓고 앱으로 한도 조절 못하게 막음 네가 와 플레이하는 거 아니시죠
92,동해용왕,1,2021-09-06,1,무슨 짓을 해도 안됨 다인증하고 마지막 넘기는 부분에서 문제가 생김 이유는 모르겠는데 앱에 중대한 결함이 있음
93,권다영,5,2021-09-06,3,잘 쓰고 있었는데 업데이트 이후인지 최근 들어 자꾸 앱만 켜면 비밀번호 누르는 화면으로도 안 넘어가고 네트워크 오류로 정상적으로 데이터를 수신하지 못했다고만 뜨는데 어떻게 해결해야 하나요
94,93 aKsY,1,2021-09-06,0,본인인증 인증번호가 안 오는데
95,SJ P,1,2021-09-06,0,왜 이렇게 인증번호가 늦게 오는 건가요 진짜 짜증 나 죽겠어요
96,박주혁,1,2021-09-06,0,와 앱이 너무 편하네요
97,김찬우,1,2021-09-06,0,내가 살다 살다 인증 문자가 10분 뒤에 오는 앱은 처음 봤네 인증 시간 끝나고 문자 오면 뭐 하냐
98,송호근,1,2021-09-06,0,인증번호 요청을 몇 번을 눌렀는데 제한시간 다 가도록 문자가 안 옵니다
99,꼴뚜기,1,2021-09-06,2,오늘 가입해서 인터넷 뱅킹하려는데 핸드폰 인증번호 안 옴 3분 지나 다시 재인증 누르면 인증번호 오는데 숫자 넣으면 잘못된 번호라 나옴 그리고 요청 시간 지나면 문자 옴 어쩌라고 괜히 기다리면서 신한 통장 만들었어
100,천상의멜로디,1,2021-09-06,0,아니 인증번호 문자가 안 오면 어떡합니까
101,Mong Ha,3,2021-09-06,0,지원금 신청 대기시간이 30분인데 켜놓고 기다리면 작동 없다고 강제 종료시켜서 다시 대기하게 만드는 게 정상입니까
102,이예찬,1,2021-09-06,0,인증번호 오는데 무슨 5분이 넘게 걸립니까; 인증번호 요청 시간 늘리는 거라도 있든지 무슨 
103,딱대,1,2021-09-06,2,별 한 개도 아깝다 인증 시간이며 거지 같은 진짜 카메라 인식도 제대로 못하고 대체 돈을 어디다 굴리는 건지 이해불가 이 정도면 그냥 대면 서비스로 만 진행하시길;
104,이주현,1,2021-09-06,0,본인인증이 3분인데 문자를 한참 뒤에 보냅니까
105,한경국,3,2021-09-06,0,국민 지원금
106,남자배태진,1,2021-09-05,0,Nnm 8nm M n Nb nm 퓨   퓨   Bvb mmm  N  Mc
107,jung,1,2021-09-04,0,어제부터 앱이 아예 안 열려요
108,SJ H,1,2021-09-04,12,진짜 극혐이다 어디 삼류 은행에서 만든 앱 같음 핸드폰 아닌 태블릿에서는 아예 본인인증조차 안되네 무려 비대면 영상통화를 하라는데 무한 로딩만 걸리다가 에러 창 뜸 안드로이드 12가 정식 출시가 안되어서 베타 사용하고 있는 폰으로는 사용이 안되는 건 이해하지만 폰 외엔 모바일 기기로 아예 쓰지 말라는 거로 보임 앱은 또 왜 이렇게 느린 건지 뭐 하나 누르면 반응이 1초 뒤에 옴
109,hyunho 909,1,2021-09-03,0,인증 요청이 안돼요 죽어도 안 됨
110,이용우,3,2021-09-03,0,잘 써먹다가 업데이트 이후 겁나 느려졌음
111,김병수,5,2021-09-03,0,굿
112,새우튀김,1,2021-09-03,1,진짜 엔간하면 이런가 글 안 남기는데 솔로 카드 결제 유도해놓고 쏠 어플로 결제할라니 깐 진짜 안 되네 마케팅에 돈 이따위로 써놓고 신규 고객 유치해놓으면 뭐 함 어플 인터페이스 개구리고 카드 결제 맨날 오류 나서 열받는데 자기들 어플 관리 구리다고 소문내시려고 이렇게 마케팅하셨어요 가상 캐릭터로 위안 잡지 마시고 어플 관리나 똑바로 하세요
113,해충,3,2021-09-03,0,어느 은행 어플이나 불편한 건 비슷비슷한데 그 간편 비밀번호 입력하는 거 손가락 떼었을 때가 아니라 눌렀을 때 입력되게 좀 바꿔주라
114,김송이,3,2021-09-02,3,느려요 오픈뱅킹 타행계좌는 다른 메뉴에서 따로 볼 수 있게 업데이트해주세요 신한은행 계좌 입출금 적금 대출은 한 번에 보고 싶어요
115,김태환,1,2021-09-02,21,가끔 어플 켜지도 않았었는데 접속하면 지문인식 5회 실패라고 뜹니다 이거 너무 불편합니다 필요할 때 이러니까 사용하는데 지장이 있네요 수정 부탁드리겠습니다 일부러 일정 시간마다 이렇게 되도록 해놓은 건지 모르겠는데 꽤 자주 이러네요
116,RHONA,1,2021-09-02,0,원래도 빠른 앱은 아니라고 생각했는데 제로 페이 무한 로딩 때문에 식당에서 결제하는데 한참 걸렸네요 결국 카 결하고
117,JH Kim,1,2021-09-02,0,모바일 뱅킹 중 가장 암 걸리는 은행 진짜 사람 너무 힘들게 함
118,남상용,2,2021-09-02,0,Ltwww Res ppp
119,이슬이,1,2021-09-01,0,오류 너무 많아요
120,정란자,1,2021-09-01,0,자꾸 오류 생긴 나요
121,유대부,1,2021-09-01,0,설치했는데 서버 오류라고 뜸 쓸 수가 없음
122,겨울하루살이,1,2021-09-01,0,서버에서 오류 났다고 들어가지지도 않음
123,주선생,1,2021-09-01,0,폴드 3 인 데 서버에 연결할 수가 없다고 지우고 깔았는데도 안되면 어떻게 해야 하나요
124,임준택,4,2021-09-01,1,이번에 폰을 변경하고 접속하려고 허니 계속 서버에 오류가 났다고 하며 접속이 안됩니다 폰은 s21 울트라입니다 확인 부탁드릴게요
125,Kyudong Yi,1,2021-09-01,0,오류가 너무 많음
126,송은주,1,2021-09-01,0,서버에서 오류가 발생했습니다 뜨고 안 켜져요
127,진선희,1,2021-09-01,0,서버 오류라고 함
128,비발디파크어린이스키강습,1,2021-09-01,0,서버에서 오류가 발생했다고 뜨는데 어떻게 해야 되나요
129,박주현,3,2021-09-01,0,중도금 대출 때문에 계좌개설해서 오라는데 계속 오류만 뜨네요 지금 5번째 제거 설치 껐다 켰다 해도 서버 오류만 계속 뜨고 환장하겠어요
130,윤유라,1,2021-09-01,0,이건 대체 접속도 안되고 오류 엄청나고 대체 왜 만드신 거예요
131,이혜란,1,2021-09-01,0,상품권 대기하는데 자꾸 쏠페이 가입이 안되었다고 튕기는 바람에 소진됐어요 가입해도 자꾸 뜨네요
132,김인철,1,2021-09-01,0,너무 불편 계속 앱 다운로드 후 설치가 먹통 몇 번이나 삭제하고 다시 해도 먹통 신한 이럴 거냐
133,맑은강물,1,2021-09-01,56,핸드폰 바꿔서 다시 시작하는데 휴대폰인 증 단계에서 인증번호 요청 그게 안됩니다 몇 번이고 다시 깔고 다시 하고 그래도 인증번호 문자가 안 와요 모든 금융권 모든 인증번호 필요한 어플 중 유일하게 여기신 한만 안돼요 여기만 이게 고급 기술도 아니고
134,오관수,5,2021-08-31,0,신한 쏠 SOL은 간편하고 적합한 은행 상품들이 있으니까 항상 살펴보게 되었습니다
135,엘벧엘,1,2021-08-31,0,지금 접속도 안되고 짜증 날 정도로 안돼요 신한 앱 삭제합니다
136,게릿Get it,1,2021-08-31,0,로그인 단계에서 무한 로딩 다음 단계로 넘어가지 않습니다
137,papa somin,1,2021-08-31,0,타 기관 공인인증서 등록은 왜 안되는데 미치겠네
138,주말둥둥,1,2021-08-31,24,진짜 앱 평가 처음 남겨봄 1 업데이트할 때마다 최적화를 망치는 기술이 있는지 갈수록 느려지기만 하는 기술 2 업데이트 시 전면 퀵 메뉴를 멋대로 바꾸는 바뀐 아이콘은 대출카드 상담 등 진짜 할 말이 없게 나오는 수준 중국 앱도 안 하는 자유 박탈 정책 3 BM이 나올 수 있는 건 죄다 앱에 추가하면서 늘어가는 용량 떨어지는 사용성 절이 싫으면 중이 떠나야지 월급통장 옮기고 칼뱅으로 넘어갈 거임
139,Choice Chang,1,2021-08-31,1,별 한 개도 아까움 아니 거래를 하라는 건지 말라는 건지 시도 때도 없이 튕기고 뭔 놈의 은행이 앱 하나를 제대로 만들지를 못하는지
140,홍슬기,1,2021-08-30,0,앱 구동 진짜 미치게 느려터지고 에러 너무 심함 살다 살다 앱 때문에 민원 걸어본 적 처음임 은행 갈아타고 싶음
141,Namwon Kim,1,2021-08-30,0,본인 인증 문자가 오지도 않는 앱
142,Hyun _,5,2021-08-30,0,은행 어플 중 최고 인증 opt 등등 복잡함이며 타은행 어플 중 최고 와 오늘 일하나 크게 줄어서 리뷰 남김 어플 쓰면서 편리함 오랜만에 느낌 공과금까지 다했네
143,메론빵,1,2021-08-29,0,웬만하면 신한은행은 이용 안 하는 게 좋을 거 같네요 거지 같아요 다 
144,문치르,1,2021-08-29,6,공동 인증서 로그인하려니 폐기된 인증서라 함 다시 인증서 받아오려니 이미 유효한 인증서 있다고 함 다시 로그인하려니 폐기됐다고 함 그냥 아이디로 그인 그것도 안됨 개 같은 어플 진짜
145,aAAa 1,1,2021-08-29,17,아니 폰 바꾸고 지문등록하고 잘 들어 가졌는데 지문 추가해서 지문자 등록하라고 뜬 뒤로 안 들어가죠요 왜 자꾸 OTP 타령인지 지문이고 뭐고 다른 방법으로 들어가려고 해도 기성전 OTP임 OTP 무조건 써야 하나요 쓰기 싫은데 울화통 터짐
146,qpapple _,1,2021-08-28,4,타 기관 인증서 등록에서 튕기면서 로그인 화면으로 이동되네요 하 타 기관 인증서 등록하지 말란 건가요
147,진영성,5,2021-08-28,0,굳 계속 업그레이드해 주세요
148,김원호,5,2021-08-28,0,빛이 어둠을 몰아냅니다
149,유종규,1,2021-08-28,2,이체하려 하는데 뭔 개 같은 쏠 퀴즈 무한 중첩으로 뜨면서 신한 플러스 가입하려 하는데 이거 강제하는 건가요 은행 어플 관리 좀 똑바로 하세요
150,도시락,3,2021-08-28,1,V3 좀 안 쓰게 해주세요 너무 거슬립니다
151,김미룡시,1,2021-08-27,50,업데이트 공지 보고 설정에 구글플레이스토어 캐시 및 데이터 삭제하고 재설치하고 마지막 인증 선택 시 지문등록이 안됩니다 3번이나 시도했는데 먹통이네요  그리고 삼성페이 결제 진행했는데 먹통이 돼서 그런지는 몰라도 결제 지문도 없어지고 핸드폰 재부팅하니 제대로 작동하네요 
152,"시설-안전 정보공유,소방자격증 무료강의",5,2021-08-27,0,타 증권사 개설 시 유리함
153,경지니.,1,2021-08-27,0,자잘한 오류 및 앱 자체 버벅임이 너무 심함 개선이 시급함
154,Aunt,1,2021-08-27,1,일 안 하나 코로나 때문에 더 일 안 하는 거 같노 어찌 와이파이 쓰는데도 이렇게 느리나
155,이주열,1,2021-08-27,0,앱 배포하면서 테스트 안 해보나요 뭔 놈의 급여 클럽 로딩이 이렇게 심합니까
156,Dar Hae,5,2021-08-27,0,인간적으로 너무 느려졌다 어 풀켜는데 무슨 3분 4분이냐 정신 차려라
157,WooSeok Yang,1,2021-08-27,9,지나치게 느리고 메뉴에서 이동 시 심지어 작동 안 하는 경우가 너무 많네요 도저히 쓸 수가 없어요
158,남정현,1,2021-08-27,0,점점 더 느려지는 앱 개발자부터 갈아치우세요
159,Hae-u Gim,1,2021-08-27,12,월급봉투 이벤트 내용 좋길래 알림 받고 있는데 뭔 놈의 로딩이 끝나질 않아요 오류 엄청나요 회원정보 확인이 안된다고 5 6번 시도 끝에 됐는데  포인트 딸랑 2 주면서 뭔 로딩 시간하며 오류며  어이없네 이런 거 볼 때마다 200만 포인트가 로비로 쓰이는 게 아닌가 의혹이 안 일수가 없어 이체 잘만 되다가 갑자기 뭔 회원정보 확인이 안된다고 오류며 로딩 계속 뜸
160,la lala,1,2021-08-27,1,오류 좀 줄여주세요
161,박서연아빠,1,2021-08-27,1,최악 로딩 너무 길어 버벅 버벅
162,anna ree,5,2021-08-26,0,쉽게 열 림
163,이창성,1,2021-08-26,1,누가 이따위로 복잡한 걸 쓰겠냐
164,이창재,5,2021-08-26,0,한 번에 내 손안에 쏙 참 좋아요
165,신동현,1,2021-08-26,0,뭐 하나 하려고 하면 하루 종일 걸리네 급여 클럽 이딴 거 하나 들어가는데 바꾼지 1주일 된 폰으로 5분 10분 기다리는 게 말이 되나
166,임형주,5,2021-08-26,3,입금 시 계좌번호 입력이 한 글자 밖에 입력이 되지 않습니다 이 문제 때문에 항상 메모장에 써놓고 붙여넣기로 입금하거나 토스를 사용합니다 개선이 가능할까요 더우신데 정말로 고생 많으십니다
167,한형석,1,2021-08-26,0,앱 개발하신 분께 죄송하지만 이 앱을 하면서 겪은 것은 한 번도 경험해보지 못한 답답함입니다
168,다현,1,2021-08-25,0,심하네요 원래 지문으로 로그인했는데 업데이트했다고 지문도 안되고 등록된 공인인증서도 안 했다고 뜨면 어떻게 접속하나요
169,깡구깡구,3,2021-08-25,0,휴대폰을 바꾸고 이전 단말을 초기화했는데 루팅 된 폰이라 뜨면서 앱이 안 써지며 너 어떻게 해야 하나요
170,이경우,5,2021-08-25,0,만족합니다
171,김1051,1,2021-08-25,0,안 들어가죠요 흰색 온통입니다
172,박경수,5,2021-08-25,0,음 펜이 판 합쳐주세요 그리고 알림 설정하면 카톡이랑 동시 울리던데 둘 중 하나만 설정할 수 있도록 해주세요
173,Daily snap,3,2021-08-25,20,혹시 앱 푸시 수정해 주실 생각 없나요 알림이 앱이 따로 있지만 사용할 수 없는 상황이라서요 앱 푸시가 설정 후 몇 분 후면 자동으로 풀립니다
174,박태홍,5,2021-08-25,0,친절 정확 보안 완벽
175,조국연,1,2021-08-25,0,원격 프로그램 실행도 안 했는데 왜 자꾸 원격 프로그램을 종료하라고 뜨면서 앱 실행이 안되는 건가요
176,ChangIn Choi,1,2021-08-25,1,제발 UX 좀 테스트하길 바란다 로딩하는데도 한세월이고 대부분 메뉴가 렉이 걸리는데 
177,이은영,1,2021-08-24,2,폰 바꾸고 앱 접속하려고 하니 OTP 재발급해서 인증서 등록하라네요 OTP 발급 마지막 단계 ARS 인증에서 ARS 전화가 수신되지 않습니다 그러고 나면 다른 전화도 수신이 안돼서 폰을 껐다 켜야 하고요 무슨 이유인지
178,hd,1,2021-08-24,0,증권사 연동 안됩니다 전자금융 오픈뱅킹 신경 좀 쓰세요 오픈뱅킹에서 타은행 계좌 불러오는데 금액도 안 맞고 로그인 오류가 왜 뜨나요
179,쇼핑,1,2021-08-24,1,광고 좀 작작 보내세요 쓰레기 어플 밑으로 내려보시긴 뭘 내려요
180,hongwon kim,1,2021-08-24,0,모바일 opt 발급받는데 신분증 스캔 수십 번 시도해도 안되네요 딴 데서 잘 되는데 신한만 문제
181,최윤호,1,2021-08-24,0,계좌번호를 찾으려면 인증을 해야 하고 인증을 하려면 계좌번호를 알아야 하는 뭐 이런 뫼비우스 띠 같은 어플이 있음 이런 것도 제대로 못 만드는 증권사를 어째 믿고 씀  삼성으로 갈게요
182,melon donut,1,2021-08-23,0,주민등록증 인식은 엄청 못함 기기 바꾸니까 영상통화로 인증하는데 마스크 내려야 하는데 그건 또 영상으로 기록한다고 너무 번거로움
183,김승호,5,2021-08-23,0,별로다
184,jy p,1,2021-08-23,0,ARS 이후 화면이 계속 초기화돼서 시작조차 할 수가 없네요
185,Kim Min,5,2021-08-23,0,브이 티토 오민
186,이우주,5,2021-08-23,8,체크카드 신청 가능 목록 개선 부탁드립니다 신한 플러스 멤버십 카드도 있는데 신한 주 거래 체크카드와 신한 S Line 체크카드와 신한 S Line 마이펫 신청 가능 목록에서 없습니다 예전처럼 신청 가능하게 화면에 표기해주세요
