,userName,score,date,thumbsUpCount,comment
35,김승민,1,2021-09-27,1,어플이 매우 불안정함 어플 메인화면을 본 것보다 실행 중지 창을 본 게 더 많음
36,은경,1,2021-09-27,3,로그인을 하라는 건지 말라는 건지 어쩌라는 거죠 비번 오류 3회 떠서 재설정하려고 입력할 거 다 입력했는데 자꾸 필수 항목을 입력해야 된다면서 처음 화면으로 돌아가는 짓을 몇 번이나 반복하는지 모르겠네요 뭐가 안되면 저거 해야 된다 이래놓고서는 하려고 하면 계속 안된다 안된다 이러기나 하고 진짜 쓰라는 거야 말라는 거야
37,Jane .s,1,2021-09-26,0,몇년쨔쓰는데 올해 들어 오류가 심하네요 로그인부터 안 되고 되더라도 몇 번 튕겨나가서;;
38,조승연,1,2021-09-26,0,신분증 인식 왜 안 돼요 민증 운전면허증 둘 다 안돼요 다른 은행 어플은 다 잘 되는데 국민은행만 안돼요 어플 늘릴 생각 말고 하나를 만들어도 똑바로 만들었으면 좋겠다
39,손지훈,1,2021-09-26,0,지금 로그인이 코인 모양만 뜨고 거의 일주일째 들어 기지지가 않습니다 어떻게 조치가 좀 안될까요 다시 깔아봐도 안되고
40,Loka J,1,2021-09-26,0,거지 x 구멍 호박씨 빼 드시려고 하네
41,지단,1,2021-09-26,0,며칠째 로그인이 안 되는 건가 미치겠네 언제 고칠 겁니까 지문 인식하면 튕겨요
42,SoyulE,1,2021-09-26,0,앱 로그인 좀 하게 해주라 로그인 화면 멈췄다 이거 개선 좀 해라 월급 루팡 개발진들아 쌉소리 오류 해결이라고 해놓고 정작 다해봐도 안되는 건 무슨 심보냐
43,박하영,1,2021-09-26,47,평소에 아이디와 비밀번호를 입력하여 로그인하는데 비밀번호 오류 횟수를 초과했습니다 그래서 오류를 해제하고자 어플의 계좌 비밀번호 오류 해제 탭에 들어가서 오류 해제 버튼을 터치했지만 다음 단계로 넘어가지 않고 계속해서 홈의 로그인 화면으로 튕기기만 합니다 영업점에 방문할 시간은 없는데 로그인이 안 되니 아무것도 할 수 없어 답답합니다
44,생각을.,1,2021-09-25,5,하라는 대로 해도 안 됨 인증서 발급받음 지문이랑 패턴 다 만들고 들어가서 지문으로 인증하니 바로 3회 오류로 암호 설정하고 다시 하래 사용자 암호 재설정하로 감 거기서 또 오류라고 kb 스타뱅킹에서 재설정하래 다시 첨부터 시작임 암호 재설정 가서 설정하면 다시 오류 나고 다시 kb 스타뱅킹에서 하라는 말만 뜨고 다시 설정하면 오류 나고 이게 뭔 개 짓거리임 내가 지금 다른 어플 사용 중인가 Kb 스타뱅킹에서 하라고 하고 오류는 먗 달 전처럼 나서 못 하고 재부팅 하라고 해서 해도 똑같고 개발자 일 안 하냐
45,잼민이,1,2021-09-25,0,비밀번호 입력횟수 3회를 넘어 이용 제한되었는데 표기됰 방법 그대로 따라 해도 되지를 않네요
46,김승렬,5,2021-09-25,0,좋아요
47,노래잇기,2,2021-09-25,0,토스보다 ui가 불편해요
48,강민재,1,2021-09-25,1,아니 로그인이 돼야 뭘 하지 캐시 그거 다 삭제했고 와이파이 환경이라는데 와이파이 5분 동안 동전만 돌고 있고 v3도 다 확인했으니 이제 뭐가 문제인지 들어나 봅시다 인터넷에서도 계좌 로그인이 유일한데 맨날 이 어플로 계좌 확인해가면서 살다가 이게 로그인 안 되고 동전만 돌면 난 손가락만 빨아야 되잖아요 인터넷에서 상담하려 해도 로그인하라지 나라사랑카드라서 뭐 다른 로그인 등록된 것도 없고 핸드폰으로 인증하라는데 핸드폰에선 로그인하래서 지문이나 패턴 찍으면 동전만 오지게 돌지 뭐 할 수가 있어야지 몇 시간 동안
49,Yeeun Kim,1,2021-09-25,65,솔직히 말해서 제가 근래에 써본 앱 중 최악입니다 간단한 것부터 말씀드리면 주소지 쓸 때 기본이 통합검색으로 되어있어야 하는 거 아니에요 그리고 실컷 쓰고 확인 누르는데 나머지는 다 확인 버튼이 오른쪽에 있는데 얘만 확인이 또 왼쪽이고 초기화가 오른쪽이네 어떤 금융앱도 발급이나 인증까지 이렇게 오래 걸린 적 없는데 이건 앱 최적화가 문제가 아니라 로직 자체가 저혈압 환자 치료용으로 만든 건지 이해가 안 되네요 웬만하면 이런 앱 리뷰 안 적는데 살다 살다 이렇게 악에 받치게 만드는 앱은 또 처음 봐서 적습니다 웹에서 안돼서 앱 깔아서 온 건데 웹앱 둘 다 문제 있게 만드는 건 크리티컬하지 않나요 제가 이렇게 쓴다고 해도 담당자분들은 어디가 문제인지조차 모르고 있을 거라는 게 가장 큰 문제 같고요 평생 안 쓰던 은행인데 기프트카드 선물 받아서 조회하려고 하다가 정말 더더욱 이 은행만큼은 쓰지 않겠다 마음먹게 되었습니다 본인들 쓰시기에도 안 불편하세요
50,김송화,1,2021-09-25,0,앱 안 들어가져서 삭제하고 새로 깔려고 하는데 설치 자체가 안되네요 익숙하게 쓰던 앱인데 불편하게 다른 거 사용 중
51,강윤중,1,2021-09-25,0,Nt008 오류 설치 다시 해도 무한 반복 이거 몇 주째인데 해결해줘요 은행 갈아타고 싶네 개 짜증
52,빵스,1,2021-09-25,0,기존에 잘 쓰고 있는데 인증서 재발급하래서 다 했는데 은행으로부터 응답이 없다고 해서 일주일 넘게 사용을 못 하고 있네요
53,손예지,1,2021-09-25,9,아 진짜 환장하네요 느려도 너무 느리고 멈춰서 안 움직이다가 오류 낫다고 떴을 때 대기하면 또 넘어가다가 모바일 인증서 만들라 카니 비번 누르고 그 담으로 넘어가지도 않고 자꾸 내부 오류라고 해요  뱅킹으로 적금 든 거 해지해야 하는데 어떻게 해야 하나요 너무 불편해요 밑에 멈췄을 때 해보라는 거 다 해봤는데 말짱 도루묵이고 도대체 8월부터 왜 그러는 건가요 해도 해도 너무하네요 불편합니다 진짜 뱅킹을 하라는 건지 말라는 건지  아니면 다른 앱으로 적금 해지 가능한 앱 잇나요 도저히 이 앱은 쓸 수가 없네요
54,징징이,5,2021-09-24,0,좋아요
55,박지혜,1,2021-09-24,0,앱 관리는 하시는 걸까요 정보를 불러오는 중입니다 이것만 뜨고 좀 기다릴까 싶으면 앱 오류라고 하루 종일 로그인이 안 돼요 은행 앱이 이렇게 자주 오류가 나니 짜증 만나고 주거래은행을 바꾸든지 해야지 어휴 별 한 개도 아까워요
56,조정욱,1,2021-09-24,0,지문인식을 하면 오류 났다 그러고 다시 실행하면 되네요 매번 쓸 때마다 그러는데 뭐가 문제인지 급하게 이체하거나 해야 할 때는 짜증이 납니다
57,송경섭,1,2021-09-24,0,은행에서 사업자용 계좌 만들어서 앱으로 편하게 이용하려고 설치했더니 모바일 인증서 먼저 발급받으라고 하더니만 계좌 20일 내 만들어서 안된다네 당신네들 계좌잖아 어쩌라는 거야
58,밍무새,4,2021-09-24,0,앱 실행 직후 모바일 인증서 화면에서 지문인식이나 로그인을 위한 창이 뜨지 않습니다 앱은 잠시 후 응답 대기가 뜨며 업데이트는 최신 버전으로 돼있는 걸 확인했습니다 왜 그런 거죠
59,오미림,1,2021-09-24,0,며칠 전부터 푸시 알람이 안 뜨네요 매우 불편합니다 개선해주세요
60,Elmarit ',1,2021-09-24,1,진짜 어플 이따위로 밖에 관리 못 하겠습니까 로그인이 돼야 말이지 도대체가 하루 이틀도 아니고 20210924 로그인 좀 하자고요
61,지미쌤,3,2021-09-24,0,로그인 안 돼요 조치해주세요
62,유재원,1,2021-09-24,0,쓰레기 같은 앱 가입하려 해도 되지도 않음
63,홍희정,1,2021-09-23,0,너무 다운이 심함
64,김선희,1,2021-09-23,0,왜 로그인이 안 되나요 도대체 삭제했다 다시 설치했다를 몇 번을 해도 안되는 거야
65,삼토님,1,2021-09-23,71,올해 들어서 앱 고장이 너무 심하네요 몇 년을 썼는데 올해 들어서 로그인도 안 되고 오류도 심하고 앱 데이터 지우고 삭제한 게 지금 몇 번째인지 모르겠어요 이젠 화가 날 지경이에요 다른 분들도 다 그런 것 같은데 왜 몇 달이 지나도 안 고치나요 저에겐 국민은행이 편해서 계속 쓰고 싶은데 이런 일이 너무너무너무 많이 일어나서 스트레스받고 데이터 지우고 다시까는 일이 비록 얼마 안 걸리지만 자꾸 이러면 다른 은행 앱에서는 이런 일 한 번도 없었는데 번거롭고 손에 안 가기 마련이에요 문제를 인식하셨으면 제발 고쳐주세요 이 오류 때문에 몇 달 전에는 전화로 문의드렸는데도 아직도 이러다니요;;;
66,이정연,1,2021-09-23,0,무한 로딩 사용하기 너무 불편 별 하나도 아깝네요
67,삼수생,1,2021-09-23,0,kb 모바일 인증서 신청 중 계속 신분증 인식이 안되네요 어이가 없네요 인식도 못 하는 카메라 인식 기능은 왜 만들어 논 건지 내 신분증이 문젠가 싶어 신분증 진위 확인행정부에 연락해서 진위 여부 확인하고 생쇼를 했네요 덕분에
68,boseop moon,1,2021-09-23,1,서버 다운돼도 사과도 없고 리뷰 지우기 바쁘네
69,B Ai,1,2021-09-23,0,로그인이 계속 안돼요 전체 설정 거기도 터치가 안되고 다 터치가 안돼요 전부 아무것도 안돼요 왜 이래요 K3 그것도 다해놨는데 아예 아무것도 안돼요
70,냄무무,1,2021-09-23,0,계좌 개설하려고 본인 계좌 인증하는데 1원 입금 단계에서 막힘 1원 입금이 되지 않음 문의하니 쿠키랑 데이터 삭제하래서 했음 그래도 먹통 앱 삭제 후 다시 하래서 했더니 그래도 여전히 되지 않음 뭐 이런 게 다 있음 이틀에 걸쳐서 20번 넘게 시도했지만 다 실패했다
71,스코크,1,2021-09-23,0,로그인이 안 돼요;
72,김정웅,5,2021-09-23,0,좋습니다
73,이기태,5,2021-09-23,0,좋아요 
74,Seon Ho Chu,1,2021-09-23,0,정말 역대급으로 불편한 앱 
75,강동우,5,2021-09-22,0,별로
76,전지혜,4,2021-09-22,0,정말 좋네요
77,강도성,1,2021-09-22,0,쓰레기임 일부로 가입을 하게끔 하는 불편한 KB
78,류하,1,2021-09-22,10,비밀번호 3회 오류로 비밀번호 기억이 나지 않아 찾기탭으로 가서 입력하고 보니 이전 비밀번호를 입력하라고 하고 기억나는 대로 입력하니 3회 오류 해제 후 진행하라며 튕기는데 다시 로그인 탭 가서 로그인을 시도하니 비밀번호 찾기 탭으로 가서 해지부터 하라고 하네요
79,냠냠,1,2021-09-22,0,이렇게 못 만든 앱을 본 적이 없음 1점도 아까워요 이거 때문에 주거래 은행 바꿔야 하나 고민 중입니다 폴드 3로 바꾸고 나서 로그인하려고 하니 화면 보기도 막 지 마음대로 돌아가고 비번 치다가 계속 키보드 에러 난다고 꺼지질 않나 아이디 비번 리셋 Otp 비번 6자리 설정 누르라 하는데 세팅 창안 숫자 6개라고 하고 에러코드는 숫자문자로 하라고 나옴 그 와중에 가성 키보드엔 숫자 밖에 뜨질 않아서 진행 자체가 불가능함 아이디 로그인  에러 아이디 비번 리셋  otp 설정 에러라고 계속 막힘 폴드 3 환경 실행  앱 깨짐 뭐 어쩌란 건지 이러니까 카카오 뱅크 같은 거에 밀리지 편의성이라곤 진짜
80,이재택,5,2021-09-22,5,국민카드 국민 페이는 실수로 웹회원 삭제한 것 복원되었습니다 국민은행만 방문 처리 가등 해요 문제가 있다는 것이죠 비밀번호 찾기 무용지물입니다 비밀번호 오류 해결을 위해서 비밀번호 찾기를 하는 거잖아요 새 비밀번호만 설정하면 완료되어야 되잖아요 모든 개인 정보 확인이 된 상태인데 국민은행이 문제가 있다는 말씀드립니다 이런 상태가 계속 유지되고 있어서 계좌 해지 하고 싶은 마음뿐 입다 계좌 해지해 주세요 체크카드 알파원카 있으나 마나인 카드이고 신용카드 3장 발급되어서 2장은 사용 안 하려고 사용중지했더니 중지한 것이 신용카드이고 알파원은 연결고리 역활쁜이어서 무용지물입니다 모두 해지해주세요 현재 정보로는 발급이 안되니까요 해지해 주세요 계좌 카드 정보 모두 해지해 주세요 휴대폰 정보도 kt에서 U로 이동 상황이 확인이 안되고 있는 국민은행입니다 맺으려 합니다
81,이수경,1,2021-09-22,1,아 미치겠네 자꾸 첫 화면에서 먹통이에요 안 들어가죠요 다시 깔고 하는데도 짜증 나네요 이거 처리 좀 해주세요
82,이수안,1,2021-09-22,2,몇 년째 잘 사용했는데 최근 들어서 로그인 문제가 계속되네요 인증에서 먹통 되어버립니다 답글 달아놓으신 방법 다해봐도 여전히 먹통이네요 빠른 조치 부탁드립니다
83,권미주,1,2021-09-22,0,업데이트할 때마다 인증서 날아가는 쓰레기 어플
84,정연우,1,2021-09-22,29,갤럭시 폴드 3외 호환이 안됩니다 서브 화면은 로그인이 가능하나 메인화면에서 갑자기 화면 잘리고 불편합니다
85,Boeun Jung,1,2021-09-21,1,추석 전 날 어플을 여는데 인증서 암호를 누르고 나면 계속 어플이 꺼지는데 10번 넘게 반복해도 안되네요 입출금 내역 하나도 확인을 못하는데 추석이 지나면 해결이 될까요
86,윤지연,5,2021-09-21,0,주 거래인데 잘 쓰고 있어요
87,박범수,1,2021-09-21,0,로그인 문제 삭제 뭐 이런 거 말고 좀 고쳐주세요
88,고권우,1,2021-09-21,1,로그인이 안 돼서 타행 인증서로 하려 하니 되지도 않고 오류코드 설명도 안 돼있고 신분증으로 다시 하려 하니 이제 인식도 안되고 수정도 안되네요
89,송정훈,1,2021-09-21,0,최악 최악 최악 답답해 뒤지겠네 비밀번호 설정 시 안될 조건이 있으면 에러 처리 말고 아이디 중복 확인처럼 하라고 막히면 다시 핸드폰인 증 이 비번 안되면 다시 핸드폰인 증 저 비번 안되면 다시 핸드폰인 증 조건 만족시켜줘도 그냥 에러랍시고 다시 핸드폰 인증 장난하냐 왜 다시 그 페이지로 돌아가냐고 Ibk 반의반의반만 닮아봐
90,P salmos,3,2021-09-20,22,스타뱅킹 로그인을 패턴으로 하는데 패턴 입력하면 로딩 중일 때 나오는 동전 나오는 상태에서 무한 로딩 중 상태만 되고 로그인이 안 됩니다 앱 재설치 폰 업데이트 어플 업데이트 캐시 데이터 삭제 다 해봤는데 하나도 안됩니다 왜 이런 거죠 다른 인증방법으로 로그인하려고 해도 패턴 입력을 하고 변경해야 돼서 안됩니다
91,sujin lee,1,2021-09-20,0,노트 10사용자입니다 인증 기간이 지나서 다시 신청하려는데 핸드폰 번호 입력을 할 수가 없네요 혹시나 해서 앱도 다시 다운로드하고 했는데도 핸드폰 번호를 입력할 수 없어요 어떻게 해야 하나요
92,소홈,1,2021-09-20,1,실행 오류 좀 해결하세요 대출 돈놀이 신경 쓰는 거 10라도 관심 가지면 이렇게 개판이지 않을 텐데 말입니다
93,주범기,5,2021-09-20,0,매우 만족
94,강쓰건,1,2021-09-20,1,왜 계속 멈추나요 답글대로 해봐도 안되고 사용을 못 하고 있어요 계속 어플이 멈추고 인증센터도 인증하다 멈춰요 해결해주세요
95,04 09,3,2021-09-20,8,아니 앱 사용할 때 3번 중 2번은 로그인 창에서 움직이질 않아서 삭제했다 다시 깔아요 앱 쓰려고 휴대폰을 바꿔야 하나요 꽤 예전에도 LG 폰 로그인 안 돼서 리뷰로 문의하신 분을 봤는데 언제쯤 조치 되나요 앱 관리 팀이 혹시 소수이신가요
96,이정한,1,2021-09-19,0,왜 다운로드가 안되는 건가요
97,이순호,1,2021-09-19,0,인증서에서 먹통이네
98,김정호,1,2021-09-19,1,모바일 인증서 화면에서 넘어가지 않고 있습니다 삭제 후 재설치 해도 소용없고 다른 리뷰에 답변 내용 보고 조치해 봐도 소용없습니다
99,권영숙,1,2021-09-19,0,홍미 노트 사용자입니다 설치에서 계속 버퍼링만 있고 진행이 되질 않습니다 직장 에어 급여 지급 은행이 변경된 상황이라 설치해야 하는데 너무 곤란하네요
100,이경철,4,2021-09-19,3,금융상품으로 안 들어가고 상품마다 펀드 계좌에서 기준가를 매일매일 볼 수 있게 해주셨으면 합니다 다른 은행들은 상품마다 기준가가 전부다 설치되어 있습니다
101,김지형,1,2021-09-19,0,로그인하기 더럽게 어려움
102,변지우,1,2021-09-19,0,아니 왜 페이 가입을 하는데 비번 틀리면 스타뱅킹으로 풀어야 하는지 이건 뭐 들어보지도 못한 개소리인 것 같네요
103,이효숙,1,2021-09-19,0,왜 자꾸 에러가 나죠들어가면 로그인 화면이 뜨는 게 정상 그런데 대부분은 멈춰있어서 지웠다 다시 깐 게 몇 번인지 몰라요
104,엄소현,1,2021-09-19,6,로그인이 안 돼서 타행 인증서로 하려고 했더니 뭐가 문제인지도 안 알려주고 안 된다고만 하고 신분증 인증하려고 하니 10분 넘게 재촬영하는데 앱이 미쳤나 흐릿하게 찍힌 것만 인식되고 흐릿하게 찍혀서 주민등록 앞 번호가 등록 안돼서 수정하려고 하니 수정 자체가 안되네요 그냥 뭐 국민은행하고 손절하라는 건지 로그인 안 돼서 어플 삭제하고 앞으로 국민은행 안 쓸 거예요 진짜 뭐 이딴 앱을 만들었어
105,양가은,1,2021-09-19,0,계속 오류 생기고 로그아웃 돼요
106,전지은,1,2021-09-19,0,그저께부터 앱 사용이 어렵다며 접속이 안 되는데 처리가 왜 이렇게 늦습니까
107,임태규,1,2021-09-18,1,아 lg 폰인 데 어플 안대요 하라는 데로 다했는데  정말 망했어요 피해가 어마하네요 정말 미치겠네요
108,조준범,1,2021-09-18,0,앱을 시작하면 먹통이 돼요
109,박진주,1,2021-09-18,0,씨 이건 뭐 맨날 먹통이야 다른 은행 어플은 잘만 되는구먼 국민은행 안 써 화가 난다
110,Life is Cool,1,2021-09-18,1,안드로이드 10 g8 l인데 앱이 오류인지 실행 중단됩니다
111,정원이,1,2021-09-18,0,아 회원가입 개 같네 1원 입금을 처하라고
112,존시나,1,2021-09-18,0,1원 인증에서 아무리 해도 안 넘어 가져요
113,한ᄃᄉ,1,2021-09-18,0,로그인이 안 돼요 며칠째 쓰질 못해요 멜로 보냈어요 확인해주세요 이체해야 돼요
114,창영,1,2021-09-18,0,엘지 폰 쓰는데 첫 로그인이 안 됨 피씨로 잘만 되는데 얘만 틀렸대 어쩌라는 거야 카드로 인증하려 해도 아이디 없다고 안되고 난 회원이라고
115,Curtis 33,1,2021-09-18,1,아니 로딩 화면에서 넘어가질 않는데 이거 대체 언제 고쳐주시나요 인터넷뱅킹 앱이 잔액조회도 안되면 뭐 어쩌자는 겁니까 내 돈 얼마 남았는지 확인도 안되는데 지금 일주일도 넘은 거 같은데 일 안 합니까
116,토끼혐오를멈춰주세요,1,2021-09-18,0,대체 왜 회원가입하려고 주민등록증을 찍었는데 주민번호를 다시 치라고 하고 앞자리 치는 부분은 아예 숫자를 칠 수 없게 되어있고 위 사진에서 인식이 되어서 뒷자리만 입력했더니 주민번호를 확인하세요만 몇 번을 뜨는 겁니까 이따위로 할 거면 앱 만들지 마 그냥
117,녕웆,1,2021-09-18,10,고칠 거면 좀 제대로 고쳐놓든가요 솔직히 앱 별론데 그냥 이것 밖에 없으니까 쓰고 있던 건데 뭐 하자는 거예요 지금 고객이 우스워요 고친다 해놓고 지금 내빼는 건가 진짜 이럴 거면 앱을 다시 만들던가 은행이 뭐 하자는 거야
118,남기범,1,2021-09-17,1,왜 입출금 알림을 스타뱅킹 앱에서 안 오고 스타 알림이라는 어플을 따로 설치해야 하는지 이해가 안 가는데 그렇다고 스타 알림 어플에서 알림이라도 잘 오면 그냥 그러려니 하고 쓸 거야 근데 알림이 안와 국민은행 너는 어떻게 생각해 너 담당자야 너 국민은행 어플 안 쓰지 그러니까 이따위 어플이 탄생하는 거야 입출금 알림 뜨는 게 그렇게 어려운 거야
119,에이델린,1,2021-09-17,26,로그인을 하려 하면 비밀번호 틀렸다고 하고 비밀번호 재설정하려 하면 로그인을 하라고 하네요 비밀번호를 모르는데 로그인을 어떻게 하나요 타 기관 인증서 등록하려 하면 자꾸 오류라 하면서 등록이 안되고 지문등록하려 하면 또 인증서 등록하라 하고 어떻게 하라는 건지 고객센터도 로그인해야 들어갈 수 있는데 어디다가 말씀드려야 하나요 은행 못 가서 모바일로 사용하는 건데
120,Juhee Kim,1,2021-09-17,0,왜 안 돼요
121,이희건,1,2021-09-17,2,아니 원래 로그인 돼있었는데 초기화돼서 아디 비번 치니까 3번 다 틀렸다 떠서 사용자 암호 횟수 오류라고 비번 재 설정하려고 새로운 비밀번호 치고 간편 비밀번호 6자리 눌렀는데 계속 확인만 누르면 새로운 비밀번호 칸이 초기화돼서 필수 항목 적어야 된다고 계속 뜨네 무한 반복이네 장난하는 것도 아니고
122,서옥희,5,2021-09-17,0,너무너무 편하고 좋더라고요
123,이재택,5,2021-09-17,0,컴맹 복구 불가능
124,마카맨,5,2021-09-17,0,
125,륭,3,2021-09-17,10,폴드 3에서 태블릿으로 인식되는 건 그렇다 치고 모바일 인증서로 로그인하는 메뉴가 없네요 로그인 선택에서 모바일 인증서 고를 수도 없게 되어있고 자동 로그인 창이 안 뜹니다 수정해주세요
126,홍수현,1,2021-09-17,10,처음 글 남긴 1달 전과 동일한 이야기를 또 복사해서 붙여 넣는 답변을 하네요 지금 이게 LG 문제라고 말씀하시는 겁니까 당연히 피처링 처리하지 않는 KB 문제 아닙니까 수정 예상 일정을 문의했더니 책임회피 답변을 하고 있네요 답답하네요 정말 수정 일정을 알려주세요 무슨 SW 수정에 대한 일정도 없고 1달 넘게 대응 대책도 없고 답변에 변화도 없고 무슨 경우입니까 이게
127,신용우,1,2021-09-17,1,앱 너무 불편하네요 신분증 사진을 몇 번이나 다른 공간에 가서 찍어도 안 되네요 그리고 갑자기 앱 튕겨서 나오게 되고
128,You & Me,5,2021-09-17,2,간편하고 화면 메뉴 배열이 좋습니다
129,이시명,5,2021-09-16,0,참 유용하고 편리한 앱입니다
130,Scott Park,1,2021-09-16,0,진짜 화딱지 나는 앱 신분증 면허증 인증이 전혀 안돼요
131,안타레스,2,2021-09-16,5,현재 인증서 로그인 화면이 나오질 않고 모든 버튼이 먹통입니다 홈 화면에서 그대로 멈춰 반응이 없네요 삭제해도 그대로고 끄고 다시 켜도 그대로네요 이거 어떻게 합니까
