userName,score,date,thumbsUpCount,comment
공공용,1,2021/08/09,0,앱이 정상 작동을 하지 않음
봄봄,1,2021/08/09,0,ㅡㅡ이체할때 계좌확인하는 부분에서 먹통됨
송국관,5,2021/08/08,0,Good
Y PARK,1,2021/08/08,3,"통신상태가 원할하지 않는다는 에러가 자꾸 뜨는지 모르겠군요? 모바일데이터로 사용해봐도, 앱 삭제 후 다시 깔아봐도 똑같아요.. 예전에는 안그러던데... 왜 이러는지 답답하네요.."
아이스무무,1,2021/08/08,0,카드 10년이상 사용했는데 최근 업뎃되고 앱도 안열리고 개판이네요 있었던 정마저 떨어지는 기술력
B C,1,2021/08/08,2,"항공마일리지 카드때문에 어쩔수 없이 깔았는데 호환, 운영시간, 오류등등 중소기업 수준입니다. 한국에서는 굳이 쓸필요 없어보입니다."
김은희,5,2021/08/07,0,신속하고 편리하게 사용할 수 있어 좋습니다.
이남영,5,2021/08/07,0,너무편하고좋아요.
김동수,1,2021/08/07,0,메뉴 반응속도가 너무 느리다
이아리랑,4,2021/08/06,0,편리하고 좋아요
장농다리,5,2021/08/06,0,아주 좋음
한다은,1,2021/08/06,6,하 모바일어플서 결제하는데 계속 스토어에서 씨티모바일 열라고만 뜨고 뭔;; 이짓거리를지금 몇번을하는지 기존 결제비밀번호 6자리 입력창이 없고 스토어만 만 뜨고 밑에리뷰가 저랑같아서 답글확인후에 답변대로 스마트결제 들어가보니 뭔 바코드를입력하거나 찍으래여..어플연동이 안되네요 젊은 저도 이러는데 다른사람들은 오죽할까요...간편결제하는데 바코드찍으라는 경우는 처음봅니다 정말 다른 금융 어플이랑 너무 차이나요 시티카드 좋아하는데 어플사용할때마다 암걸려요 정말 개발자님ㅜㅜㅜ죄송한데 시티카드 어플사용할때마다 스트레스받아요ㅜ물론 개발자님께서도ㅜ 제글보고 스트레스받으실거 아는데ㅜ 이게 소비자가 잘 못하는거 일수도있는데.. 잘 못하게 만든것에 아쉽다는 피드백을 남기고싶어요 지금 인터넷쇼핑하고 결제단계에서 시티클릭하고 결제하기누르면 스토어에 시티카드 들어가라고만뜨고 그후 들어가도 아무런 액션이없습니다
KIM Seung Tae,3,2021/08/05,0,앱 사용 속도가 예전보다 상당히 느려졌어요 개선 필요합니다
HJ K,1,2021/08/04,0,진심 최악의 앱..회원가입 하려하니 아이디가 이미 있다고 나오고 아이디 조회하면 아이디가 없다고 나오네ㅋㅋ
당근이쥐,1,2021/08/04,0,개판
un kwon,1,2021/08/03,0,인증을 대체 몇번을 하는지 ㅠㅠ
전제주섬,5,2021/08/03,0,타카드에 비해 한도 높고.혜택도 맘에 들어요 (캐쉬백)
Mr. Kim,1,2021/08/03,0,너무 느립니다
보라빛전설,1,2021/08/03,0,양호
하현승,1,2021/08/02,0,오류때문에 카드하나를 만들려고 며칠째!!!!! 지점도 없고 비대면은 계속 오류뜨고 이용하지말라는거죠?
찐초록,3,2021/08/02,0,점점 느림
허영실,5,2021/08/01,0,쉽고빠른 이체 리뷰 잘 안쓰는데 씨티뱅크가 한국에서 나간다네요. 아쉬워요ㅠ
변일섭/변정오,5,2021/08/01,0,아주 만족합니다
김영식,5,2021/08/01,0,나의 최고의 동반자!
안수연,5,2021/07/31,0,편하고 속전속결 좋아요
ki sek no,5,2021/07/31,0,너무좋아요
밤수,1,2021/07/30,0,뭐 계속 통신오류냐 바이오든 간편이든... 어휴
이현,5,2021/07/30,0,좋아요
k투리야,3,2021/07/30,0,느려졌습니다
박영아,1,2021/07/29,6,Pc에서 모바일앱으로 인증서 내보내길할때 아무리 시도해도 인증번호가 안생깁니다 인증서가 급히 필요한데 정말 짜증나네요 웬만하면 리뷰같은거 좋게 쓰는데 뭐 이런 거지같은 경우가 있는지 하....
M J,1,2021/07/29,0,씨티은행계좌가 없으면 아예 진행이 안되네요 씨티카드만 사용하는 사람은 쓰지말라는가요
조남성,5,2021/07/29,0,빠르고 간편해요
GumGoo Kang,4,2021/07/28,0,좋아요
김주현,5,2021/07/28,0,새로나온 앱 쓰기 좋네요
텐트형,1,2021/07/28,0,계좌개설했는데 로그인부터 안됨 진짜 쌍욕나오는 쓰레기앱
배대근,5,2021/07/27,0,오류없이 잘 이용중이네요
최정규,5,2021/07/27,0,좋아요.
송석우,2,2021/07/26,0,너무 느려요
Jeongdae Lee,1,2021/07/26,8,제가 쓰는 모든 은행 앱 중에서 가장 오류 많아요. 지금도 계속 접속 시도중인데 중간에서 멈춰요. 제발 중간에 멈추는 오류 빨리 개선해 주세요.
정욱,5,2021/07/26,0,그냥 마냥 이유없이 시티가 좋아!
양태성,5,2021/07/26,0,사용하기 편함
김홍임,5,2021/07/26,0,좋아요!
꺼이꺼이,1,2021/07/26,0,하...왠만하면 꾹 참고 쓰는데..클릭시 버퍼링처럼 멈췄다 넘어가는 불편한 경험을 했어요..개선부탁드려요
너구리,1,2021/07/26,0,너무 느려졌어요
drew kwak,1,2021/07/25,20,"모바일에서 구매시, 씨티카드 선택하고 모바일 결제실행하면 결제인증 번호입력하는 화면으로 넘어가야하는데 어제부터 자꾸 구글플레이에서 어플 열기로 넘어와서 애꿎은 앱만 열고닫고 반복하고있어요. 뭔가 잘못하고있나싶어서 어플지워서 다시깔고 카드도 다시 등록해봤지만 똑같아요.. 씨티가 주카드라 불편함이 많아도 그냥 참고 견뎠는데.. 아 이번건 진짜 별로네요..."
k lee,5,2021/07/24,0,잘 사용중이예요.
김경이,1,2021/07/23,0,접속오류 자주 발생해 답답해요.
게리쿠퍼,1,2021/07/23,0,속도가 너무 느립니다.
H요셉,5,2021/07/23,0,간편
이혜인,3,2021/07/23,0,보안카드는 귀차니즘
Jun Ho Jung,1,2021/07/22,1,대출 연장하면서 인증도 다하고 마지막 페이지에서 대출 연장 버튼이 회색처리되어서 연장이 안되네요... 이틀 남았는데 어떻게 합니까...
Shin Yong Kim,5,2021/07/22,0,딱 필요한 만큼만 너무 편하지도 불편하지도 않게 딱 좋아요
장종명,1,2021/07/21,0,너무느려요
강득만,3,2021/07/21,0,예전보다 사용불편
dongyeon hwang,1,2021/07/21,0,너무 느리고 불편함
이선영,5,2021/07/21,0,사용이 간편해요.
Jung-Il Eom,5,2021/07/21,0,좋아요...
호잇윰윰,1,2021/07/21,0,데이터 확인. 사용이 정말 불편함
김진겸,1,2021/07/20,0,인증번호가 안옵니다.
장창석,5,2021/07/20,0,"상당히 빠르고 간단하네요,,"
Manuk Jang,5,2021/07/20,0,good
정셜록,1,2021/07/20,0,도대체 잘쓰고 있던 앱에 무슨짓을 한거냐? 계좌이체도 안되고 왜이리 무거워?
맹범석,1,2021/07/20,0,정말 사용하기 힘들었습니다...
정태욱,1,2021/07/19,0,"개발자님, 이체할때ㅡㅡ 받으시는분이 맞나요? 에서 확인이 안눌리고 멈춰서 이체를 못합니다"
한미기독TV,5,2021/07/19,0,굉장히 쉽고 편리합니다.
최영균,1,2021/07/19,0,씨티카드 결제 클릭후 왜 왜왜 결제창안나오구 어플 로그인이 되냐구요 미쵸불겠네 참
전효진,5,2021/07/19,0,간편하게 이용이 가능함
Seokjoon Choi,1,2021/07/19,0,속도개선이 절실히 요구됩니다.
김루잉,5,2021/07/19,0,굿
김시형,1,2021/07/19,1,다음으로 넘어가지않고 계속 제자리만 맴돌고있음... 계좌개설 하는데 이렇게 힘든 은행어플 처음 .. 다시만드시는게 어떤지....
정태환,1,2021/07/18,0,구동 및 처리속도가 너무 느림
서윤석,5,2021/07/18,0,편하고 좋아요. 특히 이체할때.
강혜정,5,2021/07/18,1,아주좋아요 굳굳굳이에요~^^
T razom,5,2021/07/17,2,"인천은행, 경기은행, 한미은행, 씨티은행 으로 계속 이어 이용하고 있으며 가까운 우체국이나 지방에서 우체국을 이용하면 편리하게 이용할 수 있어 불편없이 이용합니다"
최은희,1,2021/07/17,0,너무느리고 사용불편함
YunSeok Gim,5,2021/07/16,0,굿
Yunkyung kim,5,2021/07/16,1,다른은행 모바일앱보다 보기에도 사용하기에도 모두 편해요.
박자영,5,2021/07/16,0,계좌확인과 이체가 편리합니다.
강민정,1,2021/07/15,5,"이런걸앱이라고만들어서비스하나요,최악이네요,공동인증서등록도안되고,아이디찾기도안되고,,,엄청느리고,,아니뭐,,로그인이되야뭘이용을하지,,"
착한가죽공장,5,2021/07/15,0,굿~~~
myeong hwa kang,2,2021/07/14,0,대출은 받았는데 오류땜에 돈을 못쓰네요. 이거 뭐지요;;;;; 인출 좀 합시다 쫌
Jaehyun Kim,2,2021/07/14,0,PC 홈페이지보다는 쬐금 낫네 ㅋ 다른 은행 벤치마킹좀 하시구려
chae kyubyung,2,2021/07/13,1,전에는 잘되다가 요즘들어 갑자기 느려졌는데 왜그런가요?? 좀 됐는데 개선이 안되네요
SungJung Lee,1,2021/07/12,0,이체 화면이 제대로 안 뜹니다
Miki,1,2021/07/12,1,1. 외화 비쌈(카카오뱅크가 훨 나음) 2. 앱 렉 자주걸림 딱 아이폰 처음나왔을 때 같음 3. 선택사항 마케팅 이런거 다 동의 눌러야넘어감
한경원,1,2021/07/12,0,205번 에러 뜨길래 지우고 깔았는데 또 205번이 뜨내요. 앱을 어떻게 사용해야 하나요?
그아이,1,2021/07/08,0,쓰기 무지 복잡해요 신규로 가입할려고해도 막히고 그러네요 인증서자리수가4자리인데3자리수로나오고러네요
Piod S. Song,1,2021/07/08,0,"터치에 대한 반응은 느리고, 휴대폰 인증도 안되고.. 너무하네요;;"
김성호,1,2021/07/06,1,툭하면 계좌확인창에서 확인이 안눌러짐... 대체 왜 안고치는건지ㅡㅡ;;
이용준,5,2021/07/05,0,조아요 흐흐
신인숙,1,2021/07/05,0,씨티스마트간편결제가 안됩니다 계속 은행창만열리고 카드결제창은 안열리네요 ㅠ
김분자,1,2021/07/04,0,지금 인증번호 안날라오는데 왜그런건가요? 올바르게쳤는데도 인증번호가 안날라오네요
조정윤,1,2021/07/01,0,로그인 한적도 없는데 계속 다른장치 중복 로그인 이야기 나오고 개인정보유출인데 처리하고 싶어도 방법도 없고 실망입니다
권민정,1,2021/06/30,0,반응도 느리고 이체할려니 안움직이고....딴 은행들 앱있으니 있다는 시늉만 할라고 만든것 같네요. 왜 만들어놨어요?
k jh,1,2021/06/29,0,앱이 너무 느립니다
레렘,1,2021/06/29,1,오류나서 화면이 안나오길래 지우고 다시 깔았는데 이제 본인인증부터 잘 안되네요 ㅜㅜ 많이 불편해요
임동선,1,2021/06/29,0,스마트간편결재 바로가기를 첫화면으로 빼주세요. 메뉴-> 그중에 겨우 찾는 스마트결재 이렇게 들어가는 앱이 요즘 어디 있는지 아휴
scott lim,1,2021/06/29,0,은행앱중에 제일 거지같음...
lovely K,1,2021/06/25,0,씨티 계좌번호 없다고 앱카드 등록도 안되고 뭐이런 어이없는 일이 카드 취소하게생겼네요
현승한,1,2021/06/25,0,속도가 너무 구리고 편의성 엄청 떨어짐. 90년대 앱을 보는 느낌이고 정말 보기드물게 구린 카드앱
김진호,1,2021/06/24,0,일시적 통신 장애? 대체 뭔가요? 일주일째 이러는데? 로그인이 안되는데
신철,1,2021/06/21,1,아니 로그인할려해도 알뜰폰sk인데 다적고 동의해도 휴대폰통신사를 확인해주세요 이건 뭡니까? 알뜰폰은 사용하지도 말란겁니까?
한국메디큐브,1,2021/06/21,0,있는거보다없는게 더나은 쓰레기앱
Daniel,5,2021/06/21,4,사용성이 편리하고 이체가 빠른 최고의 앱입니다
김인애,1,2021/06/21,0,아니 화면이 전부 흰색 아무것도 안 보여요 지웠다 깔아도!! 껐다 켜도 절대 절대 아무것도 안 보여요 어쩔꺼에요 돈보내야되는데
채성렬,1,2021/06/19,5,"타 카드앱은 계속 업그레이드 되고 있는 데, 이 앱의 디자인과 기능은 계속 제자리네요.제발 밴치마킹 좀 하소. 어쩔 수 없이 사용하고 있지만, 이런 시대에 떨어지는 대응 때문에 점점 고객이 이탈하지...."
