userName,score,date,thumbsUpCount,comment
조규청,5,2021-09-22,0,간편하고 빨라서 좋아요
김문주,1,2021-09-22,0,업데이트 가 너무 자주되며 오늘 같은 날 은 자동이체 가 안되네요
최재영,2,2021-09-21,0,간혹가다 너무 느려짐 신한이나 카뱅이랑 비교 하면 속도 문제 있음
채병도,5,2021-09-21,0,좋아요.
황보희,3,2021-09-20,0,우리원뱅킹이랑 원터치알림 메모랑 호환되면 더 좋을것같아요
박신영,5,2021-09-20,0,우리은행때문에 학자금대출잘받았었습니다. Thank you.
허만권,5,2021-09-20,0,아주 좋아요
Paul Kim,1,2021-09-20,0,심각하게 느려진 앱 직관성을 없앤 시대에 비껴간 홈 화면
wataru p,1,2021-09-20,0,실시간 입출금 변동된 것 갱신이 안되고 이전 금액 그대로 나옴.이런 은행앱 처음봄
민경보,1,2021-09-19,0,앱이 쓰레기네요. 금융인증서 등록이 안되서 국민은행으로 갈아탑니다. 우리은행이 메인 이었는데 도저히 못쓰겠네요
이상득,4,2021-09-19,0,ㄷ즈ㅡㅡ .ㄷ.ㅣ드.ㄷ
Michael Kwon,5,2021-09-19,0,사용하기 편해요.
육개미,5,2021-09-18,1,편리하고 잘만되는데 틀딱들 지들이 못하는거 어플탓ㅋㅋㅋ좀 배울생각을해라 안된다고 지롤들하지말고 늙은이들아 부들거리면 니 얘기가 맞다
천지,3,2021-09-18,0,괜찮아요
윤기석,5,2021-09-18,0,편리함
한진수,5,2021-09-17,0,사용이 간편해서 굿
민경욱,1,2021-09-17,0,아오 개불편하네진짜ㅡㅡ 글 안쓰는데 진짜... 암걸리겠네
임예리,3,2021-09-17,22,일반인이 알아보기 쉽게 만들었으면 더 좋았겠네요 보통 눈동자표시로 돼있지 이건 너무 어렵죠 그런게 톱니바퀴안에있을줄 어떻게알아요? 봤다고해도 입력값표시가 뭔줄알아요? 보안키패드가 뭔지도 모르는사람도 있을텐데요 좀 쉽게 만드세요 이런데 문의글답변하시는것도 인력낭비아닌가요? 저는 시간낭비구요 환경설정→보안키패드설정→입력값표시off 이것일줄이야~
장현화,5,2021-09-17,0,좋아요
y Th,1,2021-09-17,4,진짜 대환장 어플이네요 타기관 인증서 등록하려니까 생체로그인 해지 또는 지문등록해야 한다면서 페이지 안넘어가고 그래서 생체로그인해지를 눌러도 지문등록 을 눌러도 공인인증서 로그인쪽으로 넘어가고 로그인하려니까 타기관인증서 등록부터 하라고 하고 무한반복 우리은행 진짜 대박이네요
Chaei Moon,1,2021-09-17,0,왜 실행하지 않았는데 자꾸 멋대로 구글스토어를 띄우나요? 해킹인지 의심스럽네요.
물검은,1,2021-09-17,0,출금내역이 14일에서 멈춰 있고 14일 출금 금액도 딱 하나만 뜨는 데 계속 이상태
나짱구,1,2021-09-17,0,다른 은행에 비해 앱 사용 번거스럽고 불편함
어히,1,2021-09-16,0,낚시앱/제 개인정보 절차밟은것들과 신분증제출까지한거 고발하기전에 해지시켜주세요
han sel,1,2021-09-16,0,비대면 확인 기능 진심 최악.. 이렇게 안 되는 곳 처음 봐요..
son오공,1,2021-09-16,0,전화연결도 안되고 상담원도 불친절
임진상,5,2021-09-16,0,잘사용하고 있습니다
강정만,5,2021-09-16,0,편리합니다
정해원,5,2021-09-16,0,좋아요...
Apious,1,2021-09-15,11,버전 뭐임? 왜케 다름
임소이,1,2021-09-15,0,증권사 계좌 추가하는데 인증전화만 받으면 앱이 강제종료 됩니다. 멍청한 개발자들 덕분에 제 계좌에 1원씩 추가되네요ㅋㅋㅋㅋ 이러다 치킨도 사먹겠어요!ㅋㅋㅋㅋㅋㅋ
정주현,1,2021-09-15,5,어제 바빠서 오늘다시올려요 다른것도문제가있나본데 디지털OTP 정말 문제많아요.할때마다 꼭2~3번씩하게 만들고(노이로제) 겨우 번호넣고 이체하기누르면 또 렉 먹어서 먹통되는게 한두번이 아닙니다. 하도 열받아서 삭제하고 다시깔려고 들어와서보니 문제가이렇게많네요 프로그램 제발 보완좀하세요 진짜 계좌를 확다옮겨야지 소리를 몇번했는지몰라요
Jake Yu,1,2021-09-15,0,한진택배 공식앱을 문자를 본다는 이유로 스미싱으로 보고하고 있습니다. 확인 바랍니다
Chanho Park,1,2021-09-15,1,광고성 알림 너무 많이 옴. 진행하는 이벤트도 예적금 가입해야 응모되는거고 예적금 상품도 다른 금융사 대비 매력있는것도 아님. 앱 로딩 속도도 겁나 느림. 카뱅이나 사이다뱅크가 더 빠름.
듀씨스트,4,2021-09-14,0,ㅊ 로또당첨 7ㅎㅍㅅ 최근에는 헤어지자 그리고 경영인으로서의 특별한 경험을 했습니다 난 ㅌ
김유환,3,2021-09-14,0,ㅈ 스ㅜㅡ ㅈㆍㅈ .ㅡㅡ3
II K,1,2021-09-13,0,"웬만하면 리뷰 안 다는데, 타은행 otp등록에 암호만 10번째 입력함. 하...."
남김종환,4,2021-09-13,0,조아요
subeom kim,1,2021-09-13,0,우리은행 상품 중 사잇돌중금리만 접속이 안됩니다 다른대출은 다 확인까지 가능핫데 저것만 안되네요
김성민,4,2021-09-13,0,재난지원금 어디서보나요 안나오던데
DH K,5,2021-09-12,3,오늘 지문 인증이 만료됐는데 핀번호입력하고 다시 지문 입력하니 바로 갱신이 되네요 어디 인증센타가서 또 이것저것 입력할 생각하니 막막했는데 자동으로 해결되니 너무 좋습니다 이런 서비스 계속 부탁드려요
IU&I,1,2021-09-11,23,예전에 넣었던 주택청약 확인하려는데 타행인증서 등록이 안돼요 마지막 단계에서 출금 계좌를 왜 만들라고 하는건지 ...그래서 1회용 opt등록하려니 그것도 안되고 결국 은행오라는 얘기죠? 지문등록 아무것도 안돼고 뺑뺑이만 돌리네요 몇번을 입력하는지..최악 별하나도 아깝네요 통합계좌 확인하는 어플에서도 우리은행 청약이 확인되는데 정작 우리은행어플에서 확인이 안되네요
기무민,1,2021-09-11,0,UI편리성 때문에 주거래 신한쓰고 있어요 앱 개선하는게 어려운 일인가 싶은 생각이 들게합니다.
조용진,1,2021-09-11,0,거래내역만 들어가면 어플이 튕김.
영봄,1,2021-09-11,0,어플 개선좀 하세요.. 사용 30초만에 열받네요..
윤20_HF076윤재영,5,2021-09-10,0,속도도 빠르고 사용하기에 편리했슥니다
FC S,1,2021-09-10,0,아니 시x 인증관리를 어떻게하고있는거야... 가이드대로 신분증촬영을 백날해봐야 절대인증이 안돼요.. 너넨 할 수있냐? 이 앱만들고 신분증인증 해보셨어요?
강영숙,1,2021-09-10,0,😑 😐ㆍ
최진영,4,2021-09-10,0,권 ×2&드6드 @×÷+÷2>2드ㅡ 대표8ㅡ3ㅡㅡ3ㅡ3ㅡ3ㅡ336ㄸ6ㅡㅡㅡㅡㅡㅡㅡㅡㅡ#÷3÷<2 ⁴ㅊ츄!!`!!!!!++#~÷#÷@####÷#@+÷>>@÷
1 1,4,2021-09-10,0,마이 메뉴에서 코로나 국민 상생지원금 조회 가능하다는데 그런 메뉴가 어디있나요......
노영옥,2,2021-09-10,0,너무어려워요
천성아,1,2021-09-09,0,아놔...지문변경됏다고 멀 하라는데 ....다하니 업데이트 하라고 ...ㅜㅠ머냐ㅡㅡ첨부터 업데이트부터 하라고ㅠ하등가
고일권,1,2021-09-09,1,설정 그렇게 해도 광고 계속와요. 봇이 답변 달게 해놓고 아주 편하시겠어요.
Praiser Mk,1,2021-09-09,0,왜 여기서는 상생지원금 조회가 안되나요 체크카드 쓰는 사람들은 이 카드로 지원금을 받았는데도 조회를 못하네요 하려면 우리카드 앱을 또 다운 받아야 되는데 거기서는 계좌조회가 또 안되고 너무 비효율적이에요
jm j,3,2021-09-09,0,ㅔ1 ㅣㅣㅣㅣㄱㅣ41가니비ㅣㄱㅣㄱㅂㆍㄴㄱㄱㆍㆍㄱㄴ1ㄲ4 ㄴㅂᆢ4기ㅐ🫒🫑🍄🦑🦪🦑ㆍㄱㆍㄴㆍㄱㅂㅋㆍ5
박태호,1,2021-09-08,4,0점이 없는게 아쉽다. 무슨 어플을 이딴식으로 만들어놓나 동의사항에 다 체크했는데 동의하고 계속하기 버튼이 계속 회색이다. 답도없다 신한 쏠보고좀 배워라
하현우,1,2021-09-08,0,쓰레기 뱅크앱이면서 카드따로 알람따로인 정신나간앱
hanyong lee,1,2021-09-08,0,예대마진을 그리 많이 챙기면 앱좀 잘 개발하라ㅇㅏ오
권구환,5,2021-09-07,0,최고입니다 ~^^
TQ L,1,2021-09-07,0,이 앱 까니 폰 엄청 느려짐. 다른 은행앱들은 그런적 없었음
주하은,1,2021-09-07,0,다운로드 받는데만50분... 안쓰는게 나을듯...
KYOUNGMIN KIM,1,2021-09-07,0,지문인식 데이터 오류라고 떠서 로그인 안됌
심민구,1,2021-09-07,0,뭔 앱이 이래요 우리은행에서 만든건가요 업그레이드 도 않되는데 뭘하라는건지 30분재대기중이네 우리은행 해지하러 가야겠네 짜증나서
곽성군,5,2021-09-07,0,이용하기에 편리한 앱
한성진,5,2021-09-07,0,좋아요
jelly07 yun,1,2021-09-06,12,앱으로 출금시키려는데 너무 안되고 자주 안되고 안되니깐 짜증나요. 급할때 앱을쓰는데 급한데 안되니깐.화납니다
ᄆ ᅳ ᅳ ᄆ확인,5,2021-09-06,0,굿
이종희,5,2021-09-06,0,안전하고 편리해요~
김창호,5,2021-09-06,0,감사합니다.^^
나이스원이,5,2021-09-06,0,내가 이용하는 주거래 은행
BARDY BE,1,2021-09-06,3,외주 줬겠지만 잦은 오류로 우리은행이미지를 깎아먹는 앱.. 좋은 업체랑 계약하시지..
강준석,1,2021-09-06,0,핸드폰인증번호도 안와요 누가 만들었길래 이렇게 만들었어요? 절대 안쓰고 싶다 진짜
문병욱,1,2021-09-06,1,어지간하면 리뷰 안쓰는데 인증 문자가 3분이 지나도 안오고 재전송 누르면 전에거가 그때오고 쓰고십어도 인증이 안되니 쓸 수 없네 급한일이 있었으면 최악이었을듯
이채율,1,2021-09-06,0,아니 본인핸드폰으로 인증문자도 안오고ㅡㅡ 뭘 자꾸 인증을하래
루나,1,2021-09-06,0,완존 느려터짐...
개나리,1,2021-09-06,0,휴대폰 인증이 안되서 삭제했어요
샌안토니오,1,2021-09-06,45,인증번호를 분명히 맞게눌렀는데 왜자꾸 본인인증에 실패했다고 뜨는건가요? 그나저나 해킹하고 피싱하는것들만없으면 보안을 이렇게 까다롭게해놓지않을건데 그런것들 왜 사형은 안시키고있는걸까요?? 진짜 우리나라 공산국가옇으면좋겠습니다 그래야 해킹 피싱 사기꾼들 사형이가능할테니까요
Fortune owl,1,2021-09-06,3,별한개도 아깝다. 인터넷은행에 비해 쓸모가 없다. 로긴이 몇분이나 걸리냐. 예대이자 쳐받아가며 뭐하는거냐
갈비,1,2021-09-06,0,"로그인이 안돼, 지문등록도 안돼, 뭐같이 만들어놨다ㅋㅋㅋ주거래은행 아니라서 다행"
현진,1,2021-09-05,0,"otp카드 변경하려는데 변경도 안되고, 문자인증번호도 안와요.. 이거 뭐 쓰라는건지ㅜㅜ"
임재형,1,2021-09-05,0,진짜 불편하고 쓰기 싫어집니다.
장보배,1,2021-09-05,0,대체 무슨 죄를 지으면 이런 앱을 만나지? 지문인식 진짜 믿기지않는다
김은성,1,2021-09-04,10,비밀번호를 3회 틀려서 로그인이 안되고 비대면 실명확인 센터에서 비밀번호 재설정을 하라고 하는데 만19세 이상만 가능하다고 되어 있네요. 저는 아직 학생이라 못하는데 이럴때는 어떻게 해야하나요?
신경수,1,2021-09-04,0,아~ 진짜 욕나오네 지문인식이 안되네요 한두번도아니고 급할때는 아에 사용을 못함 은행을 바꿔야하나 진짜 뭐같네
정철쓰,5,2021-09-04,0,우리은행 짱이에요~~~~
윤호영,1,2021-09-03,0,뭔 인증인증인증 바꾸려해도읹ㅇ증ㄴ인증ㄴㅇㄴㅇㅈ딘ㅇㄴㅇㄷㅈㅇ드인증만7만하고로그인안되서지운ㄷㅏ
강원희,1,2021-09-03,0,불편
김은정,1,2021-09-03,0,폰뱅킹 필요한데 업데이트도안되고 설치도안되고 ㅡㅡ
Seok Yeon Youn,1,2021-09-03,0,왜 이렇게 안열려요 이것도 웹이라고 만들었나요
Tankni,1,2021-09-02,0,카드결제 먹통이네요
쏭쏭,1,2021-09-02,39,번호표 한장당 고객업무 처리가 최고 20~30분도 넘고 실적도 쌓아야겠지만 밀린 고객 배려해 빨리 처리해야하는거 아닌지요! 은행가서 5분도 안걸리는 업무 보느라 거의 1시간을 기다리게 업무처리를 하는 우리은행 가고 싶지않네요
최수경,1,2021-09-02,0,계속 로딩만되고 앱이 며칠째 안깔리네요
조영익,1,2021-09-02,10,갤럭시z폴드3으로 폰을 바꾸면서 새로 인증을 받아야하는데 카메라로 신분증 인식을 전혀 못해서 다음단계로 넘어가질 않네요... 수기 입력을 가능하게라도 하던가 카메라를 통한 신분증 인식률을 높이던가 해주셔야 할 것 같습니다.
현금선,4,2021-09-02,3,복잡하지않고 바로이체하기 쉬워요 그래서 편하고좋습니다
Heejin Kim,1,2021-09-01,0,비번틀려서 비댕면 확인으로 주민등록증 백번찍어도 안되네요
김가람,1,2021-09-01,1,왜게속 페이화면에서 결제하기 비밀번호(지문인식) 이화면에서 다음으로 넘어가지지가않을가요 진짜 답답해서 욕게속햇네요..
조민식,5,2021-09-01,1,지속적으로 사용할 예정입니다
양지숙,2,2021-09-01,0,앱이 30분동안 깔리지 않고 있어요... 인터넷이 안되는것도 아닌데 왜 안되는걸까요 ㅠ
주숙희,1,2021-09-01,0,열리지가않아요
김용현,5,2021-09-01,0,편리
김보리,1,2021-09-01,8,로그인 좀 하고싶습니다 기본적인 로그인 기능에 자체 인증서 쓰면 인터넷 연결 확인하라고 오류 발생시키네요 업뎃할때마다 주기적으로 이러니까 점점 어플 신뢰도가 내려가네요
E ON,1,2021-09-01,2,로그인 안됩니다. 생체도 안되고 패턴도 안되고 은행어플이 이래서 되겠어요?
허경옥,1,2021-09-01,9,어제까지 잘 되던 로그인이 금일 갑자기 오류로인해 되지않습니다 저 말고도 다른분들도 그러는 모양인데 급한데 확인 후 빨리 해결좀 부탁드립니다
불짬뽕,1,2021-09-01,1,지금 접속이 안되는데요??
빌딩부자,5,2021-09-01,0,우리은행좋아요~♡
이나윤,1,2021-08-31,0,어느은행보다 토스가 편해요
행복잉,1,2021-08-31,0,어플이 안 열려요
박종천,1,2021-08-31,0,업데이트 하면 원뱅킹을 설치할수 없다고 계속뜹니다~잘되다가 이게 뭔일입니까?
Thor Mayer,4,2021-08-30,0,패턴 선 숨기기 기능좀 넣어주쇼! 타 은행 어플은 있던데 우리 우리은행은 왜 없슴까 그래서 4개
김영선,5,2021-08-30,0,좋아요
JIN,4,2021-08-30,0,삭제했다 다시 하니 다시 되네요
최미선,4,2021-08-30,0,업데이트가 안돼요
권혜림,5,2021-08-30,0,우리은행짱
다뚜러,4,2021-08-30,0,좋아요
양지훈,1,2021-08-29,0,진짜 어플 만들때 테스트 안하고 만드나 자기명의 휴대폰 인증하는데 내명의가 아니래ㅋㅋ 그럼 누구명의 입니까?ㅋㅋ
강산,1,2021-08-29,92,제가 왠만하면 리뷰 안쓰는데요 인증서 갱신 30분동안 계속 개인키 복호화 실패(0) 이렇게 오류나서 짜증나서 컴퓨터 킵니다. 이럴거면 앱 서비스 하지 마세요 대기업이 이따구로 서비스 관리하면 고객들이 좋아할까요? 요즘같은 핀테크 시대에 이런 사소한 오류들도 안잡으면 어쩌자는겁니까. 호환성이나 기본적인거좀 잡아주세요 제발. 토스랑 뱅크샐러드 카뱅처럼 가독성있고 오류없고 직관적으로 좀.... 뭐만하면 창 드르륵 뜨고 넘어가고 어르신들은 이거 어떻게 씁니까 홈페이지도 크롬환경에서 키패드 페이지 아래쪽에 있어 찾기 어렵고 누를때마다 위로 올라가지는 현상이 있습니다.
김형준,3,2021-08-29,0,ㄱㄴㄷㄴ백ᆢ ᆢ
장영이,3,2021-08-29,11,로그인이 자동으로 플레이로 이동하는데 왜 그런가요? 전엔 안그랬는데 업데이트하고 그러네요. 지우고 다시깔아도 마찬가지네요. 괜찮은거 맞나요?
이은해,1,2021-08-28,8,입출금 해지하고샆은데 입출금 통장을 선택할수 없게 창이 안나오면서 자꾸 통장 선택하라고만 나오고 해지를 못하네요.
이정래,1,2021-08-28,0,우리은행 업데이트를 너무자주하라고해서 다른앱삭제해야 설치됨 업데이트만5분이상소요됨
김서영,1,2021-08-27,3,갑자기 로그인도 안돼고 타은행공인인증서 등록할려고 하니 무슨 앱삭제 캐시가 삭제됏으니 구공인인증서를 등록해라고 하고 하면 또 딴소리하고 왜 이럴가요 ㅠ
jh k,1,2021-08-27,32,업데이트를 어떻게 한거예요!!!! 갑자기 로그인 안되고 생체인증 안되고 오류만계속뜨고 당장써야하는데 뭔지를 모르겠네요!!!
신현숙,5,2021-08-27,0,편리함~
이선희,5,2021-08-27,1,은행안가도 대고 빨리업무볼수잇어서좋아요
은지,5,2021-08-27,0,감사합니다!
정보라,5,2021-08-27,0,잘 사용중입니다
Na,5,2021-08-27,0,굿굿굿
진우,1,2021-08-27,0,"최강의 쓰레기어플 지금 깔았다 지웠다 5번은 한듯 깔고 하루 지나면 안되고 깔고 하루 지나면 안되고 ㅋㅋ 로그인 등록만 몇번째인지 제대로좀 만들어라,,"
이무청,5,2021-08-27,0,좋았음좋겠어요
MinKyung Han,1,2021-08-27,0,타기관인증서 등록되지도않는 그지같은 앱
찌니,1,2021-08-27,0,아니 금융인증서 ㅋㅋㅋㅋㅋ없대서 등록하라해서 등록하면 타기관에 등록되어있다고함 그래서 타기관등록하면 ㅋㅋㅋㅋ금융인증서가 없대 ㅡㅡ어쩌라는건데
#NAME?,5,2021-08-26,0,우리은행 조아요
이강희,1,2021-08-26,0,앱도 문제지만 우리은행은 참 불편 그 자체다. 그냥 정체된 회사 문화와 복지부동
황진희,1,2021-08-26,0,별하나도 아깝다.
쉽지않아,1,2021-08-26,5,손님들한테 계좌로 돈을 받는 경우가 많아졌는데 별짓을 다 해도 알람이 오지 않음. 알람 다 찾아보고 설정해봐도 똑같음. 엄청 불편. 해결 안되면 우리 은핸은 이제 놔줘야겠음.
Eunsung Ra,1,2021-08-26,0,업데이트하고 어떻게 점점 느려지냐...안써야하나 우리은행..
정유나,1,2021-08-26,0,왜이모양으로 만들어놨는지 신분증촬영할때 노란박스가 안나오고 아무리 사각프레임에 잘맞춰도 사진촬영이 안된다구요 그지같네 진짜
Kim Jinny,3,2021-08-26,1,입출금내역이 실시간 알림 안뜨네요 한달넘은거같고요 알림설정 싹다해놨어요 일일이 로그인안하면 확인못하고 지나가는거 수두룩하네요 아 혹시나해서 알람표시 모두를해놨더니 광고푸시알림은 지나치게 잘뜨네요 ㅡㅡ 하루에같은게몇개씩이나오는지 보여줘야할걸 제대로 보여주길바랍니다
박인호,5,2021-08-26,0,누구나 쉽게 이용할수있어서 좋아요
최서영,1,2021-08-26,0,거의사용안하지만
황성현,1,2021-08-25,0,가입하려고 하는데 등록증 인식이 않되요 몇번이나 했는데 다른가입 방법은 없나요
황준호,1,2021-08-25,1,인증서 있는데 인증서오류 에러코드 404 그리고 어플에서 이런거 이상있다고 적을만한데가 왜 없을까요?
안광훈,1,2021-08-25,0,해당앱 아이콘을 터치하면 바로 들어가는것이 아니고 마치 늘 새롭게 설치하는것처럼 화면이 떠서 별도로 열기를 터치하는게 매우 불편합니다.
유야야,2,2021-08-25,0,너무 느려요
