,score,comment
206,1,후불 교통 대금 연체 확인을 할 수 있게 좀 만들어 주셨으면 좋겠습니다 앱에서 확인이 안되는데 주말이라고 고객센터도 문 닫으니까 버스에 직접 찍어보는 거 말고 답이 없네요
218,1,카카오뱅크가 열리지 않아요 앱 오류인가요 카카오의 기술의 역부족 문제인가요 빨리 해결해주세요
226,1,카카오톡 뱅크 자체가 솔직히 눈으로 보이는 은행은 아니잖아요 그래서 이게 이체 내역을 보기가 솔직히 어렵습니다 고객센터는 전화를 잘 받지 않는 시스템인 거 같고요  제가 이 카카오 뱅크 쓰면서 느끼는 건데 제 개인적은 생각으로 웬만하면 그냥 은행 이름이 있는 은행을 사용하시는 게 나을듯하네요 제가 카카오페이 그냥 체크를 사용하는데 내역을 조회해 보니 하루에 모르는 이 체내 역으로 몇 번이 빠져나간지 모르겠어요 고객센터는 연락도 지연이 너무 심각하고요
231,3,mini 서비스를 이용 중이지만 그래서 그런지 이용 가능한 부분이 상당히 제한되어 있더군요 당장 저금통 서비스만 봐도 입출금 계좌가 있어야만 가능한 서비스고 저금통과 같은 부분은 mini 이용자들도 이용 가능하도록 개선해주셨으면 좋지 않나 싶네요
237,1,대출 진행 한참 하다가 업데이트하라뇨 필요하면 처음에 하도록 해야죠
240,1,사용 정지 후 필요서류 제출 불편하여 이용하기 싫음
278,4,카카오 뱅크 미니 카드 배송 오는 거 배송 현황 같은 거 업데이트해줬으면 좋겠어요 현황이 없으니까 어떻게 오는지 궁금해요
291,1,아니 카카오뱅크 계좌 안 쓸 거라 거래중지해놨는데 그럼 다른 사람이 중지해놓은 내 카카오뱅크 계좌로 이체하면 이체 안되는 게 맞는 거 아닙니까 상대방은 이체돼서 돈이 빠져나갔고 받으려 보니까 내 카카오뱅크 계좌가 중지계좌라 돈 들어온 건 없고 받으려면 거래중지를 해지해야 하는 것 같은데 해지하려면 필요서류 준비해서 제출해야 하고 그걸 또 영업일 3일 내에 평가해서 풀어준다고 하고 서류 제출은 또 무조건 사진 찍어야 하는 건데 pc 화면을 찍거나 스마트폰 어플 캡처가 불가능한 거면 서류를 직접 출력한 출력물을 사진 찍어서 올리라는 건데 집에 프린터가 없어 출력을 못합니다 pc 화면을 찍거나 스마트폰 캡처하는 걸 보안 문제로 불가능하다고 했으면 pdf 파일로 올릴 수 있게 해줘야 하는 것 아닙니까 건강보험 관리공단에서 민원신청해서 직접 다운로드한 파일인데 말이죠  시대가 어느 시댄데 꼭 출력한 다음 사진을 찍어서 올리나요 아니 애초부터 거래중지 계좌 면 상대방이 그 계좌로 이체하려고 하면 이체가 안되게 해야죠
300,1,만 12세인데요 미니 카드를 만들려고 보니깐 만 14세부터네요 만 12세도 카드를 만들 수 있게 해주면 좋겠어요 웬만하면 별 3개 이상 다는데 좀 많이 별로네요;
301,3,모바일 티머니 서비스 좀 지원하게 해주세요 자동 충전하려고 하면 항상 타행에 이체하고 충전하는 불편한 점이 있습니다
306,1,아니 업데이트 필요하다고 구글 플레이 뜰 거면 대출 신청 전에 미리 뜨세요 다 입력하고 뒤늦게 뜨니 첨부터 하잖아요 넘버 1 카카오가 왜 이러죠
313,2,미니를 2개 사용할 수 있으면 좋겠어요
334,3,잘 쓰다가 새로 모임통장 개설하려고 하는데 입출금 통장부터 만들어야 한다고 해서 만드는데 제가 후면 카메라가 고장 나서 불가능하게 되어 상담직원분 연결했는데 사각 박스 부분을 길게 누르면 전면 카메라로 변경되니 그렇게 찍으라고 하셨습니다 근데 사각 박스 부분을 정말 아무리 눌러도 변경이 안됩니다 되지도 않을 서비스를 도대체 왜 만드신 건지 알 수가 없네요 제발 서비스 점검 좀 제대로 해주세요 만들어 놓으면 뭐 합니까 써지 지도 않는 서비스
342,4,잘 사용하고 있습니다 하지만 청소년도 저금통 기능을 쓸 수 있었으면 좋겠네요
350,2,적금 메뉴 누르니까 화면이 멈추네요 수정 부탁드립니다
363,1,아니 별 한 개도 아까운데 계좌 정지를 시켜놨으면 돈 받을 때 내 다른 계좌를 선택하게는 해줘야지 통장은 보유 중인데 입금은 안 되니까 돈을 못 받네 왜 안 쓰는 통장을 계속 연결을 시켜줘서 이런 불편함을 하게 만드냐 해지하는 선택지도 없네
375,4,다 좋은데 한가지 기능을 추가해주세요 세이프 박스 같은 거를 만들어서 돈을 넣어두고 특정한 날 ex7일에 한번 10일에 한번 임의 설정에 설정한 금액이 자동으로 이체돼서 지급되는 형식으로 만들어주세요 그냥 돈 관리가 어려웠어요 설정한 금액과 한 달에 지급되는 총 돈의 양이 다르면 그에 맞게 고객이 수정하거나 자동으로 넣은 돈÷지급일 수로 계산되는 것도 해주세요
386,1,모임통장 개선 좀 해주세요 회원별 입금한 금액하고 차이가 심하고 연속 입금하면 한 번밖에 인지 못해서 회원별 회비관리가 안 되네요
388,3,아니 내가 몇 번을 설명하고 말씀을 드립니까 통장 제로 페이 등록 불가능 체크카드 신청해도 도착하기 전까지 아무것도 미리 사용 없는 불편함 등 이런 부분 개선하고 편리성 해결했으면 합니다
398,3,편의성 간편성 실용성 다 좋은데 신분증 자동 촬영 인증 이거 하나 때문에 별 3개 만 드립니다 이거 없애고 다른 방식 찾던가 개선을 하던가 하세요 요즘 시대에 인식도 못 하는 자동 촬영 시스템이라니
407,1,일주일 동안 신분증 촬영만 했는데 그 어떤 방법으로 찍히지가 않네요 사람 심신을 지치게만 만드는 인증방법입니다 신분증 촬영 좀 잘 되게 해주셨으면 좋겠네 요새 폰으로 바꾸고 인증 안돼서 너무 힘듭니다
419,4,잔액을 앱 들어가지 않아도 쉽게 확인할 수 있게 해주세요 위젯 활용이라든지 등등
423,1,구글 픽셀 얼굴인식 지원해주세요
430,1,민증 사진 인식도 못할 거면 직접 입력 가능하게 해주세요
478,2,카카오페이 연동시켜 주시면 좋겠네요
498,3,받는 분께 내용 표기할 때 하우스 401호처럼 띄어서 쓰면 뒤에 401호가 누락이 되어서 보내집니다 아예 띄어쓰기를 못하게 하던지 다 보낼 수 있게 하든지 해주세요
517,1,이러한 이슈가 처음 있는 일도 아니고 최근 핫해진 이슈인데 제대로 된 검토 확인도 없었다는 걸 알 수 있고 이 회사 능력을 알 수 있는 사건이었던 거 같다 이번 사건 대처를 보니 돈 해킹당해도 이런 식으로 대충 넘어갈듯싶어서 안 쓰는 게 나을듯싶은 회사인데 상장은 뭔 놈의 상장 
521,1,문재가 터졌으면 어영부영 대충 무마 시 켜려는 성의 없는 답변보다 불만을 토로하는 이용자들이 납득할 수 있는 충분한 대처와 답변이 필요하다 일류기업에 일류 대처와 답변 기다리겠습니다
530,1,메갈 직원 조치한 내용 공지해주세요 메갈 묻은 기업 사용 안 합니다 주식 모든 계정 정리 중입니다 안 쓸 수 없는 부분을 제외하고 나부터 다른 플랫폼으로 서서히 넘어갑니다
578,1,이번에 올라왔던 거 관련한 사람들 제대로 처리 부탁드립니다
582,1,디자인 쪽 전수조사를 부탁드리겠습니다 카카오라는 대기업이 이러시면 안 되죠
586,1,후속 조치까지 꼭 제대로 해주세요
600,1,진짜 실망입니다 엔간하면 리뷰 안다는데 현명한 선택 부탁드립니다 차후 상태 보고 다른 어플 이용하던가 할렵니다 진짜 욕 나오려고 하네
610,1,후속 조치 부탁드립니다
631,1,후속 조치 제대로 해줘
636,1,공과 사를 구분 못하고 페미짓한 담당자들 싹 잡아서 확실한 조치를 부탁드립니다
642,1,현 사태에 대해 강력한 조치가 필요할 것 같습니다
677,1,시대 흐름을 파악 못하시는 건지 알고도 이러시는 건지는 모르겠지만 해당 이미지에 관련된 직원분이 타당한 징계를 받았으면 좋겠습니다 아 물론 그런다고 해서 다시 쓰진 않을 겁니다 1점도 좀 과분하네요
692,1,이번 이슈에 대해 확실한 후속 조치가 필요하다고 생각되네요
716,1,홍보 디자인 보고 왔습니다 확실히 사과하시고 수정해주세요 지켜보겠습니다
720,1,메갈 표식 논란 제대로 후속 조치하고 공지 부탁드립니다
721,1,후속 조치 제대로 해주세요
722,1,메갈 손 모양 제대로 된 후속 조치해주세요 연속 4번을 쓰고도 오해다 몰랐다 하는 게 맞는 겁니까 지우겠습니다
745,1,대놓고 페미를 옹호하시는 건지 뭔지 몰라도 디자인 관련해서 제대로 된 개선 조치 취하실 때까지 해지 삭제합니다 수고하세요
754,1,후속 조치 제대로 부탁
758,1,메갈 후속 조치해주세요
780,1,손가락 마케팅 한 사람 조치해줘
811,1,이번 메갈 포스터 관련 삭제만 하지 말고 제대로 담당 직원 징계하고 어떻게 처리했는지 공개해주세요 그전까진 카카오뱅크 안 씁니다 방금 삭제했어요 gs25와 같은 길을 가시는 겁니까
813,1,메갈 표식 조치 제대로 해주세요
818,1,메갈메갈메갈 페미페미페미 사과 말고 관련된 직원 조치 부탁드립니다
830,1,공과 사도 구분 못하는 회사는 오래 못 갑니다 개인 사상을 회사 이미지에 표현한 거에 대한 처벌을 부탁드립니다
850,1,카카오뱅크 메갈남혐 손 모양 홍보 후속 조치 제대로 해주세요
866,1,포스터 손 표식 해명이 필요해 보입니다
874,1,페미 논란 입장 표명해주세요 손 절각 보이네요
890,1,충분한 입장 표명이 필요하다
926,1,이번에 카카오뱅크 포스터에 손가락 메갈리아 상징이 쓰인 것에 대해 더 적극적인 해명과 후속 조치가 필요합니다
953,1,메갈 옹호 포스터에 대한 해명이 필요합니다 누가 언제 어떻게 무엇을 하였는가 육하원칙 모르나요 이렇게 덮고 넘어가시면 카카오뱅크에 이득이실 거 같으세요 상세한 설명 만일 회사 팀원일 경우 해고 외주업체의 경우 손해보상 신청 등 확실한 후속 조치가 없을 경우 사람들은 카카오 뱅크를 편향적인 성향을 가졌다고 생각할 수밖에 없습니다 신뢰가 가장 중요한 은행 아닌가요 뭐 이러다가는 여성한테 이자도 몰아주겠네요
961,1,어플 메갈 손 모양 후속 조치 똑바로 처리해주세요
962,1,후속 조치 제대로 해줘
973,1,메갈 논란 후속 조치 제대로 해주세요
974,1,페미 뱅크는 필요 없다
981,1,기업 이미지 관리 좀 잘해주세요
993,1,남혐 이미지 사용 후속 조치 제대로 해주세요
1001,1,분명하게 말합니다 페미 관력 대책 확실하게 대응 안 하면 다 삭제하고 계좌도 갈아탈 겁니다 확실하게 입장을 말해주세요
1007,1,후속 조치 제대로 부탁드립니다
1017,1,사진 때문에 제대로 못 사용하겠어요 해명해주세요
1026,1,포스터 해명 부탁드립니다
1062,1,여자일 베나 마찬가지인 페미 직원 찾아서 징계 부탁드려요
1069,1,최근 페미 논란된 거 디자이너 조치해주세요
1072,1,메갈 손 모양 해명 제대로 해주세요 빨리 토스로 갈아타게요
1135,1,불매 참여 정상적인 건강한 페미는 환영입니다 하지만 정신이 이상한 페미는 좋지 않습니다 개선하시고 여론을 보시고 정상적인 사고 가지시길
1137,1,페미 포스터 해명 부탁드려요 실망스럽습니다 별 하나도 아깝네 진짜
1144,1,페미 카카오뱅크은 후속 조치 제대로 좀 해주세요
1145,1,메갈 손 모양으로 홍보하던데 한두 개도 아니고 5개 이상 발견됐는데 이 부분 제대로 된 해명과 조치 부탁드립니다 카카오뱅크 지우고 토스 쓰겠습니다
1159,1,메갈 포스터 관련 후속 조치 제대로 해주세요
1212,1,메갈 손 모양 해명을 오해라고 하셔서 별점 1점 드리지만 악감정 있다고 오해 안 하셨으면 좋겠습니다 같은 논란으로도 대처로 인해 떡 상한 기업이 있고 떡락한 기업이 있다는 거 잘 아실 겁니다 오해하지 않게 현명한 대처 부탁드립니다
1227,1,메갈 표시 광고 전부다 삭제 요청합니다 보기 불편합니다 하루빨리 정리해주세요
1237,1,지금 카카오뱅크 메갈 논란 부탁드립니다 어떻게 된 겁니까
1244,1,사용 경험에 기반하여 쓰는 글입니다 요새 메갈 남혐 때문에 논란 많은데 미리 확인도 안 하고 대처가 많이 늦은 거 같네요 사과문이 다가 아니라 확실하게 해명하시고 관련 마케팅 부서에 어떤 조치하실 건지 확실하게 말해주세요 조치하실 때까지 카카오 불매하겠습니다 친구 동료 가족 친척 주위에도 널리 불매운동 퍼뜨리겠습니다
1266,1,최소한의 해명은 해주세요 카카오뱅크 잘 쓰고 있었는데 이게 무슨 일입니까 왜 저딴 그림이 광고에 들어갔는지 어떤 직원이 어떤 이유로 저런 짓을 했는지 그 직원에 대한 징계처분은 어떻게 내려진 건지 이번 일 제대로 대처 안 하면 카카오뱅크의 신뢰성은 회생 불가능할 정도로 바닥을 칠 겁니다 물론 저와 제 주변의 지인들을 포함해서요
1282,1,그 상황에 굳이 그런 손 모양을 할 필요가 있었을까요 고객 문의에서는 매크로 답변으로만 일관하고 사과문에서는 끝내 저 표식 새겨놓은 직원을 징계하겠다는 말도 없네요 이런 회사의 앱과 카드를 이용하고 싶지 않습니다
1292,1,페미 기업이라고 들었습니다 개선해주세요
1299,4,메갈 기업 카카오 마케팅 담당자 처분 확실히 해주세요
1374,1,해지하고 다른 쪽 쓰기 전에 해명해주세요
1414,1,메갈 단속 부탁해요
1418,4,편리해서 잘 쓰고 있었는데 요즘 시국에 그 손 모양 광고는 해보자는 건가요 신경 좀 안 쓰게 정상적으로 삽시다 좀 부탁합니다
1429,1,카카오 간판 달면 안 망할 거 같지 포스터 그따위로 페미 묻혀서 쓰면 조만간 망하지 않을까 남혐 기업 카카오뱅크 수준 잘 봤고요 얼른 사과하고 해당 디자인 담당 잘랐으면 좋겠네요
1438,1,카카오뱅크 즐겨 사용했는데 제3의 남양으로 불매 들어갑니다 gs 꼴 나고 싶나 보네요 소비자 기만 광고 남성 성기 비하 손짓 잘 봤습니다 인터넷에 이미 캡처되어 돌아다니고 있습니다 빠른 대처 부탁드립니다 적절한 대처가 있다면 다시 설치하겠습니다
1440,4,정말 편하고 좋은 앱인데 단 하나 바라는 게 있으면 카카오 패이랑 같은 지갑통장으로 연동이 되면 좋을 것 같아요
1490,1,제발 신분증 인식 좀 개선해주세요 답답해 죽을 거 같습니다
1496,1,가입단계에서 휴대폰 본 인증하는데 폰 번호 입력이 안되게 돼있어서 본인 명의 아닌 폰을 사용하는 사람은 인증을 못함 사정상 폰이 두 개라 실제 본인인증 가능한 번호로 인증이 되게 해주면 좋겠는데
1498,3,밑에 다른 분들 말처럼 본인 인증을 휴대폰 말고 다른 것들로도 할 수 있게 해주시면 좋겠어요 지금 핸드폰이 고장 나서 맡겨놓은 돈을 못 찾고 있는 게 말이 됩니까 
1515,2,적금 들면 만기일에 받을 금액은 어디서 볼 수 있나요 이자 조회 들어가 봐도 만기일 눌러봐도 오늘만을 기준으로 만기금액이 뜨네요 저금통 돈은 매일 빠져나가는 게 아닌 가요 금액을 못 보니 빠져나갔는지 모르겠는데 빠져나가면 알림에 뜨는데 알림에 저금통으로 넣은 게 안 뜨더라고요 일정하게 돈 좀 나가게 해주세요
1518,1,제발 망했으면 좋겠다 사용자가 이체된 거래 하나 못 받아서 이 댓글 쓸 정도면 더 이상 플랫폼 기업은 아닌 거다
1548,1,네트워크 오류라고 며칠째 접속조차 안됩니다 제발 개선 좀 해주세요
1551,1,이틀 동안 접속이 안 되네요 ;; 저만 이런 게 아닌 것 같은데 이 점 개선 좀
1555,2,이틀 동안 네트워크 문제라며 연결이 안 되네요 다른 앱들은 잘 쓰는데 카카오뱅크 앱만 문제입니다 밑에 평대로 재설치 합니다  재설치하면 연결됐으면 좋겠네요
1558,4,정말 편리하게 잘 쓰고 있는데 입출금 알림 창에 잔액까지 떴으면 좋겠습니다 타 은행사들의 어플을 써보면서 잔액이 알림 창에 같이 표기되는 게 편리하더라고요 이 점은 좀 더 보완 부탁드립니다
1561,4,카드 신청 시 택배처럼 자동으로 배송 위치 알 수 있게 해주셨으면 좋겠습니다 배송 위치 알려면 고객센터 대표번호로 이름과 주소지까지 말해가며 불편함을 수고해야 된다니 ;;; 다른 은행들은 모두 카드 신청하면 배송 위치를 알 수 있어서 매우 편리한데 말이죠 집 비움이 잦은 사람들은 카드를 받을 수 없을 텐데요 택배처럼 실시간으로 위치를 알아야 그런 불상사를 막지 않을까 싶습니다만 카드 배송해주시는 분만 헛걸음하게 되는 경우도 빈번히 생길 수도 있는 문제네요 배송 담당자분 성함과 연락처라도 기재되어 있는 것도 아니고 그리고 예외로 본인 명의의 폰 아니신 분들을 위한 본인인증 수단을 아이핀 발급번호 혹은 본인 명의의 신용카드로 인증이 되게끔 시스템을 만들어 주시면 좋을듯하네요
1565,1,필요에 의해 쌀게 되었는데 치명적인 버그 많네요 통장 만들 때 국민은행으로 인증하려니까 국민은행 앱이랑 같이 망가지게 만듦 다 지우고 다시 깔아야 둘 다 작동
1579,2,거래중지 계좌 해제하는데 근로계약서 같은 서류가 필요하던데 서류가 없으면 중지 해제도 못하나요 통장을 꼭 뭔 고지서에 돈을 납부할 때만 쓰나
1587,1,제가 군인이라 카메라를 쓸 수 없는데 이번에 기기변경하고 나서 카카오뱅크를 쓰려는데 신분증 인증을 무조건 카메라로만 해야 해서 사용하지 못하고 있는 상황인데 해결 부탁드립니다
1594,3,카카오가 중국 쪽에 넘어가있어서 개인 정보 걱정되는 바람에 안 쓰다가 송금 수수료 면제 때문에 돌고 돌아 다시 돌아왔네요 어차피 카톡 쓰면 이미 다 털렸겠구나 싶어서 젠장 아무튼 빠릿빠릿하고 송금수수료 없는 게 가장 큰 장점이네요 다른 서비스는 개인 정보 문제 때문에 웬만하면 이용 안 하려고 합니다 이미 다 털렸다고 하더라도 찝찝해서요 그리고 앱 들어갈 때 로그인하는 거 패턴 말고 다른 걸로 좀 해주세요
1604,2,송금이나 세이브 박스에서 자금 꺼낼 때 기기변경이 자꾸 뜨는데 예전 폰에서도 그러더니 폰 바꾸고 나서도 그러네요  해결 부탁드립니다
1623,4,모든 부분이 다 좋았습니다 한 가지 아쉬운 건 제가 최근에 기기변경을 했는데 본인인증이 필요하더라고요 휴대폰이 이번에 제명이가 아니라 부모님 명의로 해서 인증이 안돼 사용이 안 되더라고요 본인인증방법을 아이 핀 인증이라든지 본인 명의 카드 인증이라든지 다른 거도 필요하다고 생각합니다 이 부분 좀 개선해주시면 감사하겠습니다
1634,4,저는 잘 사용하고 있어요 근데 건의할게 있어요 이체할 때 실시간 잔금이 나오면 좋을 거 같아요 예를 들면 통장 잔고가 10이고 보내는 금액이 5이면 통장 잔고 5가 바로 보이게요 통장 잔금을 딱 이만큼만 남기고 싶을 때 엄청 편할 거 같아요
1643,3,니니스 체크카드 성인도 만들 수 있게 해주세요 가능할 때까지 체크카드 발급 참겠습니다
1651,1,비밀번호 2개 필요한 거 정말 킹 받네요 2ar
1655,4,다 좋은데 셰이프 박스 명칭 바꾸기 있으면 좋겠어요
1658,1,오늘부터 갑자기 접속이 되질 않아 삭제 후 재설치를 시도했더니 그조차 되지 않습니다 리뷰를 보니 저 말고 다른 분들도 같은 현상을 겪고 계신 것 같고요 빠른 해결 부탁드립니다
1672,2,학생증으로 미니 인증 비밀번호 재설정 할 수 있게 해주세요 신분증도 없고 계좌도 없어서 잃어버린 비밀번호 재설정이 불가능하네요 진위 여부는 영상통화로 확인이 가능하잖아요
1676,1,제발 앱 좀 sd카드로 옮길 수 있게 해주세요
1678,2,핸드폰 본인 명의 가 아니어도 가입이 가능했으면 좋겠네요
1681,4,지금까지 쓰는 데는 문제없이 다 좋았는데 집에 필요한 물건 사러 다이소 갈려는데 카카오 mini가 교통카드도 된다길래 경전철 입구에 찍었는데 안 된다고 해서 쩔쩔매다 옆에 있던 친구의 도움으로 겨우 해결됐어요 카카오뱅크에서는 교통카드로 쓸려면 따로 충전해야 된다는 충전해야 한다는 말이 없었는데 공지 좀 추가해주세요 제가 카드 자체를 처음 써봐서 원래 따로 충전해야 했던 거였는데 모르는 거였을 수 있는데 저처럼 카드가 처음인 사람을 위해 추가해주시면 감사할 거 같습니다
1684,4,K뱅크 앱처럼 종료 후에 앱 히스토리에 안 나오게 해주세요 카카오뱅크 앱은 앱 히스토리에 잔고내역이 나옵니다 개인 정보 유출입니다
1685,1,대출이 안되어 해지할 수밖에 없네요 대출 안되는 것도 전화해서 확인해야 하고 안내는 먼저 안 해주는 불친절함 소득보다 지출이 많아 신용점수 높아도 대출이 안되는데 그럼 미리 안내를 해줘야지 대출 다 되는 거 같이 설명 쓰여있고 불가 안내도 안 해주고 안녕 카카오뱅크
1693,3,미니 카드에 카카오 파이로 돈을 넣었는데 대중교통을 이용할 때 잔액이 부족하다고 하더라고요 친구한테 물어보니 편의점에서 버스카드 충전을 해야 쓸 수 있다고 하는데 어떤 방식으로 충전하더라도 버스비도 되고 편의점 결제도 되도록 바꿔주시면 좋을 거 같습니다
1704,1,낮은 금리 넉넉한 한도로 광고하여 마이너스 통장 대출 신청하였더니 당사의 기준에 한도가 부족하여 대출이 불가하다고 통보됩디다 불가한 사유에 대해 자세한 내용을 알고 싶으면 고객센터로 전화하라고 하여 그렇게 했더니 돌아오는 답변은 자기들도 잘 모르겠다고 합디다 신용이 나쁜 것도 아니고 타행 대출이 소득에 비해 많은 것도 아닌데 한도가 안 나오는 이유를 모르겠다고 합디다 타은행보다 낮은 금리로 서민을 혹하여 대출 신청 실적을 올리려는 건가요 돈이 필요하여 대출을 신청한 것이 아니라 어려운 시기에 이자지출을 줄이기 위해 광고를 보고 신청한 건데 기만당한 기분입니다
1711,1,최악의 시스템 내 신분증으로 내 계좌 만들겠다는데 왜 유효하지 않다는 말만 뜨는 겁니까 까만 배경에 초점 다 맞추고 빛 반사 안 되게 조심하면서 찍었는데도 유효하지 않은 신분증이라 뜨며 넘어가지질 않네요 게다가 5번 정도 시도하니까 내일 다시 하라면서 아예 막아버리는데 아니 그럼 내가 잘못해서 5번 실패했어요 비밀번호를 틀린 것도 아니고 그 쪽에서 내 주민등록증 인식을 못 한 건데 5회 제한은 대체 왜 둔 겁니까 계좌 만들기가 게임이에요 하트 5번 깨지면 다시 하트 모일 때까지 기다리게 이거 뭔 계좌를 만들라는 건지 말라는 건지 어플이 만들어진 지가 언젠데 아직까지 이런 기본적인 문제점 하나 개선이 없으면 어쩌자는 거죠 주민등록증 인식이나 좀 잘 되게 해보세요 대체 내가 어떻게 해야 내 주민등록증이 내 것이란 걸 인정해줄 건데
1724,4,아주 잘 사용하고 있어요 근데 mini에도 세이프 박스 기능이 있었으면 좋겠어요
1728,2,잘 쓰고 있었는데 갑자기 안 들어가지는 건 무슨 경우인가요 필요로 하는 상황에 안 들어가지면 무슨 소용입니까 삭제했다가 다시 깔아도 튕기는데 하루빨리 개선 좀 해주세요
1730,1,훼손된 민증이라고 출금 자체가 정지되고 고객센터 전화하니까 민증을 새로 발급받을 수밖에 없다고 하는데 민증 발급받는 데만 며칠에서 몇 주가 걸리는데 그동안은 통장 잔액도 쓰지 못하고 월급 계좌도 다 변경해야 하는 불편함이 있네요 최소한 고객센터로 전화했을 때 비밀번호 등 본인 인증되면 남은 잔액이라도 출금할 수 있었으면 좋겠어요 이런 불편함 때문에 카카오뱅크는 이제 안 쓸 거 같네요
1732,4,제발 카드 이용 내역 지울 수 있게 만들어 줘요 제발 부탁입니다 무릎 꿇고 빌게요 
1742,3,업데이트가 계속 지연되고 확인이 안됩니다 뭔가 실행하려면 최신 업데이트하라고 나오는데 업데이트가 실행되지 않는 이유를 모르겠네요 개발자님 문제 해결방안 부탁드립니다
1746,1,거래 내역 보려고 할 때마다 튕겨요 어떻게 좀 해주세요 ;
1752,3,제가 한 3일 정도 잘 사용했었고 카트도 만들었은데 갑자기 오늘 들어가서 계좌번호를 확인하려고 했더니 계속 튕기고 종료돼서 받아야 했던 돈을 이체 받지 못해서 불편함이 있었네요 빠른 시일 내에 버그 수정 부탁드립니다 운영자님 그 외에는 정말 만족하고 있습니다
1757,1,A50 쓰는데 카드 내역을 보려고 하면 계속 튕겨요;;; 최대한 빠른 시일 내에 해결됐으면 좋겠어요
1764,1,자꾸 카드 내역을 보려고 하면 오류가 떠서 튕깁니다 앱을 삭제했다가 다시 깔기도 하고 폰도 껐다가 다시 켜보기도 하고 제가 할 수 있는 것은 다 해 봤지만 오류가 해결되지 않네요 답변 부탁드립니다
