,score,comment
131,1,토스는 신용 정보 공유로 인하여 신용이 좋지 않은 사람은 기존에 사용하는 타은행에 계좌가 사용 차단이 됩니다 모두 알았으면 좋겠네요 어떻게 보면 나라에서 하고 금융감독원에서 일부러 밀어주고 빚 있는 사람 채무를 잡기 위해서 토스라는 인터넷은행을 만든 것 같네요 정말 간사하기 짝이 없네요 그러고 보면 채무자가 더 간사하긴 하지만요 토스 기능도 그렇고 K뱅크나 카카오와는 많이 저렴하네요 나라에서 지원을 많이 받아야겠네요 개발자분 좀 더 노력해 주셔요
138,1,진짜 너무 짜증 나네요 송금으로 거래 도중 토스 앱을 나갔다가 재실행했더니만 뜬금없이 오류가 나더니 재인증을 하라네요 인증을 하니까 쳐보지도 않은 비밀번호가 5회나 오류가 나있었고 더 이상 비밀번호로 해제를 못해 계좌로 토스로 1원을 받았습니다 밤중에 급히 거래 중이었는데 농협 웹사이트는 19세 미만은 농협 은행을 가야 하는 짜증 나는 설정으로 쉽게 가입도 못하고 전화로 하는 인증은 시간이 안되고 이도 저도 못하는 상황이 되어 정말 번거롭네요 어디서 해킹이라도 당한 건지 단순 앱 오류인지 급한 거래 상황에 송금도 못하고 저만 굉장히 난처한 상황이 되었습니다 원래 리뷰 안 쓰는데 이렇게 부정적인 부분으로 리뷰를 작성하게 될 줄은 몰랐네요 확인 부탁드립니다
144,1,왜 더 이상 만보기 친구를 추가할 수 없는 거죠 다시 만보기 친구 추가 기능 활성화해주세요
148,4,주로 쓰는 계좌 해제 기능을 추가해주세요
166,1,만보기 잘하고 있는대요 업데이트를 했는데 친구가 나갔네요 다시 원상복구해주세요
183,3,만 14세 미만도 이용 가능하게 해주셨으면 해요 
198,1,아니 저축계좌 확인이 안되니까 개짜증 나네 정말 업데이트하고 나서 개 거슬려졌음 어차피 불만 응대 팀이야 대충 읽고 불편 드려서 죄송합니다 복붙하고 말거 알지만 하소연할 데가 없어서 쓰고 감 버전 롤백 했으면 좋겠다
211,1,토스 증권 쓰고 있는데 총 투자금은 나오면 좋겠습니다 안 나와서 계산기랑 번갈아가며 돈 넣은 것 계산하는데 너무 불편해요;;
220,1,홈 하단에 소비 나오는 거 너무 불편합니다 왜 이렇게 바뀐 건가요 설정에서 안 나오도록 선택할 수 있게 해주세요
234,4,이전에 비해 개선이 조금 된 것 같네요
238,3,다른 증권어플처럼 제세금 포함 순수익 볼 수 있게 패치해주세요 댓글 달 때마다 왜 저한테 알림이 오나요 오전엔 최고가 알람도 이상하게 오고 잔실수가 많네요
246,2,대출 합계 금액 보기 어디 갔나요 만보기 대출 소비내역 전부다 업데이트되면서 더 쓰기 어렵게 바뀌네요 그냥 이전대로 두는 게 더 나을 거 같은데 아님 이전 UX로 돌린 수 있는 옵션을 만들어주세요;;
248,1,돈 준다고 스팸 보내서 깔았더니 구라였고 짜증 나서 삭제했더니 계속 스팸 보내는 앱 살아가는데 전혀 필요 없는 앱 은행 앱들도 다 편리함 잊을만하면 보내는 스팸 때문에 탈퇴하려고 앱 설치하고 리뷰 남김
258,1,내 소비에서 기존에 수입이랑 지출같이 보였는데 왜 수입이 다른 카테고리에 있는 건지 이해가 안 됩니다 수입지출 한 번에 보기에 직관적이고 좋았는데 기존 버전으로 다운그레이드 할 수 있게 해주세요
260,3,업데이트 이후 만보기 위젯 숫자가 반쯤 잘려 나옵니다 수정 부탁드립니다
270,4,유안타증권 계좌도 등록 부탁드립니다
280,4,대부분 맘에 드는데요 화면 밑 주실 창 지울 순 없는지 주식 탭 키고 끌 수 있게 만들어주심 좋겠습니다
282,3,토스 수입 지출 내역을 종합적으로 볼 수 있었으면 좋겠습니다 예전에 가계부 기능으로 있었던 것 같은데 언제쯤 다시 돌아올까요
289,4,토스 잘 사용 중인데요 토스 증권에 호가 차에 보면 매도 매수만 나오는데 체결 상태도 볼 수 있도록 업데이트해주셨으면 좋겠네요
316,2,증권 계좌에 현금이 얼마나 있는지 주식 탭에 바로 표시가 되게 해주세요 계좌 탭으로 가서 굳이 증권계좌 조회 누르게 하지 말고요
317,1,소비내역을 달력으로 한 번에 볼 수 있는 아이콘이 사라져서 너무너무 불편해요 어플 사용자 입장으로서 슬라이드로 내려서 내역을 눌러 두 번에 걸쳐서 들어가는 것보다 아이콘 한번 터치를 눌러 들어가는 게 더 편리합니다 그리고 수입지출도 전처럼 한 페이지에 보일 수 있게 다시 개선되었으면 좋겠어요 제발 
320,3,미래에셋대우 증권 동기화가 안됩니다 지웠다가 다시 깔고 계좌 연결 끊고 다시 연결해도 동기화 안되고 옛날 금액 그대로입니다 해결 부탁드립니다 정말 당황스럽네요 ;;
331,1,업데이트하고 인터페이스도 너무 많이 바뀌고 가계부도 어디 갔는지 안 보이고 계좌 등록도 처음부터 다시 다 등록해야 해서 그냥 지웠습니다 개선이 아니라 개악을 했네요 다른 어플도 많으니 잘 고려해보세요들
333,4,카드 등록을 하려고 하는데 문자 인증을 할 때 문자가 오지 않습니다 폰 카드 계좌 다 제 명의로 되어있고 폰 번호 제대로 되어있나 다 확인해봤는데 다 제대로 되어있습니다 혹시 알뜰 요금제 사용 중인데 이거 때문에 안되는 건가요 토스 회원 정보에도 알뜰 요금제로 잘 기입되어있습니다 어떻게 해야 카드 등록이 가능한지 확인 후 답변 부탁드리겠습니다
337,2,예전처럼 총 사용금액 켜자마자 볼 수 있게 해주세요 너무 불편
343,1,토스 뱅크 나온 건 좋은데 그게 왜 홈에서 제일 크게 나오는데 이해할 수 없습니다 그런 광고를 안 보려도 프라임 결제했는데 프라임도 강제로 보게 하네요  한번 보면 안 보았게 하던가 사전 신청을 하면 안 보이게 하던가 프라임 결제하면 안 보이게 해야지 굉장히 불편합니다 빠른 수정 부탁드립니다
355,2,업그레이드한에는 보유 신용카드 전부 표시가 되었는데 지금은 왜 다 표시가 안되고 일부 카드만 볼 수 있나요 전체 카드 가져오기 해도 일부 카드는 화면에 나타나질 앓아요 조치 부탁합니다
360,3,카드 순서도 편집되게 해주세요 너무 불편해요
365,4,추가해주세요 타인 명의의 휴대폰을 사용하는 사람들도 신분증 본인 명의 카드 등으로 사용할 수 있게 해주세요 아주 잘 쓰고 있습니다 위 사항을 검토해 주세요
371,3,뱅크 샐러드처럼 타은행 증권 이런 거 연동하기 해주면 좋을 텐데 그리고 앱이 너무 복잡해요 심플했으면
373,3,만보기를 잘 쓰고 있습니다 원래 서로 응원하기 하는 친구들이 있는데 어느 순간 응원을 보낼 수 없는 사용자라고 팝업이 뜨네요 업데이트를 해도 똑같아요 수정 부탁드립니다
375,1,이거 전에 고객 유저 개인 정보 유출 논란 있지 않았나요 그건 확실히 처리된 건지 믿고 쓸 수가 없어서 쓰다가 바로 지웠는데 광고는 또 나오고 리뷰 달린 거 보니 아직도 개선점이 많은 거 같아 다운로드하기 뭐 하네요
389,1,최근까지 장소 미션과 만보 미션으로 했으나 어제 갑자기 예전처럼 친구 미션으로 바뀌었다가 오늘 다시 제대로 돌아왔네요 이 부분에 대한 해명이 필요합니다
403,1,광고 때문에 송금한 이 자체가 안 보입니다 광고 내리시던지 밑으로 해서 송금 한은 크게 보이게 해주세요
427,2,토스를 이용해 국민지원금을 신청하였는데 카드사에서 문자가 날아왔음에도 불구하고 토스 앱에서는 아직 지원금 준비 중이라고 하네요 확인 부탁드립니다
441,4,다양한 혜택과 편의성에 너무 만족 중이었는데 그때는 별점을 안 남겨서 미안하게 생각하고요 속성한 게 하나 있네요 토스만 보기 프로 뚜벅이 반걸음 기준으로 30원이 쌓이는데 1000원 이상 모아야 출금이가 눈 하구 30원 모은 건 만료일이 31일 기준이더라고요 개선이 필요해 보이네요
458,4,만보기 친추기간좀 더 늘려줬으면 좋겠다 같이할 친구를 많이 추가 못해서 힘들다
490,3,주식 창 보기 좋게 개선 부탁해요 점차 유저도 늘어나는데 타 앱에 비해 너무 단순해요
492,3,저는 내 소비 탭을 정말 잘 사용했던 사람입니다 그런데 내 소비 탭이 사라지고 그게 홈 탭으로 합쳐지고 달력 기능이 추가됐습니다 그 결과 소비 항목의 카테고리 설정 변경도 느리고 앱 구동 속도도 느리고 앱이 무거워졌습니다 예전처럼 내 소비 탭을 따로 분리해주세요
494,4,유안타증권 계좌 연동 되게 해주시면 안 될까요
498,4,늘 편리하게 사용하고 있어요  외화예금금액이랑 해외 주식 금액도 뜨지 않는데 아직 볼 수 없는가요  계좌 총 금액에 주식 수익률이 변동돼서 금액이 변동되는데 설정이 있으면 좋을 것 같아요  자산 현황에 대한 정보를 한눈에 보는 건 카카오에 비해 아쉬운 것 같아요  불러오기가 느려진 것 같아요 좋은 서비스 제공해주셔서 감사합니다 앞으로 더 기대가 됩니다
499,4,1 인터페이스 갮됨 롤백 해주세요 2 추가된 기능이나 서비스 광고 오늘 하루 동안 안 보기 버튼이라도 추가하세요 상단 자리 반 정도 차지하는 거 꼴 보기 싫음 3 그 밖의 건 잘 쓰고 있음 오늘도 하세요
500,4,계속 업데이트하면서 개선하고 새로운 시도를 하는 게 좋습니다 아울러 매달 나가는 지출 직접 입력할 수 있도록 개선해주시면 더 좋을 거 같습니다
512,4,점점 발전해나가는 모습 좋습니다 그래도 추가로 건의드리고 싶은 게 폴드 전용 ui 가 있으면 좋을 것 같아요 그리고 증권에서 다른 증권사처럼 차트를 볼 수 있는 옵션이라도 추가해주면 안 될까요
524,4,수입 내역도 모아 볼 수 있었으면 좋겠습니다
532,3,토스에 대해 아쉬운 점이 있는데요  카카오 미니 카드도 되면 정말 좋을 거 같아요 미니 키드가 안되니깐 불편함이 많더라고요
548,4,많은 기능이 새로 들어오면서 보기도 좋아졌고 개선되었는데 예전에 있던 카드 보기 순서 편집 기능이 없어져서 불편합니다 예금은 그대로 살아있는데 사용금액 순으로 나열되다 보니 매달 매주 매일 카드 보이는 순서가 바뀔듯하네요 이 기능을 되살려 주세요
554,4,잘 사용하고 있긴 한데요 쓸데없는 업데이트 좀 안 했으면 좋겠어요 이번에 업데이트된 이후로 지출 내역 불러오는 속도도 달라졌고요 평소 사용하던 화면이랑 달라서 불편하거든요 그냥 전에 썼던 대로 하면 좋겠는
558,3,총 계좌 잔액을 전에처럼 한눈에 볼 수 있게 해주세요
565,4,계좌 예금 입출금 내역이요 지금 세 번째 문의 이전에 두 차례 계좌 입출금 내역과 현재 잔액 실시간 업데이트 문제점에 대해 문의드렸고 해당 부분 업데이트 등으로 개선이 됐으면 하는 마음인데 동문서답으로 카드 사용내역 실시간 반영 문제로 답을 주시니 답답한 심정이네요
578,4,토스 머니 카드 다시 살려주시면 안 되나요 되게 유용하게 잘 쓰고 있는데 부탁드립니다
581,4,한 번에 모아봐서 편해요 근데 카드는 결제일마다 사용기간이 다른데 전부 1일부터 나오는 것 같아요 수정해주시면 좋을 것 같아요
585,3,시외 거래 언제쯤 가능한가요 주실 창을 열 때만 비번치고 거래 시에는 없으면 좋겠네요
586,2,계속 이체하거나 토스 카드에 충전할 때마다 금액란에 789번 키가 먹통입니다 오류 좀 개선해주세요 3 일째입니다
588,4,토스 주식 카테고리에서 관심종목을 파일별로 정리할 수 있는 기능이 있으면 좋겠어요 관심종목이 많으면 아래로 길게 나열돼서 다른 정보 읽는데 스크롤 해야 되는 양이 많아 불편하네요
590,4,계좌를 연결하려고 할 때마다 비밀번호를 재설정하라는 말만 뜨고 정작 재설정 하고 나서도 재설정이 필요하다는 문구만 반복되고 있는데 어떻게 해야 하나요
595,4,토스만 보기가 갤럭시 워치핏과 연동되게 해주세요 삼성 헬스 앱과 연동되거나 그럼 더할 나위 없이 좋을 것 같아요
601,3,다른 기기에서 동시 접속 좀 가능하게 해주세요
608,2,토스 증권 시간 외 거래할 수 있게 업데이트 좀 부탁드립니다
619,1,전에는 송금할 때 받는 분께 표시 이름을 한번 입력하면 다음에 같은 사람한테 송금할 때 그 이름이 저장되어 그대로 사용했는데 업데이트 후엔 매번 송금할 때마다 받는 분께 표시 이름을 다시 바꿔서 입력해줘야 합니다 너무 불편해요
629,4,다 좋은데 만보기 적립금이 일정 시간 지나면 사라지네요 최소 출금 가능금액을 정해놔서 출금도 못해보고 힘들게 모은 적립금이 다 사라졌어요 어디에 그런 설명도 없어서 그것도 모르고 여태 힘들게 모은 적립금은 야금야금 사라져버렸네요 속은 느낌이 들어서 좀 실망스럽네요 친구까지 초대해서 열심히 하는 중이었는데 저만 나쁜 사람 된 기분이에요 만보기 기능은 이제 사용 못 할 것 같아요 ok 캐슈 백 만보기는 그날그날 바로 적립되고 좋은데 개선이 필요할 것 같네요 저 같은 피해자 아닌 피해자가 또 있을 듯
632,4,토스가 열리질 않아요 계속 튕기고 해결 좀 해주세요
640,4,토스 앱 켜면 원하는 창이 바로 뜰 수 있는 기능 추가해주세요 예를 들면 앱킬때 홈 화면 말고 주식화면이 먼저 뜰 수 있도록 설정하면 버퍼링 없이 원하는 카테고리 바로 볼 수 있을 거 같아요
657,1,코로나 시국에 알맞은 uiux 개선을 부탁드려도 될까요
661,3,제발제2금융권 저축은행 거래되게 해주세요
664,2,만보기 빠른 업데이트 부탁드려요 최신 버전으로 업데이트했는데 만보기만 아직도 구 버전으로 떠요
666,3,왜 토스 증권만 시와 장 확인이 안 되는가 이것저것 잡다한 서비스나 기능을 추가하는 데에 신경 쓸 시간에 기존 서비스나 기능의 보완과 질적 향상에 더 집중했으면 좋겠다 토스가 시작은 참 좋았는데 요즘 다른 데서도 오픈뱅킹에 송금수수료 무료 정도는 기본이다 보니 갈수록 정체성이 애매모호해진다 이젠 토스에서만의 메리트가 없어지는 느낌
670,3,보유 주식 숨김 기능이 있었으면 좋겠습니다 저 같은 경우 분산투자를 하기 때문에 종목이 되게 많은데 다 보이게 되니 가시성이 떨어지더라고요 아니면 그룹별로 이름 설정해서 나눌 수 있게 해서 열고 닫으면 보이게끔 만들어졌으면 좋겠습니다
679,4,다 좋은데 청소년은 특별히 미니 계좌 연동 시킬 수 있도록 해서 통합 관리를 쉽게 해주셨으면 좋겠어요
693,3,이번에 추가된 백신 예약 위치만 확인하려고 지도 링크 눌렀을 뿐인데 뒤로 가기 누르니까 아예 예약 창이 닫혀버리네요 덕분에 10분 대기 걸렸습니다 그냥 브라우저로 하는 게 훨씬 낫겠네요 인앱 브라우저를 넣을 거면 적어도 뒤로 가기에 대한 처리는 해주셨으면 좋겠네요
698,3,주식 매도할 때마다 암호 입력해야 하는 게 너무 불편해요 암호도 숫자 4자리도 아니고 영문까지 필수로 넣게 해놓고 위치도 항상 바뀌고 매도 주문 넣고 암호 치다 보면 벌써 가격이 올라가거나 내려가거나 로그인할 때만 비밀번호치고 매수 매도할 때는 비밀번호 입력 없이 바로바로 빠르게 할 수 있었으면 좋겠습니다 이미 검토되고 있던 내용인지 바로 수정이 됐네요 아직 시외 매매도 안되고 매매동향도 못 봐서 불편하지만 그래도 많이 좋아졌습니다
704,4,제가 비번을 바꾸고 바꾸고 해서 원상복구되긴 했는데 다음부터는 진짜 이렇게 머리 아픈 일이 없었으면 좋겠네요 이번 일 빼고는 정말 저한테는 최상으로 잘 쓰고 있는 하나뿐인 은행 앱이에요
706,1,평소에 쓰던 데로 계좌 다 나오게 해주세요
743,4,토스 증권에서 관심종목의 종목 부분 선택 시 세부 내용이 나오고 수익률 부분 선택 시 금액과 수익률을 선택할 수 있는데 직관적으로 볼 때 종목이나 수익률 부분 모두 세부 내용이 나오도록 하고 수익률과 금액의 선택은 전 항목 공통이기에 편집 항목에 넣어 선택할 수 있도록 조정했으면 좋겠습니다 세부내용을 보기 위해 자꾸 수익률 부분을 누르네요 _____________________________ 추가 제안한 대로 수정해주셨네요 감사합니다
744,1,내 계좌 연결하기에 유안타증권 추가해주세요
746,4,카드 재연결할 때 문자 인증하라고 하는데 아무리 기다려도 문자가 오질 않네요 해결 부탁드립니다
755,1,주식 판매금 빼려고 하는데 주식 판매금 미리 받기라는 게 있길래 받으려 했더니 내가 미리 대출해서 받는 거였네요  어떻게 주식 판매금 미리 받기라는 워딩으로 사용자를 대출까지 유도할 수 있죠 진짜 정신이 있는 UX 인가 싶네요 토스의 문제 해결 방식이나 ux가 좋다고 생각했던 입장이라 정말 실망이 컸어 요다음 뎁스에 구절 덜 설명을 많이 해놓으면 뭐 하나요 사용자가 긴 글을 읽지 않는 건 ux에 박식한 토스 디자이너분들이 가장 잘 아시지 않아요 대출금을 입력하는 화면이 되어서야 놀라서 나왔어요 만들고 계시는 앱은 소꿉장난이 아니라 금융앱이라는 걸 실감했으면 좋겠어요 무조건 편하고 쉬운 게 좋은 게 아니라 금융이라는 걸 다루면 제발 책임감을 가져주세요 대출은 그렇게 가볍게 생각해야 할 문제도 아니고 사용자가 깊게 판단하고 결정 내려야 하는 금융수단입니다 유관부서에 의견이 전달되었으면 좋겠네요 증권사 갈아타야겠어요 bye ☆
774,4,토스 너무 잘 이용하고 있습니다 다만 최근엔 토스 증권을 이용해서 주식거래를 많이 하고 있는데 관심 목록 추가가 100개까지만 되는 게 너무 불편해요 관심 목록은 전부 담아놓고 시세 변화를 시시때때로 한눈에 볼 수 있어야 하는데 관심 목록에 추가하지 못하는 종목은 그때그때 검색해서 확인해야 해야 해서 놓치는 경우가 많아요 이 부분 꼭 개선 부탁드립니다
777,1,무슨 말씀인지 이해는 하지만 이미 백신을 접종한 사람으로서 전혀 무의미한 스팸성으로 느껴집니다 더군다나 제가 토스를 사용하는 이유는 핀테크 목적이지 토스에게 그런 정보를 얻으려고 사용하는 게 아닙니다 기본에 충실한 과거 모습으로 돌아갔으면 좋겠네요
779,3,qr코드 바로 실행되는 건 좋은데 인식이 잘 되도록 화면이 자동으로 밝아지게 기능을 업데이트했으면 좋겠네요
780,4,여러 가지로 너무 편하고 좋은데 안전했으면 좋겠네요 여태까지 별문제는 없었어요
794,1,난 분명 광고 안 본다고 설정을 해놨는데 왜 맘대로 qr 인증이든 백신이든 알림 켜시라고 광고를 해대는 거야 백신 이미 얀센 맞았고 큐얼은 자주 쓰는 카톡 꺼 쓰고 있는데 댁들 부가서비스라고 좋으니 쓰시라고 돈 드는 거 아니라고 좋은 거라고 알려주는 건 알겠는데 명백히 광고하는 거 아닌가 이런 기능 있다고 내가 필요한 토스 연결된 카드 계좌 알림 기능만 켜놨는데 왜 맘대로 계속 상단 바에다가 쓸데없는 걸 띄워대는 거야 진짜 편해서 편해서 쓰고 있다가 화딱지 나서 다지워뿌고싶으네
813,4,아직 학생이라 새마을금고 카드밖에 없는데 새마을금고는 추가가 안되네요 토스 측에서도 추가해주셨으면 합니다
816,1,토스로 주식하는데 태블릿으로도 동시 로그인 가능하게 해주세요 타게 계로 실시간 확인도 못하는 거면 다른 증권사로 하는 게 백 번 낫다 생각하지 않겠나요
818,4,주식 주문 내역에 종목별로 볼 수 있는 기능이랑 취소 항목 가리는 필터 기능 추가해주세요 그리고 내 주식 평균 가격 눌렀을 때도 최근 주문 내역을 볼 수 있었으면 좋겠어요
820,1,업데이트하다가 멈추고를 계속 반복해서 업데이트 안되니 조치를 취해주세요
831,1,불필요한 알림 때문에 짜증 난 9시도 안돼서 뭔 놈의 QR 체크를 자꾸 하라고 그러는지 혜택은 없고 쓸데없는 알림은 자꾸 보냄 설정에서 죄다 off 해도 무시하고 계속 옴
833,4,관심 주식이 100개 까지라서 부족합니다 관심 주식 목록을 개수 제한 없이 카테고리를 만들어서 한눈에 여러 종목을 볼 수 있게 만들어주시고 시간 외 단일가도 꼭 반영해주셨으면 합니다
839,4,그 부탁이 있는데 주식할 때 종목 구매나 판매 대기 취소할 때 제발 인증 같은 거 사라지게 해주면 안 되나요 12초가 주식에선 주가가 변해서 자꾸 짜증 나네요 그냥 한번 들어갈 때만 인증하던가  일부로 이렇게 한 건가 참
844,3,토스 만보기 친구와 함께 걷기로 변경했으면 좋겠습니다
850,3,전 사람도 지적했는데 앱을 클릭하면 화면이 그냥 퍼렇게 있다가 폰이 아예 먹통이 돼요 강제 종료 후 재부팅해야 폰을 쓸 수 있네요 토스에서만 그런다면 앱 자체 문제가 아닐까요 점검해주세요 앱 삭제 후 다시 앱 다운로드해서 상태를 볼 건데 요만 일 앱을 삭제하고 다시 재생한다면 제가 토스에 그동안 등록한 각종 은행 정보들이 없어지나요
851,3,보험 확인하려고 주민등록하고 전화번호 등로 하는 부분부터 가상 키보드 키 매핑 중 오류라면서 안됩니다 가족들은 다 되는데 저만 안되네요 답변 좀 부탁드립니다
855,4,귀사의 무궁한 발전을 기원합니다 KB증권 잔액조회 지원 부탁드립니다
858,1,계속 응답을 안 해서 제거하고 다시 깔았는데도 인증번호 넣는 순서에서 까맣게 화면만 나오고 안 되네요 어이가 없네요 본인인증에 서래가 잘못한 것도 아닌데 5번밖에 안 된다고 낼 하라네요 헐 갑자기 돈 필요함 어쩌라고 이게 무슨 은행입니까 별 하나 주기도 아깝네요 내 돈 주세요 주식도 다 빼야지
861,4,아주 편합니다 그런데 물건 결제하면 사용한 금액만 뜨는데 좀 불편합니다 그러니 사용한 금액 옆에 남은 금액도 있었으면 좋겠습니다
864,1,하나은행 계좌에 돈을 입금해도 0원으로 나옵니다 수정 부탁합니다 제발 며칠 짼데 빨리 고쳐주세요
865,2,토스 주식 시간 외 거래되게 해주세요 거래 안되는 종목도 많고 업데이트가 시급함 주식 간단한 기능밖에 없어서 불편해요 무료 주식 주고 투자자 많이 확보했으면 관리 잘해야죠 타 증권가 기능 업데이트 안 하면 다 빠져나갈 거임
866,3,잘 쓰고 있다가 갑자기 금액이 물음표로 뜨네요 수정 부탁합니다
869,1,아 제발 토스 계정 탈퇴 좀 하게 해줘라 이런 프로그램 앱은 안 쓴다 왜 남의 신용 정보 함부로 들춰보고 문자질이냐 토스 너희 운영진은 남의 신용 정보 함부로 봐도 되니
879,4,주식 부분 좀 고쳐주심 좋을 듯요
880,4,다 좋은데 주식에서 가진 주시기 수수료와 세금 포함해서 수익인지 아닌지 볼 수 있는 옵션이 있으면 좋겠네요
882,3,토스 증권 사용 시 그래프에 매수매도 타점 및 평 단가가 표시되었으면 좋겠습니다
888,3,토스 증권 주식 시외 단일가 보기 기능도 추가 좀 해주세요
892,1,현재 업데이트가 안되고 있습니다 그리고 앱이 깔리지 않는 경우가 생기고요 빠른 해결 부탁드립니다
893,4,케이뱅크의 플러스 박스나 칼뱅의 세이프 박스도 보이게 해주세요
903,3,다른 건 다 좋은데 미성년자도 부모님 동의를 받으면 토스 증권 계좌를 만들 수 있게 해주시면 좋겠네요
905,1,신분증 인식 자기들이 못해놓고 3번 인식 못 하면 또 우리은행 비밀번호 바꿔야 하고 문자 받고 인증하고 진짜 토스 제정신이세요 전에 계좌다 연결했는데 오랜만에 들어가니 다 사라져서 처음부터 다시 하는 것도 화나 죽겠는데 왜 사람 폭염 날씨에 혈압 올리세요 여기 개발자 삼대가 멸했으면 좋겠네요 진짜 욕이 턱 끝까지 올라오네
914,4,휴대폰 본인 명의 아니어도 사용할 수 있어서 재설치해서 써보고 있어요 엄청 편리하네요 그리고 신용평점 관리하는 게 편하네요 조금 더 쉽고 보기 편하게 해주시면 좋을 거 같아요 카카오처럼 
916,3,토스로 소비 지출 내역 관리 중인데 내역 탭에서 계좌 연결은 되어있더라도 특정 계좌의 소비내역을 선택하여 제외할 수 있는 기능이 추가되었으면 좋겠습니다 내 소비에서 내역을 제외하는 건 알지만 그 계좌 통째로 지우고 싶습니다 하나하나 제외하는 게 귀찮아요
918,4,주식 화면이 단순해서 편할 때도 있는데 너무 단순해서 불편하기도 해요 차트도 네이버 정도로 반영되고 판매 수익에 수익률 표기되면 좋겠습니다 꼭 수정됐으면 좋겠어요 금액 말고 퍼센트가 나오는 수익률 말씀드린 겁니다
919,3,아 주식 매도할 때 가격 미리 뜨게 하는 거 진짜 불편해요 왜 생긴 거예요 일일이 지우고 다시 써야 하잖아요 손이 더 가잖아요 가끔 매수할 때도 문자나 다른 거 알람 뜨거나 뭣 좀 화면 전환해서 확인하고 오면 지정 가했던 게 풀리고 현재가로 매수되던데  화남 서버는 개선됐는지 예전보다 빨라졌는데 왜 개선 서비스 방향을 이상하게 잡으셨나요
921,2,계좌 비밀번호를 정확하게 입력했는데 자꾸 서비스 오류라고 뜨네요 조만간 해결해주실 거라 믿겠습니다
926,3,7월 21일 이후로 토스 앱을 실행하면 저의 계좌가 안 보이고 어떠한 행위를 하면 튕김 현상이 지속됩니다 오류수정 부탁드려요  정말 잘 쓰고 있습니다
928,2,토스 주식 시간 외 거래 종가매매 가능하게 해줘야 하는 거 아닌가
