,score,comment
150,1,공인인증서로 타인 명의 핸드폰 본인인증되는 기능이 된다고 하면서 왜 만들려면 외국인은 개설이 불가하다고 하나요 내국인인데 외국인이라고 해버리면 공인인증서 기능을 뭐 하러 만들어 논 건지 이해가 되지 않네요 이런 거 제발 좀 개선 부탁합니다
151,4,기존 로그인 시 지문인증으로 바로 앱을 열었는데 지금은 로그인 방식을 일일이 선택해줘야 하네요 바로 지문인식으로 앱을 실행시킬 순 없나요
168,3,이번에 리뉴하시면서 마크 M자로 바꾼 거 뭐 하는 짓인지 모르겠습니다 G메일이랑 알람 마크가 같아서 헷갈립니다 K뱅크가 M 마크를 쓰는 바보 같은 짓은 안 했으면 좋겠습니다
174,1,16일 어느 사용분들께서 앱 실행 안된다 했고 답변으로는 정상화되었다고 쓰셨네요 그런데 오늘 제가 실행하려 보니 아직 안 돼요 빠른 조치 부탁드립니다
176,1,로고가 M으로 바뀌어서 케이뱅크가 맞는지 자꾸 확인하게 됨 로고 기획한 사람 자르고 새로 뽑는 게 좋을 듯
247,1,비정상적인 접근이라는 건 뭔 소리야 아놔 은행 어플이 뭐가 이렇게 불안해 빨리 해결 좀 해줘요
250,1,샤오미폰 이용하는데 오늘 갑자기 안되네요 오늘 샤오미폰의 버그리포트 작성하는 앱을 악성코드로 잡더니 k뱅크가 더 이상 사용이 안 됩니다 처리해주세요 이체를 해야 하는데 못하고 있어요
257,1,권한 허용으로 해도 실행이 안됨 아니 내 돈도 못찿고이게 업데이트인가요 빨리 해결해주세요
271,1,갑자기 권한 설정이 필요하다고 떠서 카메라 주소록 등 다 허용했는데 로그인이 안 됩니다 어떻게 해야 로그인이 가능한가요
272,1,앱 UI는 괜찮아요 근데 바뀐 로고는 너무 별로입니다 M을 K로 바꾸는 게 훨씬 나을 것 같아요
278,1,UX가 불편하다 보안인증을 좀 간편하게 바꿨으면 좋겠다
286,1,회원가입 버튼 누르고 폰 번호 인증을 마치니 기기 인증을 하라고 간편 비밀번호를 누르라고 나오네요 근데 아직 회원가입이 안 끝나서 만들지도 않은 간편 비밀번호를 입력하라니요 너무 황당해서 문의를 하니 최근 다른 곳에서 계좌개설해서 가입이 안된다고 오네요 다른 곳에서 계좌개설한 적 없고 오직 케이뱅크 가입 버튼 하나 눌렀다고 가입이 끝나지도 않았는데 이미 계좌가 하나 만들어진 걸로 돼서 아무것도 못하고 진퇴양난이네요 뭘 자꾸 그렇게 인증을 하라고 하는지 이해가 안 가요 불편해요 문의를 해도 똑같은 답만 오니 그냥 포기하려고요 정말 불편해요 인증을 좀 줄여주든가 했으면 좋겠어요  없어요 없었다고요 없었어요 오로지 케이뱅크 하나만 가입 눌렀었다고요
292,1,리뷰 잘 안 쓰는데 업데이트하고 나서 경악스러워서 리뷰 남겨요 이미 같은 의견인 분들 많이 있네요 기존에 k 로고를 내세운 화이트 레드 콘셉트가 너무 깔끔하고 맘에 들었는데 색상 파격적으로 바꾼 거도 모자라 m이 뭔가요 케이뱅크는 초창기 디자인과 콘셉트가 가장 괜찮았네요 똑같은 복붙식 답변 다시더라도 제발 사용자가 말하는 이런 불만족의 의견이 사내까지 닿았으면 합니다 제발 제발 사용자들의 의견을 참고해주세요
300,2,칼뱅보다 접속 느림 개선 필요
306,1,와썹맨 농협 편 보고 사내 꼰대 문화에 고개가 절로 끄덕여졌는데 케이뱅크도 다르지 않다는 걸 이번 CI 변경을 보고 느꼈습니다 그래도 케이뱅크는 이런 질타들을 받으면서 변화할 거라고 믿어요 케이뱅크 오래 쓰고 있는데 성장하는 은행이 되었으면 좋겠습니다 파이팅 그래도 로고 변경은 씹에 바라 별 1개 드림
318,1,오랜만에 출금하려고 접속함 흰 화면이 서 계속 앱이 죽음 리뷰 보고 따라 해도 안됨 휴대폰 재시작 캐시 삭제 뭘 해도 안됨 결국 앱 지우고 다시 깔면 됨 문제는 처음부터 신분증 인증 다 다시 해야 함 은행 어플이 앱 업데이트할 때 문제 생기면 이건 치명적이다고 생각함 코인 아니면 절대로 안 쓸 거 같음 치명적인 실수가 쌓이면 신뢰를 잃을 뿐 지금이라도 앱 개발자 전문가 영입하시던지 비슷한 증상이 생기면 해결 방법을 고객들에게 문자라도 공유를 해주시면 좋겠네요
357,1,어떻게 해도 안되고 계속 앱 오류라고 뜨는데 다른 앱 간 적도 없고 케이뱅크 이체할 때만 사용을 하고 있는데 무슨 앱을 지우라는 건지 그냥 들어있는 돈 이체해주세요 너무 불편하고 불안해서 못쓰겠습니다
380,1,살자살 다 이렇게 실행이 안돼서 힘들어 사용하겠습니까 매번 지우고 재 설치재 인증 그리고 신분증 촬영은 정말 힘들어서 OTP는 하다 중단 뭔가 조치가 필요합니다 평점이 안 좋은 이유를 보시면 될 것 같습니다
418,1,쓰레기 어플임 로그인도 잘 안되고 이체도 계속 오류 남 필요할 때 내 돈을 이체를 못한다면 이게 무슨 금융기관임
419,1,다른 은행은 점검을 새벽에 하는데 여기는 사용자의 불편함이고 뭐고 간에 자기들 편한 시간대에 마이웨이 점검하네 덕분에 필요할 때 못 꺼내고 있다 너희들 스스로가 은행이 아니라 업비트에 빨대 꽂는 원화 저장소로 여기고 있다는 증거겠지 너희들은 은행으로서는 성공하기 글렀다
426,2,앱 접속 오류 해결해주세요
429,1,오류 빨리 해결해주세요 결제도 안되고 통화해도 기다리라고 하고 은행 어플인데 카드도 계좌도 전부 사용 안 돼요 지금 써야 되는데
432,1,하 진짜 로그인도 안 되고 방법 다해봐도 계속 오류 뜨는데 전화는 해도 받지도 않고 해결을 해주던가 좀 해줘요 당장 돈을 못 내서 며칠째 미뤄지고 있는데
455,4,웹 기반 앱이라 뱅킹 시 속도가 상당히 느린 편입니다 이점 개선 바랍니다
483,1,계좌 개설하려는데 알 수 없는 오류가 계속 떠요  어플 지웠다 깔아도 보고 폰도 껐다 켜보고 리플 보니 저만 그런 거 같지는 않은데 해결 좀 해주세요
506,1,쓰레기 앱 회원가입 시간 두고 10번을 넘게 시도했으나 인증번호 누르고 다음 버튼이 뒤져도 안 눌러짐 이런 사람들 많은 거 같은데 왜 빨리 개선을 안 하는지 이해가 안 되네
517,1,앱이 첫 화면부터 먹통 돼서 안 들어가지네요 빨리 조치해주세요
522,1,잘 쓰고 있다가 왜 갑자기 앱 실행이 안 되나요 해결은 해주세요
523,1,첫 화면에서 안 넘어가면 공지나 머 해줘야지 돈 급하게 보내야 하는데 아 짜증 나네
531,1,계좌 개설하려고 본인인증하고 있는데 인증번호 적는 칸에서 넘어가질 않아요 다른 버튼은 다 눌리는데 확인 버튼만 안 눌리고 계속 뭘 못 하고 있네요 뭐가 문제인가요 빠른 해결 부탁드립니다
550,1,자꾸 첫 화면에서 에러 납니다 개선 좀 해주세요
564,1,계좌개설하려고 인증하려는데 인증번호 받아도 다음 버튼이 인식이 안되는지 다음 화면으로 안 넘어 가요 인증번호도 몇 번 다시 받아보고 어플도 다시 깔아봤는데 문제 해결해주세요
577,1,도대체 사진을 어떻게 찍어야 등록이 되는 겁니까 정확히 35분째 숨과 손 떨림을 참아가며 사진을 찍었으나 결국 거부 연예인 화보도 이렇게 정성 들여 찍진 않아요 중간에 포기하려 해도 그것도 안되고 계속 사진을 등록하라고 요구해요 결국 재부팅했습니다 사진 등록이 안되면 포기하는 장치라도 마련해주세요 다음이 조중동 기사로 도배가 된 게 마음에 들지 않아서 카카오 대신 케이뱅크를 선택했는데 그냥 카카오로 가렵니다 이 모든 게 사진 등록 스트레스 때문입니다
594,1,첫 화면에서 안 넘어가요 빨리 개선 좀
635,1,계좌 개설하는데 인증번호만 받으면 정지가 돼버리네요 계좌를 못 만들고 있어요 빠른 해결 부탁해요
642,1,앱이 업데이트되어있는데도 넘어가지 않고 자꾸 오류 뜨네요 빠른 조치해주세요
663,1,왜 같은 오류가 반복해서 발생하는데 대처를 안 하는지 첫 화면 이후로 진행이 안되고 오류 발생으로 앱 종료 급하게 이체가 필요한 사람은 미쳐 버릴 듯 업데이트를 하던지 좀 사람들 반응에 긴급 대처가 절실히 요구됨
680,1,앱 실행이 안돼요 첫 화면에서 멈춰있습니다 다시 깔아도 안됩니다 갤럭시 S20이에요 빠른 해결 부탁드립니다
681,1,왜 접속이 안되는 건가요 공지도 안 오고 며칠째 들어가지도 못하고 있는데 확인 좀 해주세요
685,1,지금 초기화면에서 안 넘어가는데 나만 그래요 앱 지웠다가 다시 깔아도 계속 안 넘어갑니다 답변 부탁드려요
707,1,접속 오류 납니다 빨리 해결해주세요 짜증
717,1,왜 첫 화면에서 안 넘어가나요 하란 대로 다했는데 진행도 안되고 아 진짜 짜증 납니다 빨리 해결 좀 해주세요
719,1,알뜰폰 구형인데 업데이트 문제가 있어서 삭제하고 다시 설치하려고 했는데 검색조차 안되고 기업용 만 있어서 설치도 못하고 있습니다 사용 가능하게 조치를 부탁드립니다
720,1,왜 접속이 안됩니까 지웠다가 다시 설치해도 안되는데 도대체 무엇을 더하라는 거야 제대로 된 설명 좀 해보시라고요 복붙하지말고 지금 이 상황 정확히 육하원칙으로 설명 좀 부탁합니다_
722,1,나만 안되는 줄 알았는데 다 안되는 거였구먼 사람들 의견은 읽냐 너희들이 제시한 문제 해결방법을 해봐도 안되니깐 개선을 하라는 건데 또 복사 붙여넣기나 하겠지 빨리 고쳐라 좀
724,1,접속이 안되네요 앱 제거 후 두 번 다시 깔아 보았는데 역시 또 먹통입니다 담당자의 신속한 답변을 부탁드립니다
728,1,이  내 돈 내놔라 신분증 재확인 무한 루프냐 그럼 통장 개설을 시키지 말던가 입금하고 나니까 신분증 재촬영 요구하고 고객센터는 나 몰라라 하고 선명하게 잘 찍혔고 입력란에 틀린 거 없이 잘 입력까지 되었는데 뭐가 문제야 여기도 계속 재촬영 하라고 하더니 어떻게 잘 넘어간다 싶으면 재촬영하라고 문자 오고 이건 정말 늪이네 영상통화는 되지도 않는 걸 하정 말 이거 어떻게 제제할 방법 없나 미치겠네 상담원이랑 싸울 수도 없고 그렇다고 해결되는 것도 아니고 그냥 개선해줄 때까지 없는 돈인 거야 참 내 내 허비한 시간 속 터짐 어이없네;
736,1,하라는 세 가지 방법 다 하고 앱 삭제했다가 깔아도 소용없네요 문제가 있으면 알림이라도 줘야 하는데 그냥 답변도 복붙외엔 없네요 밑에 분이 세 개다 했다는데도 또 세 가지 해보라는 복붙답변뿐 빨리 해결 좀 해주세요 카드값이니 뭐니 내야 하는데 이렇게 막혀있으면 돈 있어도 신불자 되겠네요
738,1,잘 쓰고 있었는데 갑자기 한순간 접속이 안되네요 다른 분들 답글 보며 3가지 방법 모두 다해봤지만 안되네요 빨리 복구해주세요 큰돈이 있고 사용해야 하는데
763,1,카카오 인증에서 자꾸 오류메시지가 뜨네요 빠른 조치해주세요
769,1,로그인 자체가 안됩니다 제대로 돌아가는 즉시 돈 딴 데로 빼는 게 나을듯하네요
781,3,실명확인 안 된다 신분증 인식이 안된다고 자꾸 그러네요 메일은 보내놨는데 확인 부탁드립니다 왜 이러는 건지 모르겠네요;; 고객센터 통화도 안 되고 케이뱅크 로그인이 안 됩니다
789,1,얼마 전부터 어플 접속 자체가 안 됩니다 업데이트다 했는데 어플 실행하면 로딩도 안됩니다 은행이라고 있는 어플이 며칠 동안 접속 문제가 있다니요 입출금 필요한데 어떻게 합니까
810,4,다 좋고 디자인도 깔끔해서 이것만 써요 근데 진짜 딱 아쉬운 거 하나가 전체 계좌를 볼 때 스크롤 할 때마다 계좌들이 선택돼서 편집 모드로 가니까 불편해요 그것만 바뀌면 정말 좋을 것 같아요
811,1,접속 좀 하게 해주세요 로고 뜨는 페이지에서 넘어가지 않음 며칠째 안됨; 재 설치도 안되고요 캐시 지우기 뭐 다해봤는데도 안됨 급하게 돈 보낼 곳들이 있는데 그냥 묶여버림
814,1,먹통 됨 실행 자체가 안 됨 급한 일 있을 때 이러면 진짜 열받을 거 같음 은행 어플이 이렇다니 너무 심하다 개선 필요
835,2,최근에 어플 접속이 안되는 이유가 무엇인지요 요 며칠 계속 어플 접속이 되지 않아 불편을 겪고 있습니다 빠른 조치 부탁드립니다
837,1,한도 제한 적당히 해라 어이가 없네 필요한 구비서류도 제대로 안내 안 하고 계좌 개설부터 입금은 제한이 없고 출금은 제한이 있다 이건 고객들 불편함만 극대화하고 일반 시중은행 OTP까지 등록하고 구비서류를 넣었더니 마스킹 해제하라고 장난치나 직접 움직여서 발급한 서류다 뭐가 더 필요하냐 너네는 마스킹 처리 개인 정보 때문에 당연한 거 아니냐 하다못해 등본을 발급받을 때도 뒤에는 마스킹 처리한다 근데 너희들은 뭔데 마스킹 해 제한 서류를 요청하냐
861,1,아니 앱이 왜 안 되나요 지금 댓글들 보니 상당하던데 빨리 조치해야 하는 거 아닌가요 복붙하지 말고 개선을 시키고 조치를 취해 불편하지 않게 해야지 계속 썼었고 당장 이체해야 하는데 지금 장난들 하나
868,2,금융 인증서 발급할 때 영상통화만 5번 넘게 했네요 본인인증이 완료된 뒤 otp 발급 필요하다는 창이 떠서 발급하면 처음부터 다시 금융 인증서 발급 순서로 가네요 수정해주세요
869,2,이체할 때 거래 번호 누르는 화면이 뜨지 않아서 이체를 못하고 있습니다 여러 번 시도해보아도 거래 비밀번호 누르는 숫자판이 뜨지 않아서 안되네요 어서 해결해주세요
871,1,어제부터 앱 접속이 안됩니다 와이파이 캐시 삭제해봤지만 k 마크에서 안 넘어갑니다 빨리 거래 가능하게 해주세요
876,1,아니 서버 관리가 아주 엉망인가 봐요 하루 종일 네트워크 환경이 안 좋아서 접속이 안된다고만 하니 아침까지 사용했는데 갑자기 안되니 환장하겠습니다 자동 복사 답변은 필요 없으니 접속만 잘 되게 해주세요
898,2,송금해야 하는데 앱 접속이 안됩니다 타 금융사는 모두 접속되는데 케이뱅크만 안돼요 서버 관리 잘 부탁드려요
902,1,오류 좀 빨리 수정 좀 해주세요 지금 로그인도 안되고 아무것도 안돼요
911,1,제발 돈 좀 뽑게 해주세요 왜 이렇게 오류가 많이 나고 시간만 버리고 있고 제발요 이딴 것도 은행 어플이라고 휴
914,2,그동안 잘 썼는데 왜 계속 먹통인가요 문의 글에 달린 답글대로 해봐도 안됩니다 빨리 해결 좀 해주세요
917,1,10번 넘게 접속 핸드폰 켰다 껐다 반복 캐시 삭제 와이파이 LTE 번갈아 가며 재접속 해도 로고만 계속 뜨고 어플 접속이 제대로 되지 않습니다 주거래 은행으로 케이뱅크를 쓰고 있는데 절실히 필요할 때 먹통이니 너무 화가 나네요 고생이 많으시나 빠른 조치 바랍니다
933,1,먹통 을 고치셔야죠 캐시 삭제가 답입니까 캐시 의미 없음 복구해주세요
940,1,이 정도 민원이면 어플 개선해야 하는 거 아닌가요 지금도 계속 먹통
948,1,접속이 왜 계속 안되냐고요 톡 상담 연결이 안되고 이럴 거면 없어도 되는 뱅크 아닌가요 개선 좀 해주던가 감당이 안 되면 하질 말던가 하
975,1,오류가 발생했습니다 잠시 후 다시 시도해주세요 기다리면 되는 건 거요
994,1,그 신분확인할 때 신분증을 사진으로만 찍는 것이 아니라 직접 입력도 추가해주셨으면 싶습니다
1013,1,앱이 새벽부터 지금 시간까지 안 들어가지는데 입출금 해야 해서 접속하는 중인데 K 로고만 뜬 채로 접속이 안되네요 댓글에 나온 방법 다해봤습니다 뭐죠 입출금이 당장 필요한 사람에게 접속이 안되는데 그게 은행인가요 예전에도 1일 한도로 문제를 봐와서 정상적이진 않구나 싶었는데 이런 기본적인 문제까지 끊이질 않네요 이런 식으로 관리 안 되고 앱도 하나 제대로 관리 못할 거면 은행 운영하시면 안 되죠 댓글 보면 피해자가 한둘입니까 제도 좀 제발 개선하세요 이용자 수용할 수 없으면 가상화폐 거래소랑 연동을 하지 말던지요 그냥 안 써버리면 그만인 뱅크
1021,1,해킹 위협 앱이 설치되어있다고 실행이 안되네요 업무상 꼭 필요한 앱인데 그래서 다른 은행으로 대체 가능한 케이뱅크 계좌를 폐쇄합니다 최소한 플레이스토어나 원 스토어 등에 올라가있는 앱은 패스시켜야 하는 것 아닐까요 다른 은행은 경고만 띄우고 실행은 되던데 케이뱅크 앱에서 문제 앱이 뭔지 안 알려줘서 개고생했으니 저도 무슨 앱 때문에 못썼는지 안 알려드립니다 그냥 계좌 폐쇄하고 앞으로 안 볼래요
1053,1,케이뱅크 로고에 하얀색 화면만 나오고 기다리니깐 어플이 종료되네요;; 빨리 해결 부탁드립니다
1057,1,앱 접속이 안되네요 앱 로고 뜨고 먹통입니다 폰은 바꾼지 4개월 된 갤럭시 z 플립이고요 집에서 와이파이 lte 번 걸 아 가며 접속해봤습니다 Lte 무제한이고 집 번화가 근처이고요 캐시도 지워봤고 앱 지웠다가 깔았다가 4시간마다 해봤는데 안되네요 45번 한 거 같네요 답답합니다 K뱅크 앱 관리 좀 잘해주시고 빠른 피드백 부탁드립니다
1060,1,신분증 본인확인 절차가 무척 분노하게 함 인내심 시험 잘 안되면 되게 앱 환경을 개선하지 않고 고객의 부편을 개무시한다  발
1082,1,신분증 사진 이 안 찍혀요 불편해요 어떻게 해야 돼요 어느 정도 맞춰도 안되는데 개선 좀 해주세요
1085,4,두 번째 등록을 수천만에서 새로 과리봬보니 백만워눌금 입금이 됩니다 수 천만까지 회복해주세요
1132,1,장기니 사용 해제도 안 해줘 톡 상담은 10분을 기다려도 안되고 앱 관리는 하는 건가요 진심 궁금하네
1135,2,210504 수정 오류 내용을 보내달라고 해서 상세히 보내더라도 읽지도 않습니다 개선 의지라곤 눈곱만큼도 없으며 업비트에 빌붙는 빈대 같은 제3은행권 미만 수준의 관리에 박수를 보냅니다 이전의 기존 내용 매번 실행 시마다 새롭게 로그인을 해야 하고 비밀번호 등록 이후엔  001002 getdeviceid is empty라는 오류와 함께 로그인 자체가 되지 않는 경우가 굉장히 빈번히 일어남 유일한 해결법은 재설치인 것으로 보여 재설치만 3차례 넘게 진행함 가상화폐 거래소가 아니었다면 그 누구도 사용하지 않을 희대의 쓰레기 은행 애플리케이션 제도권 은행의 앱도 최적화가 덜 되었지만 이 앱은 최적화는커녕 완성도 자체가 사상누각 수준
1144,1,아 오류 해결 좀 해줘요
1159,3,공동 인증서 발급 시 필요한 것 최신의 신분증 otp 가능하면 9시부터 6시 사이에 진행할 것 다른 건 그렇다 치는데 세션 만료는 정말 당황스러웠고 제발 1년 후에는 뱅크 샐러드 연동이 아이디 패스워드로 되기를
1163,3,전에 업비트 가입할 때 케이뱅크도 계좌 만들려다 말았다가 이번에 만들려는데 427에 만들었다고 그때 업비트만 가입하고 케이뱅크는 계좌 만들려다 말았습니다 527날 만들라는데 만든 적 없습니다 확인하시고 조치 부탁드립니다 계좌 없어요
1176,1,사진으로 촬영된 신분증으로 올렸더니 확인이 필요하다고 뜨고 하루가 지났네요 퇴근하고 집에서 찍으려고 해도 계속 확인 중이라고만 떠요 좀 빠른 진행 부탁드릴게요
1213,1,출금 꼰대 은행 겨우 한도가 1백만 원이라니 꼰대은행 개선하시오
1236,3,올원뱅킹에서 k뱅크로 송금을 잘못하였습니다 자금 반환 청구를 올인 뱅크에 다 신청하고 k뱅크에 의뢰를 했어요 너무 갑갑해서 문자 얼러봅니다 나의 실수지만 큰돈이라서 회수 요청했는데 본인한테 연락이 됐다고 하는데 아직 돈을 반환받지 못하였습니다 이럴 때 진짜 잘못한 실수로 인하여 상심이 큽니다 상대방에게 배려 부탁드립니다
1242,3,신분증 재확인하래서 했는데 언제까지 기다려야 되나요 빨리 처리 좀 해주세요
1254,3,톡 상담원이 친절해서 별 다시 1개에서 3개로 수정했습니다 예를 들어 한도 조정하면 서류가 필요한데요 일치 실패했을 때 문자로만 끝내지 마시고 유선으로 연락을 주셔서 빠른 업무 처리가 되었으면 합니다
1270,1,신분증 사진촬영은 진짜 열받도록 인식 안되면서 고집하는 이유가 뭔지 궁금함 을로 인식할 박대 가리 ai인데 이것 좀 고쳐줬으면 좋겠음 그리고 상담원 연결하는 거 제발 예약시간에 맞춰서 연락하세요 2시 예약해놓았는데 선약 있던 1시 20분에 통화 걸고서는 안 받았다고 다시 예약하라는 거는 무슨 경우죠 예약을 구체적으로 시분까지 맞춰 예약받으실 거라면 사용자가 맞춘 시간에 연락 주세요
1277,1,어제부터 어플 접속이 안되는군요 무슨 이유인지 공지라도 좀 해주세요
1288,1,통장 한도 해체하는데 엄청 어렵네요 공인인증서 필요하다 해서 만드는데 인증서 발급 과정에서 통화하는 부분이 있는데 직원이 전화를 안 받네요 고의적으로 그러는 건지 답답합니다
1291,1,광고성 수신 동의 안 한다니까 안 넘어 가지는 이유가 뭔가요 아무리 좋은 혜택도 필요 없어서 거절하는데 무조건 가입 시킬 거면 선택 체크를 만들지를 만들가
1296,1,앱 접속이 안됩니다 리뷰 보니 다른 분들도 그런 거 같네요 폰도 다시 켜보고 했는데 안되네요 폰은 갤럭시 노트 20울트라이고요 실행 안 되는 거 스샷도 찍어놨는데 사진 참 부는 안되네요 빨리 해결해주세요
1317,1,통장 개설한 적이 없는데 4월 15일 날 개설이 되었다고 20일 뒤에 다시 하라고 떠요 혹시 몰라 계좌 있는 거 내용 들어가 보니 기기 인증 까지되고 비번은 당연히 모르니 뭔가 싶어요 확인 부탁합니다
1362,1,한도 제한 해제에 필요한 서류 다 보냈지만 거절 고객센터 전화도 안 받아 톡 상담도 않되 내 계좌 내 돈을 찾고자 하는 고객을 잠재적 범죄자 취급하는 이상한 은행 미치겠다
1368,2,유해한 앱이 감지된다면서 계속 설치 안됩니다 어떻게 해야 할지 해킹 감지 앱이 있다고만 하고 다른 설명이 없어요 어떤 앱을 지워야 하나요 구체적인 앱 설명 부탁해요 ᆢ
1378,1,신분증 촬영 오류로 인해 10일째 사진만 찍고 있습니다 대책 강구를 위해 고객센터에 전화하면 무슨 통화량이 많아 대기하라고 나오고 해결책 좀 부탁드립니다 업비트만 아니면 k뱅크 사용할 일 없겠지만 젠장 도와주세요
1414,1,답변 복사 붙여넣기 하지 말고 오류 수정 똑바로 하세요 해당 계좌에서 이체 못해서 필요할 때 못 써서 피해생기면 어쩌실 건데요 기다렸다 접속하라는데 3일 동안 그렇게 해도 안되면요
1425,1,왜 앱이 안 열리나요 빠른 조치 부탁드립니다 전 삼성 s20눌트라 사용 중입니다
1436,1,케이뱅크가 응답하지 않음 앱 실행조차 안됩니다 제 계좌 알아서 입금은 했는데 출금은 어찌할까요 10년 만에 열받아서 소리 질렀습니다 당장 해결해주세요
1453,1,어 후기가 안 좋을만하네요 어디 인디그룹이 만든 앱인 줄 알았음
1456,1,복호화 오류 접속 느림 해결 좀 해주세요
