,score,comment
470,1,1월 13일 업데이트 내용 자세히 적어달라고 했고 답변도 달려서 뭔가 바뀌는 줄 알았는데 3월 22일 업데이트도 내용이 기타 사용성 개선이네요 리뷰 무시하고 복사 붙여넣기 답변만 등록하는 거 잘 알겠습니다  업데이트 내용 기타 사용성 개선 딸랑 한 줄 적어놓고 자동 로그인 지문 로그인 다 초기화 시켰나요 뭐가 편해진 건가요 이름이 원규라서 업데이트 내용도 원류로 적으셨나 보네요 재설치 하라고 매크로 답변해 주실 필요 없고요 업데이트할 때는 뭐가 바뀌었는지 좀 보이는 데다 적어주고 기존 앱 업데이트 상황 테스트도 좀 해주세요  하나원큐 하나 알림이 이제는 뉴 하나원큐 앱이 엄청 많네요 뭘 써야 할지 모르겠어요  하나 지큐 하나 쓰리큐 하나 포 큐 하나 파이브큐 나오는 건 아니죠 
485,4,이전 버전보다 많이 간편해졌습니다 하지만 하나금융그룹의 어플들을 좀 더 통합하시는 게 사용자 입장에서 필요하다고 생각합니다
492,1,입출금 알람 잘 되다가 며칠 전부터 안 뜹니다 폰 설정 건드린 거 없어요 확인 좀 부탁드립니다
502,1,지문인증하는데 별도 앱이 필요해서 불편
518,1,앱 종료 시 팝업창 일부러 꺼지게 해서 광고 클릭 유도하나요 이런 걸 제보해도 고칠 생각을 안 하는 건지 못하는 건지 좀 한심하네요 금융 어플이라면 좀 더 빠른 대처가 필요하다고 봅니다
529,1,급하게 계좌 거래 확인이 필요하여 알아보려고 했는데 앱 자체가 실행이 안 돼버리는 건 왜인지
532,3,앱이 실행이 안됩니다 확인해주세요
541,1,7시 정도까지 이용했는데 아침 8시 정도부터 갑자기 앱이 튕깁니다 다른 고객들에게 답변한 그대로 해봤지만 안 됩니다 하나카드 앱도 되고 다른 은행 앱 다 되는데 얘만 안 돼요 빠른 확인해주세요
545,1,오늘 아침부터 계좌 확인해서 송금해야 되는데 클릭하면 튕겨서 쓸 수가 없네요 좀 관리 좀 해주세요 서버 문제 있으면 공지라도 띠워 주시던지 밖이라서 컴퓨터 쓸 수도 없는데 미치겠네요
552,1,최근 업데이트 이후에 앱이 안 켜지고 자동으로 종료됩니다 확인 부탁드립니다 다시 깔면 그때만 잘 접속되고 금방 먹통이 되네요
553,1,개판 고 앱이 단종되면 어떻게 해야 한다고 설명해줘야지 계속 실행돼 들어가지지가 않음 개판
554,4,이체할 때 계좌번호를 복사해서 붙여넣기를 하면 숫자만 딱 붙여져서 너무 편리하고 좋았는데 최근 그 기능이 안되더라고요 저희 집식구 4명 다 원류 쓰는데 같은 말을 하네요 어렵지 않으면 다시 쓸 수 있게 해주세요
555,1,갤럭시 S10 플러스 사용 중인데 요 근래 들어 자주 충돌 나서 앱 실행이 안됩니다 확인해주세요
562,3,하나원큐에서 학생증 발급하라고 학교에서 연락이 와서 영하 나를 통해 신청하라는데 신청하기 버튼 누르니까 앱 업데이트를 하라네요;; 그래서 플레이스토어를 통해 업데이트를 누르려고 하니까 이미 최신 버전인 지 열기 버튼만 있습니다 오류라면 고쳐주세요 혹시 다른 방법으로 신청하는 게 있다면 설명 부탁드려요
581,1,앱 개발자께 건의드립니다 자주 쓰는 계좌 목록을 수정할 때 순서를 바꾸고자 하면 하나를 선택 후 위 또는 아래로 끌고 가야 하는데 화면 내에서만 움직입니다 그러니 맨 밑의 계좌를 위쪽으로 올려놓으려면 여러 번 해야 하는 불편이 있네요 기초적인 기능인데 여기서는 불편하게 되어있어요 개선 바랍니다
598,1,앱이 너무 느리고 너무 무겁습니다 개선이 왜 안될까요
613,3,해외에서 이용하는 사람들은 폰 인증이 안되시는 분들이 많잖아요 그래서 신분증 인증이나 다른 방법도 기술적으로 넣어놔야 할 듯요 오픈뱅킹 이용하려고 하니 폰 인증이 계속 나오고 다른 인증 절차도 첨가하면 좋겠어요 그리고 신분증 인증이나 공인인증서로 다시 한번 확인한다든지요
620,2,다른 것보다 켜두지 않은 상태에서도 자꾸 상태창 뜨네요 배터리 소모도 증가할 테고 백그라운드에서 계속 실행되고 있다는 점에서 찝찝하네요 타사처럼 쓸 때만 실행되게 해주세요
622,1,앱이 제대로 안 열려요 개선 좀 해주세요
631,1,송금할 때 앱이 강제 종료되고 비밀번호 처음부터 다시 입력해야 되는 게 이번에 두 번째네요 송금 한도가 안돼서 오류가 나는 거면 오류 원인도 알려주면 참 좋겠습니다
634,1,아니 뭘 하려고만 하면 서비스 이용 불가가 뜨네요 빠른 개선이 필요합니다 
637,2,기존 하나원큐 앱에서 사용하던 심플 이체가 사라졌어요 앱이 업데이트되더라도 기존 사용하던 기능과 정보는 그대로 옮겨와야 하는 거 아닌가요 저는 심플 이체 기능과 저장된 내용이 새로운 앱에서 사용할 수 없다면 계속 구 버전을 쓰고 싶네요 자꾸 구 버전에 기능 예를 들면 상품 가 입 막아놓고 신버전 강요하지 않았으면 좋겠어요 자신 있으면 구 버전을 플레이스토어에서 삭제했겠죠
638,1,신분증 인증이 전혀 안되네요 어두운 배경에서 빛반사 없이 찍어도 일치하는 정보가 아니라면서 인증에 실패합니다 최신 신분증에는 옛날에 가지고 놀던 딱지처럼 보는 각도에 따라 숨겨진 그림이 여러 개 보이는데 혹시 이것 때문이 아닐까 조심스럽게 생각해봅니다 신분증 인증 부분에 대한 개선을 부탁드립니다
658,1,일단 앱을 새로 깔아야 한다는 거부터 구앱 다운 수가 500만인데 인력 관리가 어떻게 되길래 개발된 지 몇 년 되지도 않는 걸 포기하고 새로 개발을 하시는 건지 은행 4군데 쓰고 있는데 난감하네요 커뮤니티 앱도 아니고 뱅킹 앱이 몇 년 만에 기존 앱에서 필요한 기능을 추가하는 안은 아예 고려하지 않았던 건가요
671,1,진짜 카메라 인식 개선 좀 하세요
687,1,웬만해선 후기 안 남기는데 증권 들어가는 게 왜 이렇게 버벅거릴까요 세션이 종료되었다고 계속 뜨고 증권은 1분 1초가 중요한데 예전처럼 분리하는 게 좋을 것 같아요
689,1,갤럭시 스토어에서 어플을 업데이트할 때마다 실시간 검사 알림이 뜹니다 보안 어플도 아닌데 왜 하나은행이 제가 사용하는 어플하고 정보를 검사하고 있나요 빠른 수정 부탁드립니다 ‐ 밑에 나와있는 개발자 답변 완전히 거짓입니다 앱 업데이트할 때 꼭 보세요 갤럭시 스토어에서 앱이 업데이트되면 꼭 알림 창에 실시간 검사가 몇 초간 떴다가 사라집니다 앱 검사를 안 한다면 왜 업데이트마다 실시간 검사 알림이 몇 초간 떴다가 사라지나요 진짜 성의 없이 답변하지 말고 어플 동작 제대로 확인하세요 분명히 다른 앱 업데이트 시 알림이 표시됩니다
700,1,앱 업데이트 이후로 아예 들어가지가 않습니다 빨리 문제 해결해주세요
704,1,자꾸 에러 나고 뭡니까;필요할 때 이체도 안되고 짜증 납니다
720,1,개 같은 오류들 개선 좀 해라
723,1,로그인하면 바로 계좌 화면으로 나왔으면 좋겠어요 로그인하고 전체 계좌 또 클릭하고 예전보다 빠르지도 않아 너무 답답하네요 급히 이체하려 할 때 진심 느려요
730,1,이건 너무하네요 로그인해도 계좌도 안 나오고 어제부터 계속 그러네요 오류인 가요 버그인가요 좀 심하네요 방금도 로그인해서 들어가니까 또 계좌도 안 나오고 그러네요 새로 고침 해도 되다가 아예 안 됐다가 그러네요 빨리 수정해주세요 버그나 오류 안 생기게 요
737,1,관계사 통합조회를 하면 하나 투자 하나카드 등 타금융은 잘만 조회되는데 정작 하나은행만 조회가 안되고 로딩 창망 계속 돌아가네요 이럴 거면 예전 구하나 어플 다시 돌려주던가 하세요 어플 자체를 지우고 재설치만 10번 넘게 했는데 개선이 안되네요  정작 하나은행이 조회가 안되는데 이럴 거면 신규 어플 뭐 하러 만들었는지 이유 좀 말해주세요 별 하나도 아깝습니다
745,3,이체자 홍길동 이름으로 조회되게 해주세요 길동이에게 반년간 송금한 내역 입금된 내역을 한눈에 볼 수 없으니 많이 불편해요 그리고 자주 이체 등록 시 생활비로 설정하면 매번 따로 입력 안 해도 되는데 이름으로 되어있어 매번 생활비로 치는 것도 번거롭습니다 구 버전이 더 편했어요
753,1,전에 구하나 원규 썼었는데 빠른 이체 서비스 있어서 보안카드 갖고 다닐 필요 없어서 이체가 빨랐는데 새로운 하나원 큐롯 다시 등록하려니 그 자체가 없다고 나오네요 제가 못 찾는 건가요 아니면 없앤 건가요 보안카드 갖고 다니기 불편한데 새로운 앱이 더 불편한 거 같아요
757,1,간편 비밀번호 설정은 어디서 하나요 아시는 분이 잊어버렸다고 해서요 찾으려고 해도 보이지 않네요 답변 부탁드려요
779,3,업데이트 이후 너무 느리네요 로딩이 빨리 됐으면 좋겠어요
790,1,앱 점검이 필요할듯합니다 접속 자체가 안됩니다 네트워크 오류라고 계속 뜨고요
795,1,정말 별 하나도 아깝다 여기는 만들고 테스트 안 해요 10년 넘게 쓰고 있는데 이체 누를 때마다 창 하나씩 떠서 헷갈리게 하고 자주 쓰는 이제 관리는 어디로 처박아서 등록도 힘들게 하고 순서 바꾸는 거는 느리고 끊기고 저장도 안 되고 화살표는 작아서 손으로 누르면 수정으로 들어가고요 제발 또 개선하느라 돈 쓰지 말고 전 버전으로 쓰세요 그 개발비 아껴서 손님들 대출이자 예금이자 혜택 주세요 그리고 예전에는 검색하는데 단어 쓰면 관련된 기능 나왔던 거 같은데 지금은 돋보기 꼭 눌러야 하네요 점점 기능이 낙후됨
800,1,아니 계좌 비번 사후 등록해야 하는데 폰 인증하면 시스템 장애 중이라 잠시 후 다시 이용하라는데 밑에 크롬 업데이트고 재설치고 하면 뭐하나 안 되는데 인증만 10번 넘게 하다 열받아서 올립니다 로그인도 아예 안 되고 월급 나오면 뭐하나 앱이 접속이 돼야 돈도 사용하지 앱 접속이 안 돼서 돈 수령도 못하고 굶으라는 건가요 전화 퇴근 전까지 못 받으니까 댓글로 상세히 안내하든복붙말고 문자 안내하든 해주세요
819,1,공인인증서로 로그인을 선택하면 앱이 죽어요 공인인증서 밖에 없는데 쓸 수가 없네요 빠른 확인 부탁드립니다
824,2,구 버전이 좋았어요 자주 쓰는 계좌이체할 때 이름으로 검색할 수 없어서 원시적으로 내려서 찾아야 하고 또 은행 병 없이 로고만 표시하고 있어서 어떤 은행인지 알기 힘들어요 개선 바랍니다 너무 불편합니다
843,1,최악 사용성 개선이라는데 대체 뭘 개선한 건지 로그인도 안 되고 매번 이러니
844,1,두 계좌 이체하려고 하면 튕긴다 하나은행 갈아타야 하나 앱 진짜 못 쓰겠네 이거 좀 개선 좀 해줘요 아침에 몇 번을 튕기는지
849,1,공동 인증서 갱신 등으로 PC에서 절차 진행하는데 중복 로그인 오류 발생하네요 모바일 OTP 번호 생성을 위해 앱을 켜서 번호를 입력했더니 어플이랑 PC랑 중복 로그인 됐다고 계속 반복하는데 이럴 거면 모바일 OTP 왜 연동한 겁니까 확인하고 업데이트가 필요해 보입니다
851,1,원류 앱 접속 자체가 안 됩니다 핸드폰 기기를 바꾼 후부터 응답 없다는 메시지와 함께 튕겨지네요 원인 파악에 도움이 될지는 모르겠으나 갤럭시 노트 9로 기기 변경했습니다 결제 내역 좀 보려고 들어가려 하는데 로그인 화면은 구경도 못 했습니다 왜 이러나요 다행히 토스도 함께 사용 중이어서 은행 업무는 볼 수 있는데 아무래도 해당 카드사 앱으로 확인하는 게 자세히 나와 있어서 꼭 필요해요 하나은행만 이용하는데 앱 때문에 주거래은행이 바뀌는 일은 없었으면 해요 답변 부탁드려요
861,2,왜 그런지는 알겠는데 한 번 계좌번호 실수하면 계속 안되는 게 조금 불편하네요 조금 더 초과될 때 확인하는 횟수가 높으면 좋겠네요
867,2,로그인 시 공동 인증으로 그 인구 공인인증서 방식으로 하려니 자꾸 앱 중지 안내가 뜨고 안되는데 어떻게 된 건가요 다른 방식 간편 비밀번호 이런 거로는 되더라고요 꼭 필요한 공동 인증 로그인으로 로그인해야 됩니다
885,1,로그인하면 멈추는데 무슨 말이 더 필요할까요
893,1,로그인이 갑자기 안돼요 나만 그래요 앱 바뀌고 욕 많이 먹는 거 보긴 했는데 이전 어플 없애고 강제로 새어 프로 깔게 했으면 이 정도는 보완해야죠 어플 때문에 할 수 없이 주거래 은행을 바꿔야 하는 어처구니없는 이 상황을 어쩌면 좋을까요 하나은행 어플 개발한 사람 실직당했으면 좋겠네요
936,1,다른 은행과 비슷해요 고객센터 상담원이나 충원하세요 상담원과 통화 좀 할 수 있으면 좋겠네요 은행 지점 및 ATM 기기까지 착실하게 철거하더니 이젠 고객센터도 문 닫는가요
937,1,업데이트도 느리네요 속 터져요 성격 급한 사람은 뛰다 목 빠지겠네요 웨 업데이트하는데 느려지나요 개선이 필요합니다
975,1,기존 거 제거 안 한 상태에서 받아서 금융상품 조회하다 기다림에 지쳐 그냥 새 앱 꺼버렸어요 상품 조회하는데 속도가 왜 이래요 1분 기다리다 강제 종료했네요 아직 많은 기능을 사용하지는 않았지만 필요 없는 것들 잔뜩 넣어놓고 은행 업무의 핵심 기능을 잃은 거 같네요 전 계속 구앱 사용하려고요 그리고 어떤 때는 잘 되고 안되고 아직 불안정한 거 같네요
1012,3,홍채인증은 사라진 건가요 밖에서 마스크 벗기도 힘든데 얼굴인증 아니면 지문인증이라니 홍채인증으로 로그인하는 것이 다시 가능해졌으면 좋겠습니다
1027,1,기존 어플 잘 쓰고 있었는데 대체 왜 바꾸라는 건지 이해도 안 가고 인터페이스도 훨씬 불편하고 등록해 놓은 적도 없는 얼굴인식은 왜 자꾸 하라는 건지 얼굴인식 기능 꺼두는 것도 없고 뭘 어쩌라는 건지 그냥 이전 어플이나 쓰게 해줘요 지문등록 새로 하려고 해도 얼굴 등록부터 하라고 뜨질 않나 짜증 나 죽겠네 얼굴인식 기능 불편해서 사용하기 싫다고요 답변은 왜 로그인만 알려주시는 건데요 로그인은 이미 자동 설정해둬서 상관없고 그거 말고 이체할 때 말입니다 얼굴인식 왜 자꾸 뜨는데요
1029,1,무한 로딩에 접속도 못하고 구 버전보다 더 안 좋게 만들어서 봐야 할 업무도 못하고 편하자고 한일에 은행 가서 일봐야 하고 짜증 나네요 이럴 거면 구 버전도 쓸 수 있게 해주세요 별 하나도 아깝네요
1032,1,이벤트 페이지 점검 좀 해주세요
1033,3,하나 알림이를 깔야 야지 push 알람 받을 수 있나요 이 앱에서 push 알림 설정해서 실험해보니 push 안 오던데요 문자 말고 유료 push 알림 무료 설정법 설명 부탁드립니다
1036,2,공인 공동 인증서 갱신이 안됩니다 기존 것을 갱신해도 2021년 1월 18일까지 새로 발급해도 2021년 1월 18일까지입니다 그래서 공인 공동 인증서를 폐기했습니다 그런데 문제가 발생합니다 공동 인증서를 폐기했으니 아이디로 로그인했습니다 이체를 합니다 중간에 인증서를 요구합니다 그런데 공인 공동 인증서만 인증 요구합니다 금융 인증서 선택은 아예 안됩니다 결국은 이체를 못합니다 혹시나 싶어 금융 인증서를 따로 만들어 놨습니다 그래서 다른 로그인 방식에서 금융 인증서로 로그인해봤습니다 이체를 시작합니다 계좌 비번을 넣습니다 OTP 넣습니다 이체 성공했습니다 아이디로 로그인해도 인증서 인증을 금융 인증서도 선택해서 인증할 수 있게 해줘야 할 것 아닙니까 이체를 못해서 왜 그런지 한참 생각을 하고 안되는 공인 공동 인증서를 재발급 받고 또 갱신하고 뭐가 잘못된 줄 몰라고 한참 씨름했습니다 확인 좀 해보시죠 평일 전화 상담해보겠습니다
1038,2,전에는 예약이 체 기능이 있었는데 이번 앱에서는 계좌이체  예약이 체 체크하도록 되어있는데 더 심플하게 하려고 한건 이해하겠는데 계좌 잔액 없으면 예약이 체 자체가 불가능한 건 말이 안 되지 않나요 예를 들면 25일 날 월급이 들어와서 25일에 예약이 체 미리 해두려고 하는데 지금 당장 계좌에 잔액이 없으니 예약이 체 불가능합니다 이거 수정 좀 해주세요
1043,1,리얼 세상 불편 내가 구글 플레이에서 리뷰 남긴 건 진짜 처음인데 짜증 나서 리뷰 남기네요 아니 왜 뭐만 하면 계속 로그인 창으로 넘어가죠 그리고 회원가입할 때 키보드 켜진 상태에서 뒤로 가기 누르면 키보드가 없어지는 걸로 수정해주세요 계속 앞 페이지로 넘어가서 내용 초기화되는 거 진짜 짜증 납니다 아이디 비번 주소만 몇 번 쳤는지 몰라요 진짜 개불 편 설정 좀 만지려 하면 계속 왜 로그인 창으로 넘어가는지도 모르겠고
1044,1,펀드 선택에 있어서 검색 좀 할 수 있게 해주세요 로보가 포트폴리오 보여주면 뭐 합니까 일일이 찾아야 하고 그 많은 펀드 중 어디 있는 줄 알고
1052,1,지문인증으로 잘 사용 중이었는데 왜 초기화시키나요 모바일 인증 발급 유도하려 배치를 바꾼 거 같은데 초기화면이 무슨 광고판도 아니고 로그인 화면을 그렇게 운영하는지 그러려니 하고 지문자 등록하려 하니 간편 인증 어쩌고 메시지만 뜨고 지문등록도 안되고 액 삭제 후 재설치 하라는 성의 없는 답변 말고 방법을 안내해주세요
1055,2,업데이트하고부터 얼굴인증 안됨 재등록하려고 해도 얼굴인식을 못함 삼성 갤럭시 s20 사용자임 빠른 답변 부탁드립니다
