,score,comment
442,4,마이링크 서비스는 좋습니다 다만 QR코드 인식이 조금 안 좋습니다 또한 QR코드 링크 이체 시 신한 솔로만 이체하지 않고 타은행으로도 이체가 가능하면 좋겠습니다 신한은행 이용자만 가능하게 한 부분은 불편합니다
445,1,앱이 7월 들어 쓰레기가 됐는데 개선안 하시나요 개선안 할 거면 갈아타버리게요 도저히 못 쓰는 지경이 됐는데 뭐 아무 대응이 없네
468,1,며칠 전부터 너무 느려요 로딩 길고 통신망 연결이 안 된다느니 이체 한번 하기도 힘들고 아무래도 업데이트하고 나서부터 그런 거 같은데 이 문제 좀 해결해주세요 어플 때문에 은행 갈아타야 하나 고민 중이에요
474,1,무슨 권한이 필요한지 나오지도 않고 도대체 통장 개설하는데 앱 권한이 뭐가 필요하단 거죠 이미 권한 다 줬는데
485,4,앱 알림 푸시 묵음으로 해주세요 금융거래가 빈번한데 회의 때나 외부 미팅 때 소리가 나서 난감할 때가 한두 번이 아닙니다
486,1,kb금융지주는 지속적인 사용자 개선 요구로 어플이 좋아지는 게 체감이 되는데 신한이 이제 그 바통을 이어받아 개구린 핀테크 어플의 칭호를 이어받는 듯 로그인도 구려 계좌개설 과정도 구려 uiux도 구려 금융지주회사로서 한국에서 12위를 타퉈서 배짱 장사인 거임
487,1,무슨 권한이 이렇게 많이 필요함 캘린더 권한은 왜 필요한 거지 이런 앱 너무 싫은데
489,1,앱 업데이트 필요 지난번 업데이트 이후 모든 동작이 느려졌고 심지어 이체는 되지도 않음 주 거래라 어쩔 수 없이 사용하고 있는데 현재는 매우 상태 안 좋음
491,1,아이디 찾으려면 계좌번호를 적으라니 계좌번호를 찾으려면 로그인을 해야 한다니 로그인을 하려면 공인인증서를 등록해야 한다니 공인인증서를 만들려면 계좌번호가 필요하다니 계좌번호를 찾으려면 로그인을 하라니 휴면계좌 다시 찾으려다가 폰 집어던졌네요
499,1,인증번호 안 뜨네요 알림 뜨는데 자꾸 번호 설정하라고 하고 스마트폰 설정 구글 계정 비밀번호 오류 뜨고 뭐죠 개선 부탁드립니다
506,1,아니 핸드폰을 바꿀 때마다 느끼는 건데 왜 이렇게 로그인하는 게 어렵습니까 1 로그인 시 ID PW 정상 입력하면 공동 인증서 작업이 필요하다고 함 폰에서 확인을 누르면 공동 인증서 등록을 하라고 나오고 취소를 누르면 로그인이 안 됨 아이디 비번 입력하는 선택지 자체가 전혀 쓸모없는 것 같은데 이럴 거면 아이디랑 비번 입력하는 건 의미가 없는데 그냥 앱에서 빼시죠 2 공동 인증서 로그인 시 모바일 otp 확인할 때 안 넘어가는 부분 있음 아니 신분증 확인에 계좌 확인 공동 인증서 확인에 OTP 카드까지 확인받을 거면서 제대로 체크가 안되는 이유는 뭡니까
513,1,MY 맞춤 메뉴 설정 아무리 변경해도 자동 초기화됩니다 빨리 수정해주세요
519,1,신한은행 신한카드 두 개다 쓰고 있지만 어플이 너무 무겁고 타은행 어플에 비해 복잡함 깔끔하게 렉 없게 개선이 필요함
540,2,앱에서 비대면 서류 제출 등을 위해 진행 중 인증서 선택을 누르면 빈 화면에서 계속 그대로 멈춰있어요 공동 인증서는 이미 발급된 상태인데 목록도 안 뜨고요 금융상품 가입이나 변경 때문에 꼭 필요한데 빠른 수정 부탁드려요
541,2,입출금 후 타은행처럼 알림에 잔액 표시되게 해주세요 때마다 로그인하기 개불 편
542,1,앱 자체가 느리다 최적화 진짜 필요하다 무슨 앱 하나 키는데 1분 이상 걸리냐 이상한 팝업 일주일간 차단할 수 있는 것도 필요해 보입니다
562,1,집 계약 땜에 이체하려고 하는 데 로딩만 걸리고 켜지질 않네요 은행 어플인데 이런 것 좀 없게 해줘요
565,1,스피드 인증 등록 오류 개선하셔야겠어요 통화 후 초기화  10번을 해도 안 되네요 신한은행 20년 썼는데 처음으로 떠나고 싶네요
568,1,진짜 거지같이도 만들었네 기존에 아이디 로그인했었는데 뭔 로그인을 할 수 없게 해놓았네 비밀번호가 설정 안 되어 있다고 그러고 슴벅 뿌리고 홍보할 돈으로 앱 사용 개선이나 해라
577,1,저번 주부터 로딩 중 만 뜨고 켜지지 않네요 요즘 신한은행은 일 안 하나 보네요 로딤중 기다린 지 10분이 지났는데 그냥 이제 신한은행 안 쓰려고요 계좌도 없애는 게 좋겠네요
603,4,사용하기 편리하고 좋아요 진짜 다 좋은데 딱 한가지 사소한 아쉬운 게 있다면 결제 거래내역에 상호나 결제 내역이 안 잘리고 다 떴으면 좋겠어요 예를 들면 리아 000점인데 리아 0까지만 입력되는 현상이 없었으면 좋겠어요
606,1,신한 쓰지만 진짜 전산팀은 자르던지 프로그램 다시 만들던지 개선해야 할 듯
612,1,제발 관리 좀 해라 필요할 때 업데이트도 안되고 잡곡도 안되고
615,1,스피드이체 어디 갔나요 이체하는 데 필요 없는 계좌까지 다 뜨고 아주 복잡해서 확인하느라 한참 걸렸습니다 별 한 개도 아깝네요  202012 스피드이체 드디어 버튼 생겼네요 다행입니다  202105 지속적인 어플 평가를 하게 만드네요 업데이트를 하려면 제대로 테스트하고 올리세요 my 자산은 끌어오는 기능도 안 되면서 ui만 바꾼다고 뭐가 됩니까
618,1,잘 되던 로그인이 비번 입력해도 안 들어가지고 업데이트도 했는데 왜 그런 건가요 하 해결 좀 해주세요
626,1,제발 부탁인데 예전 걸로 바꿔주세요
645,2,여태 잘 사용하던 공인인증서 로그인이 오늘 갑자기 은행 주민번호랑 인증서 주민번호랑 일치하지 않는다면서 로그인이 계속 안되고 있네요 급히 사용해야 되는데 답답하네요 빨리 개선해주세요
650,1,네트워크는 정상인데 앱에서는 계속 네트워크가 불안정하다고 계좌이체도 안되고 조회도 안되고 너무 앱이 후졌습니다 개선 좀 해주십쇼 근래 들어서 갑자기 이상한 오류들이 보입니다
657,1,한도 제한 계좌 해제 모바일로 좀 가능하게 해주실래요 한도 제한 계좌가 30만 원 일일 제한이라서 돈 필요한데 출금을 못하네요 하려면 은행 가야 되는데 거리도 멀고 간다고 다 해제해주는 것도 아니라고 해서 골머리네요 앞으로 신한 출금 다 끝내면 신한은행은 사용 안 하려고 합니다 
664,3,v3 실행한다는 팝업은 뜨지만 상태 표시줄에 아이콘이 나타나지 않습니다 해명 부탁합니다
679,1,맞춤 메뉴 설정이 아무리 해도 안 바뀌네요 필요 없는 메뉴는 좀 지우고 다른 거 등록하려고 했는데 앱의 수정이 필요할 것 같네요
681,2,팝업으로 받은 거래내역을 확인할 때마다 로그인이 필요한 서비스입니다라는 팝업이 너무 거슬립니다 차라리 해당 기능만으로는 예전 S 알림이 가 더 유용하네요
687,4,어플이 너무 편리해서 타은행에서 신한으로 넘어왔습니다 다만 신한은행 외 통장에는 거래내역에 따로 메모를 할 수 없어서 불편하네요 토스처럼 쏠 앱 자체에서도 거래내역을 메모할 수 있는 기능이 있으면 좋겠습니다
699,3,이거 갑자기 이체할 때마다 보안카드 번호 필요한대 왜 그런 거예요 그냥 보내는 방법 없어요
706,1,업데이트했는데 패턴 로그인이 되지 않습니다 이 오류 좀 해결 부탁드립니다
707,1,참 어이가 없네요 다른 은행은 실력이 없어서 적용을 안 하나요 국내 은행 중에 신한은행만 그런 건 알고 있나요 그래서 신한을 사용하지 않게 되네요 다른 은행도 그렇다면 나름 이해가 가지만 유독 신한만 그러는 이유를 모르겠음 내가 필요하고 업무용입니다 신한을 위해 지우라는 게 말이 된 나요 역시나 별 하나도 아까운 은행 앱입니다 다른 은행도 써보세요 신한보다 훨씬 좋네요 그래서 지금은 카드 사용도 자제하려고요 결제 때문에 그냥 놓고 있지만 결제가 다 정리되면 쓰레기 같은 신한 앱은 없애버리렵니다 어이없네 왜 신한은행에서 내 프로그램을 관리하지 내가 원격제어가 있든지 말든지 왜 이체가 안되냐고 선택을 할 수 있게 만들어야 하는 거 아니야 왜 원격제어가 있으면 안 되느냐고 이걸로 먹고사는 사람은 신한 거래하지 말라는 거야 별 하나도 아깝네
711,1,신한신용카드 쓰고 있어서 처음 본 이벤트 참여하려고 까니까 만 14세 부모님 동의 필요가 왜 나와 어이가 없네
725,1,리뷰를 한 번씩 밖에 못 쓰나 봐요 한 달 전에도 올렸는데 해결 안 돼서 다시 씀 제발 해결 좀 해주세요 고객센터도 돌림 말만 하고요 지난 3월 중순경부터 앱이 안됐고요 계좌조회 또는 이체 누르면 금액 부분이 안 보이고 앱이 멈춰요 그리고 앱 오류가 떠요 이거 고객센터 연락하면 앵무새 얘기만 하고요 뭔가 달라졌을까 싶어서 다시 설치해봤지만 똑같고요 크롬 웹뷰 배터리 사용 폰 재부팅도 수십 번은 한거 같아요 은행을 바꾸고 싶은데 당장 그러기가 힘들어서 억지로 쓰고 있어요 여건이 되면 신한 절대 안 쓸 거예요
732,1,즉시 결제 기능 개선 요구
736,1,안 돼서 삭제해서 다시 하려는데도 안 되는데 이체가 필요한 시기에 자꾸 튕기면 어쩌는 거죠
759,1,오류가 하루 걸러 하루 앱 연결 자체가 안된다고 메시지 떠요 급할 때 이체 필요할 때도 이러면 어떻게 쓰나 싶어요 입출금 알림 또한 연결이 안 되고
774,3,앱 자체가 너무 무거워요 예전부터 은행 앱들 쓰면서 느끼는 게 은행 앱들이 무겁다입니다 인트로 화면도 사실 필요 없는데 인트로 화면도 있고 화면의 단계 단계마다 앱이 무거운 건지 좋지는 않아요 그리고 쏠 앱 포함 펜이 판 앱까지 광고 푸시가 생각보다 자주 와요 은행 앱은 신규 조회 이체 등 기본에 충실하고 빠르고 간편하면서도 직관적인 사용법이어야 하는데 그러지가 않은 거 같아요
777,1,어플 개선 좀 요 하루 종일 로딩 중이라 업무를 볼 수가 없어요
790,1,신분증 확인이 계속 안되네요 상담사분께서 친절히 설명해주신 대로 해봤지만 결국 해결이 안 되었어요 이건 앱의 문제인 건데 해결 좀 해주세요
829,1,앱 오류 좀 해결해줬으면 좋겠습니다 벌써 세 번 지우고 깔았습니다 한번 접속 후 오래 접속해있다가 나가게 되면 다음에 앱이 켜지지 않습니다
834,1,어플 자꾸 오류 나요 제발 개선 좀 해주세요 급할 때 송금을 못하니까 무용지물입니다 
842,1,앱이 갈수록 느려지네 앱에 이것저것 다 넣으려고 하지 말고 필요한 것만 넣으세요 짜증 나서 못 쓰겠네 앱 개발자를 바꾸든지
843,1,며칠 전부터 데이터 와이파이 포함 오류로 앱 접속이 되지 않습니다 조치 부탁드립니다
845,3,신한 은행 접속이 잘 안돼요 수정해주세요
848,3,계속 잘 쓰고 있었는데 어제부터 앱이 지속적으로 중단되며 열리지 않습니다 해결 부탁드립니다
849,1,도대ㅔ 와하는 거죠 자꾸 튕기는데 해결 좀 해주세요 평점이 낮은 데에는 이유가 있습니다
861,1,아 정말 필요한 순간마다 렉 걸리고 다운되고 개발자분 제발
868,1,어제까지만 해도 잘 되던 앱이 오늘 자꾸 튕겨요 빨리 수정해주세요
882,1,어제부터 안됩니다 빠른 조치 부탁드려요
889,1,필요할 때 사용해야 하는데 하
891,1,뱅킹 이용하려 하면 실행 시 자주 오류 떠서 실행 자체가 안되고 개선 업데이트도 잘 안 하고 있고
892,1,오류로 앱이 열리지가 않네요 금융은 필요한 순간이 얼마나 많은데 많이 불편합니다
908,1,별 한 개도 아까워요 매일 렉에 오류에 난리도 아니고 전에는 전산망 이상인가 때문에 급하게 돈 필요한 순간 하루 종일 묶여있었습니다 당장 돈 써야 하는데 몇 시간 이상 묶여서 피해를 봤는데 몇 번이나 전화해서 언제 되냐고 안달복달한 고객임에도 보상 하나 없더군요 10년 넘게 주 계좌로 사용해왔는데 이젠 너무 거지 같아서 월급통장은 다른 데로 옮기려고 합니다 솔직히 주택청약도 옮기고 싶어요 너무 사람 짜증 나게 함
923,1,왜 갑자기 이체가 안되는 거죠 확인 부탁합니다
925,1,범용 인증서 발급 방법을 문의했을 때 모바일 웹에서 pc버전으로 다운로드하면 된다고 설명을 해놓았다 하지만 모바일웹으로 다운을 받았는데 인증서가 없다고 라서 고객센터에 확인을 해보니 pc버전에서 재발급을 받아야 한다고 말했다 실질적으로는 pc로 발급받은 후 모바일로 인증서를 가져와야 하는 시스템인데 왜 모바일에서도 발급 가능한 것처럼 설명을 해 놓아서 시간 낭비를 하게 만들어 놓은 건지 모르겠다 추가적으로 설명이라도 해놨으면 처음부터 pc에서 다운로드했겠지 쏠 어플은 진짜 쓰면 쓸수록 사람을 화나게 만다는 재주가 있는 것 같다 담당자님 제발 이런 시간 낭비하게 하는 기능은 손 좀 보고 개선 좀 하세요 어플 깔라고 직원들이 강요는 엄청 하면서 실질적으로는 관리가 1도 안되고 있는 모양이다
947,1, 아니 무슨 로그인 하라 해서 로그인했더니 공인인증서가 필요하다 해서 공인인증서 로그인하려니까 타행 기관 공인인증서라 타행 공인인증서 등록을 하래 타행 공인인증서 등록하려니까 로그인을 하라 하는데 그냥 위 절차가 무한 반복임 도르마 문입니까 진짜 거래를 하러 왔다가 갇힘
948,4,잘 쓰고 있는데요 대출 만기 연장 화면에서 인증서 입력  개인 정보 입력 및 확인 여기에서 다음 누르면 계속 로딩만 돌고 다음 단계로 안 넘어가다가 그냥 로딩이 사라지네요 다음 단계로 넘어가지 않고요 이 버그 본 지 1년 가까이 된 것 같아서 작년에도 결국 상담사 통해서 연장했거든요 수정되면 좋겠습니다
951,1,송금만 하려고 하면 무슨 다른 기기에서 로그인 되었다고 튕겨 나가서 다시 송금 진행해야 하고 열받아요 이거 왜 이런가요 몇 년째 쓰고 있는데 중간에 폰도 3번이나 바꿨었는데 촌의 가양 문제가 아닌 어플 자체 문제 같은데요 개선 좀 해주세요
964,1,최근부터 해외 관심종목 리스트 수정하려면 다 사라져있어 다시 다 등록해야 합니다 조치 좀 해주세요
981,1,여태껏 잘 되다가 갑자기 인증서가 등록 안된 거라면서 계속 로그인 실패함 해결해주세요
1002,1,앱 켰다 껐다 하는 것도 계좌 조회하는 것도 뭐하나 하려고 해도 넘어가지를 않으면 뭘 어떻게 하라는 건지 시급한 개선이 필요하네요
1004,1,번호 바뀌어서 변경 좀 할랬드니 실명인증 필요하길래 주민등록번호 입력 좀 하려 했더니 뒷번호 입력 시 나오는 키패드가 나오질 않네요 기종 s21입니다
1011,3,가계부 이용하는데 버벅대는 현상이 있습니다 위젯 활용도 가능했으면 합니다 수정 개선 계획이 있다면 검토 바랍니다
1022,1,언제부터인지 모르겠는데 계좌번호를 입력하려고 하면 숫자가 한자리만 입력됩니다 숫자를 입력하면 숫자가 바뀌기만 하고 자릿수가 늘어나지는 않습니다 번거롭게 메모장을 켜서 계좌번호를 쓰고 복사 붙여넣기를 해야 하네요 수정 부탁드립니다
1028,1,아이 스쿨뱅킹 계좌개설하러 갔다가 서비스 수준으로 알고 한참 창구에서 시달렸는데 아무 의미 없는 일이네요 본인 의지로 설치하는 게 아니라면 지금이라도 필요 없다고 말씀하세요 별 반 개 없어서 하나 합니다
1031,4,다 좋은데 제발 제발 제발 앱 입출금 푸시 알림 소리 점 따로 끌 수 있게 해주세요 진짜 너무 시끄럽고 소리 조절도 안되고 스트레스받아요 앱 푸시 알림은 받아야 되는데 알림 소리 끄는 게 없다니 후
1046,4,모바일로 이체하던 중 13일인 오늘 수수료가 빠져나갔습니다 여태껏 빠져나간 적이 없어서 자세한 이유를 모르겠는데 연휴 때 이용해서 그런 건가요 근데 원래 폰뱅킹은 주말에도 수수료 없이 거래 진행되지 않나요 주말과 연휴는 또 다른 건지 궁금하고 매번 이체 시마다 500원씩 빠져나가면 불편할 것 같아 리뷰 올립니다 확인해 주시길 부탁드립니다
1049,1,폰 바꾸고 다시 로그인하려니까 안되네요 아니 로그인 좀 되게 해주세요
1051,1,예전엔 안 그랬는데 이체하는데 계속 오류 뜨고 이체를 할 수가 없어요 한 일곱 여덟 번 시도해야 겨우 한번 이체되고 몇 주간 이러네요 어플 개선 좀 해주세요
1059,1,홈 화면에서 전체 계좌 조회 시 왜 신한은행만 보이게 이걸 바꿉니까 한 번 더 클릭해야 다른 은행 것들이 보이니 왜 더 불편한 쪽으로 개선을 합니까
1062,1,은행 업무에 집중해주세요 메뉴는 많은데 찾기가 어려워요
1067,1,이체 시 OTP 인증 마치면서 구체적인 사유 없이 Exception이라고만 딸랑 띄워버리고 진행 안되어버리면 노 답입니다 고객 떨어져 나가는 거 보기 싫다면 당장 개선이 시급해 보입니다 정말 중요한 거래 시 이래버리면 진심 누구든 폭발합니다
1068,2,전세대출 알아보는데 아예 무슨 오류로 한도 조회가 안돼요;;; 은행 가보니 신한 쏠 어플로밖에 못한다고 알아서 집 가서 하라네요 본인도 모르겠다고 참나 주 거래가 여기라서 당장 대출받아야 하는데 오류 문제 빨리 해결해주세요
1098,3,아니 앱을 사용하는데 먼 오류로 잠시 후에 사용하라는 말이 몇 번 나오는 건가요 돈에 관련된 어플인데 관리 좀 해주세요
1101,2,현재 버전은 경쟁사 앱에 비해 오류가 넘치는군요 다음 업데이트에서 개선 바랍니다
1103,1,올해 서민과 소상공인의 대출로 은행들이 성과급 잔치를 열 수 있다는 것 그럴 수 있다 칩시다 그럼 서비스나 시스템 개선에 더욱 신경 써야 당연한데 이건 뭐 될 대로 되라는 건가요 참 대단들 하십니다
1108,1,애초에 앱을 시작할 수도 없음 어플 설치하고 쏠 시작하기 누르면 휴대폰인 중이 필요한데 문자 인증을 요청해도 가운데 로고만 계속 돌아가고 요청 시간 지났다는 말만 반복함 고객센터에 들어가 봐도 안내 문구 하나도 없어서 시간만 날림
1123,1,계좌까지 넣고 이체 단계에서 막힙니다 앱 업데이트 재실행 폰 재부팅 다 안됩니다 빠른 시일 내에 해결해주세요 솔직히 폰뱅킹만 보면 신한 안 씁니다
1124,1,로그인하려고 본인인증 후 추가 인증에 등론 된 휴대폰 번호가 예전 번호라 변경을 하려는데 번호를 입력할 수가 없습니다 확인을 누르니 신분증 촬영과 영상통화로 넘어가 신분확인을 다 마쳤으나 핸드폰 번호 늘 바꿀 방법이 없습니다 홈페이지에서 로그인을 할 방법이 없고 확인 부탁드립니다
1126,1,인도네시아 송금하려는데 인도네시아 통화선택이 없어요 등록 좀 해주세요
1127,1,기존에 연결 호환이 매끄러웠으나 지금 업데이트된 방식은 로그인하는데 많은 시간이 소요되고 사용에 매우 불편함 시스템적 개선이 필요하다고 생각됨
1132,1,신분증 인식이 너무 이상합니다 제 폰이 초점 맞는데 시간이 걸려서 초점 맞추려고 기다리면 자동으로 찍고 수동으로 찍으려면 촬영 버튼 누르라길래 누르면 그냥 바로 찍혀버립니다 물론 누르고 있으면 또 자동으로 찍히고요 그리고 어떻게 초점 맞게 제 눈으로도 확실하게 다 보이게 찍었는데 글자 인식이 잘못됐다고 다시 찍으라고 합니다 한 시간째 이러다가 포기했네요 제발 신분증 인식하는데 자동으로 찍히는 기능 삭제해주세요 왜 자동이어야 합니까
1135,1,아 진짜 이체 왜 이래요 멀쩡한 거 왜 바꿔놓음 개선이 아니라 개악
1136,1,사용자가 많다고 계속 접속이 안되는데 개선 좀 해주세요
