,score,comment
184,3,혜택 진행 중인 이벤트 추천 순 세팅을 최신순으로 선택하고 이벤트 하나씩 보고 목록 또는 뒤로 가기 누르면 다시 초기화되고 추천 순으로 되는 것 좀 고쳤으면 좋겠네요 매달 이벤트 새로 뜨는 거 하나씩 눌러서 보는데 몇 번을 저걸 반복하는지 후
187,1,너희들이 카카오뱅크에 밀리는 이유가 있다 뭔 공동 인증서 하나 만드는데 앱이랑 홈페이지를 몇 번을 왔다 갔다 하게 만드냐 시답잖은 짓 그만하고 인터페이스랑 편의성이나 개선하길
195,3,알람이 안 울려요 입출금 하면 알람이 떴는데 아무것도 안 옵니다 실시간으로 확인이 안돼요 갑자기 왜이러 주 알람도 다켜뒀는데 짜증 나네요 빨리 수정해주세요 매번 앱 들어가서 확인해야 하나요 번거롭게
212,3,업데이트 이후 잘 되던 어플이 로딩 화면에서 무한 재부팅입니다 어플 만들어가면 멈추네요 문제 해결 좀 해주세요
213,2,어제부터 은행 앱에 로그인만 되고 들어가지지 않네요 서버 오류인지 핸드폰으로 만 은행 업무 보는 사람으로서 현재 아무것도 못하고 있으니 너무 답답하네요 빠른 조치 부탁드립니다
231,1,아니 도대체 앱을 어느 업체에서 만드는 거예요 우리은행에 계좌가 존재하는데 회원가입하는데 왜 자꾸 계좌를 계설하라고 뜨는 거예요 그리고 추천인 없는데 추천인은 왜 필수 입력이고 현재 구직 중이라 직장도 없는데 직장 정보 입력도 왜 필수 입력입니까 데이터를 제대로 수집하고 있긴 한 겁니까 기존에 갖고 있는 계좌를 조회하기 위해서 회원가입을 하는데 계좌를 신규로 개설하지 않으면 회원가입이 안되는 게 말이 되는 절차입니까 계좌 확인 좀 할 수 있게 해주세요 스마트뱅킹 앱을 못쓰는데 해당 은행은 창구 통해서 대면 거래만 가능한 겁니까
235,1,자꾸 금융인증 클라우드 연결이 안 된다고 나옵니다 보면 클라우드 연결이 안 됨으로 나오는데요 금융 생체 인증을 해놓으면 일주일 지나면 또 안 된다고 하는데요 해결 방법 좀 부탁드립니다
259,1,업데이트 3일째 진행 중인데 계속 버퍼링 상태네요 앱이 깔리지가 않네요 인내심에 한계가 빨리 문제 해결해주세요
273,2,업데이트가 필요하다 해서 업데이트로 가면 다시 제자리
276,1,업데이트가 필요하다면서 왜 업데이트 창이 없는 거죠
281,1,우리은행 지문 앱 인증은 최악입니다 카카오나 다른 앱은 인식이 금방 되는데 이 앱은 빠른 개선이 필요합니다
288,2,자꾸 지문 대지도 않았는데 지문인식 실패라고 뜹니다 좀 해결 좀 해주세요
297,1,잔액 지킴이 우리은행 돈 쓰지 말라고 결제를 안 해줘요 신한카드 도난 신고해서 못쓰니까 이제 돈 쓸 일이 없네
305,4,잘 만드셨네요 빠르고 편한 앱 부탁드려요 이체하는데 지문이 인식 실패 때문에 여러 번 등록을 하였네요 1시간 이상 등록 실패를 10번 정도 한거 같아요 지문인식 때 지문 바로 인식도 좋긴 한데 인식 실패로 공황이 올 정도입니다 개선 부탁드려요
314,1,계좌 별명을 메인화면의 통장번호 근처에 보여주세요 세로 스크롤일 때는 보였는데 가로 스크롤로 변경하면서 계좌 별명이 빠졌습니다 통장번호로 구분하기 어려워 별명을 붙이는 것인데 기능이 없어져서 어느 통장인지를 매번 계좌 별명이 목록에서 확인해야 하니 불편함이 있습니다 UX를 예쁘게 고치는 것은 좋으나 화면의 아름다움보다는 기능의 편리함을 먼저 생각해 주시면 좋겠네요
338,3,won 알림에서 비로그인 알림을 켜 놓아도 계속 로그인하라고 나오네요 예전엔 잘 되었는데 며칠 전부터 이런 현상이 있어요 개선 바랍니다
340,3,이번에 업데이트하고 나서 로그인 시 처리 중 오류입니다 하면서 꺼지는 일이 계속됩니다 업데이트 오류 같은데 수정해서 배포해주셨으면 합니다잘쓰던건데 불편하네요
348,1,요즘 어플 너무 안 들어가지고 멈추고 별로입니다 업데이트 이후로 몇 번을 지웠다가 다시 깔고 했는지 모르겠네요 수정 부탁드립니다
378,1,로그인 시 비밀번호 왜 가입할 때 비밀번호로 입력이 안되는 거예요 앱 설치할 때 리뷰 보니 다른 분도 비번이 10자리 넘는다고 안된다고 했는데 똑같은 문제네요 아직도 개선이 안된 건가요 인터넷뱅킹 수수료는 꼬박꼬박 받길래 폰뱅킹 설치해라 해서 왔더니 뭐가 이럽니까 아니 그리고 지금 폰뱅킹 해보니깐 수수료 500원 나가는데 무료로 이체 가능하다고 왜 안내하는 거예요 진짜 이상하네 직원 안내 교육을 제대로 시키던지 앱을 똑바로 만들어요
387,1,진짜 뭐 하나 하려면 진행과 정전에 필요한 걸 안내해주면 좋겠어요 하다가 이체한도 설정하라고 해서 다시 하고 이체 한도 설정하다가 otp 발급받으래서 다시 하고 이체한도 받아서 하다가 인증서 등록 하라하고 이게 뭔 어플 같지도 않는 어플 이래서 나이 드신 분들은 쓰겠습니까 이러니 답답해서 은행 가시지 안전한 거 좋습니다 하지만 이것보다 친절하게 만들 수는 없는 겁니까 직원분들이 아무것도 없는 상태에서 한번 어플 써보고 보완해 주셨으면 합니다
388,1,지문 및 OTP를 어플 설치할 때마다 등록하게 하는 게 말이 된다고 생각하는 건가요 당장 미래에셋 어플 보고 배우는 건 어떨지요 시스템이 이렇게나 뒤떨어지는지 이제 곧 카카오랑 토스한테도 밀리겠네요 개선하세요
390,1,안드로이드폰서도 안면 생체인 증 가능하도록 지원해주세요 google Pixel 4 Pixel 4 XL 아이폰과 같은 안면인식 보안입니다
394,1,이렇게 불편한 앱은 처음입니다 너무 불편해서 피드백 남기고자 처음으로 이렇게 리뷰도 작성해봅니다 차라리 5년 전에 쓰던 앱이 나은 거 같습니다 로그인 비밀번호 815자리 설정하라고 해서 했더니 막상 로그인할 때 비번 10자리 넘어간다고 오류라고 뜨고 카카오뱅크 기업은행 등 쓰고 있지만 개선이 필요할 것 같습니다
410,1,어플 너무 불편합니다 신한은행 어플이 사용하기 편해요 참고 부탁드립니다
416,1,우리은행 비밀번호를 계속 바꾸라고 강조를 하다 보니 까먹어서 3번을 실수로 쳐서 정지를 먹었어요 그래서 대면으로 서류 가져가서 해결한 줄 알았지만 안되네요 조금 고쳐주셨으면 좋겠습니다
419,1,지문인식이 매번 되었다 안 되었다 다른 어플은 잘 되는 거 보면 확인 좀 해주세요 지문 5번 오류 나면 모든 과정을 처음부터 시작해야 한다는 것도 문제네요 이거 피드백은 되는 거예요
434,1,은행 어플이 가장 중요하게 생각해야 하는 것  앱 켰을 때 로그인이 얼마나 빨리 되냐 원뱅킹  번거롭게 공동 인증서 비밀번호 쳐야 함 번호나 지문 등으로 간편하게 인증이 필요해짐 간편 인증 신청  다른 은행은 안 그러는데 갑자기 otp가 필요하다고 함  otp 신청 며칠 걸림  지움 
436,3,갤s 9인데 지문으로 로그인 후 계좌 나오는 첫 화면에서 다운됩니다 화면 맨 아래 작업관리자 취소 아래 버튼이 나오고 아무 작동 안 해요 삭제 후 재설치하기를 2번 이상했어요 조속한 조치 부탁드려요
439,1,우리은행 심심하면 업데이트하라는데 업데이트가 돼야지요 바쁜 사람 숨넘어 가겠어요 타 은행은 이러지 않는데 유독 우리은행만 업데이트를 자주 하라 하는데 개선 좀 하세요
450,1,최악이다 월급 때문에 쓴다 한 번하고 다른 거 하려면 앱 끄고 다시 해야 된다 로그인 이체 인증방법 모든 게 불편하다 근대 개선도 되지 않아 우리은행 자체에 신뢰성이 떨어진다
463,1,아니 이거 진심이에요 지금 갤럭시서 먹통 된 거 같은데 일부 기종 그렇다고 개발자랑 집에 와서 고쳐준다는데 진심인가요 업데이트를 해줘야 하는 거 아네에요 주거래은행을 바꿔야 할 문제 아닌가요 이쯤 되면 아니 앱 문제인데 왜 제 폰을 직접 개발자회 사서 와서 고쳐준단 건가 여 매우 수상하네요 근데 이거 아님 길이 없다고 하니 세상에 머 이런 경우가 있죠
465,1,정작 필요할 때 작동되지 않으면 당혹스럽고 화가 나죠 딱 지금이 그렇네요
467,1,왜 계속 접속 불가인가요 개선 안 하나요
471,1,우리은행 앱 정말 개선 좀 하세요 시간 내서 타은행으로 바꿍션 다신 사용 안 합니다 이렇게 오류가 나면 급한 계좌이체 어떡합니까
474,1,갤럭시노트 9 SMN960N 사용 중입니다 우리 WON 뱅킹 어플 사용 중에 앱 정지 상태 및 오류가 자주 발생합니다 다른 계좌에서 우리은행 계좌로 한 번에 모으기 실행 후 앱이 정지되었고 앱 종료도 안됐습니다 앱 제거 후 다시 설치해도 동일 증상이 반복되어서 불편합니다 확인 후 오류 수정해주세요
481,1,며칠째 어플 실행이 안돼요 무한 로딩 위에 저와 같은 문제로 문의 남기신 분들 답글에 고객센터로 문의하라고 답글이 달려 있던데 전 오늘 이미 고객센터에 문의했지만 해결도 안 해줘 언제 해결된다 확실한 답도 없어 뭐 어쩌라는 거죠
506,1,일시적인 오류 거 발생했습니다 거래 중이었다면 거래 종료 확인해주세요 1002 이 알람이 계속 뜹니다 확인 안 눌러지고 먹통 돼서 앱을 쓸 수가 없어요 주거래 은행인데 사용 못 하면 어쩌라고 앱 삭제하고 다시 깔았는데 똑같다고요
507,1,오늘 갑자기 로그인하려니까 지문 바꾼 거 하나 없고 생체 인증 바뀐 것도 없는데 삼성 지문 어쩌고저쩌고 오류메시지 뜨고 공인인증서 로그인은 타 기관이라 등록해야 된다고 뜨고 OTP 인증은 더럽게 오래 걸리고 덕분에 타 기관 등록하고 생체인 증 해지해서 이체하려 하는데 내역 다 적고 마지막으로 OTP 인증까지 했는데 또 이체가 안돼서 다시 생체인 증 가입해서 이체했네요 와 지금 진짜 너무 화나는데 어플 개발자 당장 해고하셨으면 좋겠고요 진짜 은행 어플 중에 가장 쓰레기 같다고 생각함 우리은행 어플 땜에 망하겠네
515,2,앱 평가 잘 안 하는데 개선하라고 한마디 함 개인적으로 귀찮기도 하고 지문이 흐린 편이라 몇 년 전에 급한 업무에 폰 못 열어서 난감한 적이 있어 폰 안 잠그고 쓰는 게 습관인데 홍채 서비스 종료되고 우리은행 지문 사용 땜에 잠금 쓰고 있음 진심 개귀찮 근데 지문인식 더럽게 안돼서 이체 못한 게 한두 번이 아님 지난번에 개선하고 좀 괜찮더니 새벽시간은 거의 잘 안된다고 봐야 됨 지문 말고 다른 생체 인식 기능을 하던지 사회생활 시작하면서부터 20년 가까이 우리은행 메인으로 거래하는데 요즘같이 이체하다 화난 적은 최근이 처음임 습관도 됐고 옮기는 거 귀찮아서도 그냥 쓸려고 하는데 필요할 때 이체를 못하면 어쩔 수 없지 않나
517,2,메인화면을 전체 계좌로 설정할 수 있게 부탁드립니다 너무 불편해요
519,1,며칠 전부터 인트로 화면 무한 로딩 중 로딩 애니메이션도 동작 안 함 어플 죽습니다 아래 리뷰 보니 안드로이드 웹 뷰 업데이트 삭제하면 동작할 거라 하여 삭제도 했는데 동일합니다 시간 지나면 되겠지 하고 기다렸는데 여전히 계속 죽네요 우리은행 기업용 어플도 동일하던데 다른 은행 어플은 다 잘 만 동작하는데 우리은행만 왜 그럴까요 돈거래하는 금융 어플이 이러면 문제 큰 거 아닌가요 요즘 누가 귀찮게 컴퓨터 켜고 거래하나요 빨리 수정해주세요 어플 지웠다가 다시 깔아도 동일합니다 폰 기종 제트 플립이고 안드로이드 버전 11입니다 누가 요즘 이런 걸로 고객센터 따로 전화합니까 문제가 있으면 찾고 디버깅을 하셔야지 꼭 좀 고쳐주세요 매번 컴퓨터 켜기 귀찮습니다
521,1,인증하기 짜증 나네 필요할 때 이체도 못하는 게 왜
526,2,우리은행 앱은 사용하기가 너무 불편하네요 너무 잦은 업데이트로 바쁠 때엔 시간이 걸리네요 그리고 앱이 바로 들어가는 것이 아니고 플레이스토어로 들어가서 하는 게 너무 불편합니다 개선 부탁드려요
539,1,너무 불편합니다 간편 인증 분명 설정했는데도 몇 번 결국 초기화됩니다 이체할 때마다 인증하는 게 많고 보안카드 번호도 필요하고 도저히 못쓰겠기에 주거래 은행 바꿉니다
575,1,메인화면에 예전처럼 전체 계좌가 다 보이게 해주세요 아니면 설정에서 최초 화면을 홈이 나 전체 계좌 보이게 옵션 켜고 끄게 해주시던가요 업데이트할수록 이상해지네요
583,2,거래내역 상세조회할 수 있게 해주세요 일일이 다 찾아야 되네요
595,1,왜 업데이트되고 otp 없이 패턴하고 비밀번호로만 이체가 가능한가요 이런 식이면 보이스 피싱 사기당하기 쉬울 텐데 이렇게 보안이 안 좋아서 우리은행 믿고 거래하겠습니까 Otp 자체가 큰 금액을 이체하는 과정에서 필요한 부분인데 비밀번호로 바로 이체라니 불안해서 우리은행 쓰겠나요 하나 국민 쓰다 우리로 바꾼 건데 빠른 시일에 다시 복구 안 하시면 다른 은행으로 바꾸겠습니다
619,3,계좌 별명 보이게 해주세요 앱 상단에 계좌번호 옆에 별명 노출되게 해주세요 제발 보이게 해주세요
633,1,사용할 때마다 재설치하고 재인증에서 사용해야 되는 스마트 OTP 좀 바꿨으면 좋겠습니다 스마트 OTP 업체하고 유착관계가 있는 건가요 제대로 소비자 대응도 못하는 곳하고 계속 거래하는 이유가 무엇인가요 관계자 비위사실이 있는 건지 모르겠지만 소비자들이 불만이 있으면 좀 살펴보고 개선을 했으면 합니다
638,1,교통카드 충전하는데 제발 좀 어플 무반응 증상 안 나오게 하거나 일일이 캐시비전화해서 증명하고 환불받는 불편 없이 캐시비랑 전산연동해서 정상적으로 충전 진행 안된 경우 일정 시간 뒤에 다시 통장으로 들어오는 식으로 간소화시켰 했으면 좋겠습니다 뭐 할 때마다 어플이 다운되니 충전 복원 눌러도 이미 돈만 빠져나가고 복원할 내용 없다고 나오고 스트레스만 받습니다
702,1,자산관리 화면 업데이트 후 투자한 모든 펀드 상품들에 대한 수익률 합산이 안 나오네요 모든 펀드 투자 비용 대비 수익금과 수익률 합산이 나오게 UI 변경 부탁드립니다
709,1,21412 am12시 15분 계좌이체 24시 아닌가요 업무 개시 이전이라고 뜨는데 우리은행 어플 왜 이렇게 안되는 게 많아요  와이파이 쓰다가 데이터 사용으로 변경하고 로그인하려면 지문인식이 안돼요 다시 설정하라고 뜨고 공인인증서로 로그인은 되는데 왜 지문은 안돼요 타은행은 생체 인식 잘만 되던데 오류수정해주세요
713,1,앱 시작에 필요한 정보를 받아오지 못했습니다 위와 같은 오류로 인해 은행 업무를 보지 못하고 있습니다 찾아보니까 몇 번 있었던 오류 같은데 빠른 해결이 불가능한 것인가요
724,3,앱 시작에 필요한 데이터를 받아오지 못하고 있습니다 네트워크 상태를 확인 후 다시 시도해주세요 T011이라는데 접속이 아예 안돼요  뭐가 문제일까요
730,1,10년 전부터 꾸준히 거지 같은 앱 예전에는 UI가 너무 거르지 같았는데 좀 나아졌나 싶더니 이젠 앱 안정성이 문제임 엄청 렉 걸리고 버벅대고 느림 그리고 캐시나 뭐가 충돌하는지 다른 은행 앱들 카카오 하나 농협 증권사 앱 멀쩡히 멀티로 돌아갈 때 혼자서 버벅대다 렉 걸림 완전 먹통이 돼서 몇 번을 깔았다 지웠다 했는지 모름 로그인해서 등록하는 과정도 Dog 귀찮고 복잡 인증에 인증을 거듭함 a 인증받으려면 b 인증받아야 하고 b 인증받으려면 c부터 다시 해야 함 그냥 미리 알려주라고 c부터 하라고 보안도 좀 의심됨 아니 보안을 왜 내가 하냐고 은행에서 해줘야지 우리은행 It 팀들 각성하세요 엘티이  와파 넘어갈 때 이렇게까지 버벅대는 앱 우리은행뿐입니다 그리고 와이파이 거도 데이터 받으면서도 렉 걸려요 안정성 좀 개선하세요 매번 폰을 껏켯해야합니까
734,1,앱 시작에 필요한 정보를 받아오지 못했다며 실행이 안 됩니다
754,1,불필요한 업그레이드 강요 업그레이드하지 않더라도 앱 이용은 할 수 있게
757,1,대체 오늘 하루 종일 왜 접속이 안 되나요 한 시간 정도 지나면 해결될 거라더니 지금 몇 시간째 안 되고 있어요 빨리 좀 해결해줘요
758,1,지금 앱 실행이 안됩니다 빠른 복구해주세요
759,1,앱 시작에 필요한 정보를 받아오지 못했다며 어플 실행 안돼요 어제부터 그러더니 업데이트해도 실행이 안되네요 무엇을 어떻게 해야 하죠 줘 은행 우리 은행인데 당황스럽네요
768,3,3월 30일에 업데이트했는데도 앱 시작에 필요한 정보를 얻지 못한다는 메시지만 뜨고 앱 실행이 안됩니다
782,1,우리은행을 주 거래로 15년 이상을 쓰고 있는데 다가서 해지하고 바꿔버리고 싶네요 대체 며칠 안이나 어플이 안 들어가집니다 어플 켤 때마다 v3plus20 오류 103 뜨고 상담 원저 나도 하여서 설정에서 앱 기록 삭제 및 다시 지우고 다시 깔고 공인인증서도 다시 받고  대체 몇 번씩 해도 또 그러네요 안드로이드 시스템 위드 뷰 및 크롬도 삭제 후 다시 업데이트 정말 무한 반복이에요 은행 어플은 수시로 쓰는데 대체 며칠째 해결해주지 않죠 타은행 어플은 그러지 않아요 지우고 다시 하고 이게 머 하는 짓인지 오류 건해 결 좀 해주세요
793,1,추가  검색 안 해 본 게 아닙니다 개발자님 은행 홈페이지부터 이용자 입장에서 최대한 개선 좀 해 보세요 OTP 관련 메뉴 찾다가 완전 스트레스받습니다
801,1,앱 실행 안됨 앱 실행에 필요한 정보를 불러오지 못했습니다 계속 뜸 엡뷰랑 크롬 업데이트해도 안됨 빨리 안 고치나 주거래은행인데 이 자식들아 일을 뭐 이따위로 하냐
804,1,왜 자꾸 안 열리나요 다시 설치하고 깔면 잠시되고 또 안돼요 오류 확인해주세요
808,1,갑자기 접속이 안됩니다 개선 바랍니다
817,1,웹이 갑자기 안 열려요 다시 깔아도 동일하고 답답하네요 다른 웹은 전부 정상 동작하는데 우리은행만 왜 이럴까요 해결 좀 해주세요 갤럭시 S21입니다
831,1,자꾸 앱이 안 열려요 제거하고 다시 깔았는데 그때 잠시되고 또 안 되고 이거 왜 이런 거예요 주 이용은 생인데 빨리 보완해 주세요 사용할 때마다 삭제하고 재 설치해야 합니까 문제 해결 당장 해주세요
844,1,대출업무 때문에 다운로드했는데 받아서 한번 하고 나면 계속해서 먹통입니다 삭제하고 다시 하고 삭제하고 다시 하고 무슨 문제인지 계속해서 그럽니다 거기다가 이 앱뿐만 아니라 우리원 뱅크 앱 때문에 네이버와 카카오톡까지 같은 증상이 발생하고 있습니다 빨리 확인하셔서 조치 부탁드립니다 기종은 s10 5g입니다
846,1,받는 통장 표시 내용 자주 쓰는 문구 멀쩡히 쓰는 기능 없애버려서 컴플레인 했더니 다시 개발하겠단 지가 거의 두 달째 메일 수차례 보내도 일 씹하고 무슨 매출 20조가 넘는 기업에서 고객 응대 수준이 이렇게 밖에 안 되는 겁니까 단순한 ui 개선을 위해 없앴다고 답변하셨는데 그 기능이 매우 중요하게 쓰고 있던 사용자는 소수라서 무시해도 된다는 겁니까 똑바로들 하세요 진짜 형편없네요 서비스
857,1,왜 안돼 빠른 조치 부탁해요 지금 당장 새로 글 적을 곳이 없네요 삭제는 구글만 있고 업 삭제했는데도 로그인에서 인증서 발급만 무한 루프 도네요
858,1,업데이트 이후 한번 어플을 실행하면 다시 실행이 되지 않습니다 사용할 때마다 계속 재설치를 해야 합니다 업데이트 확인 부탁드립니다
859,1,왜 사용할 때마다 버튼도 안 눌러져서 다시 깔아야 하나요 진짜 너무 불편해요 개선 좀 해주세요
868,1,지금 앱 상태 이상해요 앱에 필요한 정보가 없데요 갑자기
872,1,오류가 나서 사용을 못 하고 있네요 사용하려면 어플 설치를 해야 하는데 기가 막히네요  빠른 조치 부탁드립니다
877,1,며칠 전부터 앱 실행이 아예 안돼요 조치 좀 해주세요
915,2,앱 시작에 필요한 정보를 받아오지 못했다고 계속 뜨는데 이거 왜 이러나 요
923,2,즉시 입금 시 한 번에 입금이 안 되고 처음에는 오류가 났다가 항상 두 번째부터 입금이 됩니다 너무 불편한데 빨리 업데이트해주세요 기종 LG X6
944,1,오류 확인해주세요 T011 오류 확인해주세요
955,1,업데이트는 자주 하는데 개선되는 건 별로 없고 업데이트마저도 무한 대기 중이네 사전 테스트도 안 하고 아 신뢰가 안 가는 은행
983,3,모바일로 가입이 조금 어렵네요 로그인을 하려고 하니 공동 인증서가 필요하고 공동 인증서를 하려니 타행의 공동 인증서라서 타행 인증을 따로 등록해야 하고 그래서 따로 등록하러 갔더니 보안카드가 없어서 안 된다고 하고 그래서 보안카드를 만들어보려고 가니까 공동 인증서가 필요하대요 근데 아까 타행이라서 안된다고 그랬잖아요 무슨 은 해 판 도돌이표를 만드는 것도 아니고
984,1,로그인을 어떻게 하나요 비대면 계좌 만들고 인증 뭐 등록하라고 하면 otp가 필요하고 otp 만들려면 인증하라고 하고 타은행 4개 정도 써봤는 제 로그인이 이렇게 힘든 경우는 처음이네요
995,1,오류가 발생했습니다 AccessDenied16 이거 조치 좀 해주실래요 로그인이 안 되고 있어요
1013,4,잘 사용 중인데 우리 WON 뱅킹과 원터치 알람 간의 데이터 연동이 될 수 있도록 해주세요 거래내역 중에서 NOTE 메모 적요를 어느 한쪽 APP에서 기재 수정 시 이에 연동해서 같이 업데이트되면 좋을 것 같습니다
1023,3,219일 업데이트 이후 로딩이 너무 길어졌고 일시적인 장애로 어쩌고저쩌고 경고 창도 뜹니다 개선이 필요해 보이네요
1025,1,업데이트도 안되고 모바일 진행도 안되고 잘 좀 만들어서 불편 없게 해주세요
1034,1,타은행 어플 비교 시 너무나 허접합니다 우리은행 어쩔 수 없이 사용하는데 너무 불편 개선하십시오
1052,3,입출금 내역 송금 수신자별로 조회할 수 있게 해주세요 
1058,1,핸드폰 바꿔서 새로 깔았는데 타 기관 인증서 가져오려고 하니 지문 정보가 변경되었다고 인증방법 변경으로 가래서 갔더니 로그인을 또 지문으로 해야 하고 또 인증방법 변경 메뉴로 가라고 하고 지문 정보 변경되어 타 기관 인증서 등록 불가  로그인 방법 변경 필요  로그인 방법 변경 위해 지문 인식 필요  지문정보 변경되어 로그인 불가 이건 무슨 무한 루프인가요 이전부터 앱 불편했는데 레알 최악임
1059,1,갑자기 총을 든 강도가 나타나서 우리은행 앱을 사용하지 않으면 죽이겠다고 위협하는 상황이 아니라면 절대 깔지도 쓰지도 마세요 등록금 한번 내려다가 혀만 내두르고 은행 갑니다 당신이 하고자 하는 모든 업무는 온갖 이유로 모두 거절당하고 가입하기 위해서 인증서를 발급받는데 발급받으려면 가입한 ID가 필요한 코미디를 연출하기도 합니다 부처님이 열반의 경지에 오를 수 있던 건 우리은행 앱을 사용해보지 않았기 때문일지도 모르겠습니다 앱 개발이나 관련 부서가 직무유기를 하는 것 같으니 회사 내에서 조사를 들어가야 하지 않나 싶습니다 그게 아니라면 우리은행을 망하게 만들고 싶은 산업 스파이가 숨어있는 게 분명하니 꼭 잡아서 색출하고 이따위 앱을 만들지 않도록 하는 게 좋을 듯합니다
1065,1,왜 탭에서는 이벤트 창으로 넘어갈 수가 없는 거죠 빠른 수정 부탁드립니다
1067,1,삼성 패스 홍채 생체인 증 좀 어떻게 해주세요 문제가 너무 많이 나서 사용을 못 합니다
1072,2,지문인식이 너무 안돼서 불편하네요 개선 부탁드려요
1074,3,입출금 시 예금주 이름 변경할 때 기존 이름 지우는 게 불편해요 지금은 커서를 이름 석 자 뒤에 위치시킨 다음 백스페이스로 세 번 눌러서 지워야 하는데 이름 자리 클릭하고 백스페이스 한번 누르는 걸로 지울 수 있었으면 좋겠어요
1102,1,왜 지문인증 안되고 난린지 그때 지문 삭제해서 다시 등록할라니 보안카드 필요하다고 하네
1104,1,진짜 이런 어플 처음이네요 돈 옮기려 하는데 보안카드 계속 입력하라고 하고 보안카드대로 치니깐 장기간 쓰지 않았다고 새로 발급받으라 하고 어쩌라는 건지 살려는 물건 가격만큼 카드에 돈 추가해서 다 쓰고 다시는 안 쓸 거 같아요 진짜 진짜 너무 불편해요 비밀번호만 치도록 개선 좀 부탁드려요
1132,1,계좌 생성 » 계좌 안 알려줌 » 로그인 시도 » 공인인증서 필요 » 공인인증서 발급 시도 » 계좌번호 필요 » 계좌번호 조회 후 공인인증서 발급 시도 » 출금계좌 미등록이라 등록 시도 » 공인인증서 필요  어쩌라는 거야 제대로 만들던가 진짜 쓰지 말라는 건가
1133,1,알림 무음으로 해놔도 알림 올 때마다 자꾸 소리랑 진동 울리는데 수정 좀 해주세요 1년이 넘도록 안 고쳐지네
1137,1,이체할 금액과 계좌번호 입력할 때 숫자 키패드가 넓은 화면 두고 너무 작다고 리뷰 남겼는데 큰 글씨 모드는 키보드랑 전혀 상관이 없는데 왜 큰 글씨 모드를 켜보라고 안내를 하시는지 모르겠습니다 키보드 크기를 키웠으면 좋겠네요 모바일 앱 때문에 주거래 옮기고 싶네요 진심으로
1141,1,계좌이체하는데 다음 화면 넘어가는데 5초 이상 걸려요 툭하면 어플 중지되고 쓰라는 건가요 말라는 건가요 회사 법인인데 거래 은행 옮기고 싶네요 그냥 전처럼 한 화면에서 처리하게 해주세요 디자인이 중요한 게 아니라 기능이 돼야죠
1142,1,홍채인증 잘 사용하고 있었는데 로그인하시려면 클릭해주세요 클릭해도 반응이 없음 홍채인 증상이 아예 안 떠서 생채 인증 다시 해제하고 재등록할 때는 인증창 잘 뜸 근데 다시 로그인 화면에선 인증창 안뜸 버그 업데이트하지 말라고요
1163,1,네트워크 연결 확인하라는 문구만 계속 뜨고 로그인이 안 됩니다 다른 앱들은 정상작동합니다 다른 은행 앱으로 우리은행 계좌 확인하고 있어요 조치 부탁드립니다
1165,1,오늘 우리은행 어플 접속 시 통신환경 확인 후 다시 시도해주세요 문구가 뜨고 접속이 안되는데 무슨 문제가 생긴 건가요 조치 부탁드립니다
