,score,comment
385,2,제발 한 앱에서 다 하게 해주세요 다른 금융사는 한 앱에서 거의 다 되는데 국민은 기능마다 앱을 달리하니 이것저것 깔려니 귀찮기도 하고 관리도 잘 안돼 요한 군데서 다 돼도 시원찮은데 다 따로따로 돼있으니 너무 번거로워요오래이용했지만 이건 너무 불편해요 통합 좀 해주세요
392,1,아 진짜 짜증 나는 앱 주거래 은행 국민 신한인데 신한 앱과는 달리 국민 앱은 왜 이리 오류가 많이 생기고 느린지 모르겠네요 같은 오류로 리뷰도 많이 올라오는데 하루 이틀 문제도 아니고 고칠 생각이 없는 듯 삼성폰 엘지 폰 둘 다 같은 오류 실행 중 멈춤 접속 안됨과 있습니다 제발 접속 좀 잘 되게 해주세요 어휴
403,4,국민은행을 주거래통장으로 사용하여 스타뱅킹 어플을 아주 유용하게 쓰고 있습니다 다만 한가지 아쉬운 점이 있는데 가끔씩 이유 모를 소액의 금액이 빠져나가는데 kb카드 출금 국민카드라고만 떠서 후불 교통 대금으로 나갔는지 연회비로 나간 건지 그 외의 대금이 빠져나간 건지 갈음이 되지 않습니다 후불 교통카드를 일부러 몇 달 안 써보았는데도 무언가 결제가 되었어요 업무 중 카드를 쓸 일이 없었는데 돈이 빠져나갔다고 하니 어디서 사용된 건지 궁금하더라고요 어플로 상세내역을 볼 수 있으면 좋겠습니다
416,1,군인이 비번을 까먹고 암호 카드를 두고 와서 다시 재설정 하려 하면 또 전화 시간은 일과시간이라 전화도 못 합니다 진짜 제발 배려 좀 부탁드립니다 요즘 휴가도 막혀 다시 사용하기 너무 힘듭니다
450,1,툭하면 멈추고 문제가 많음 급할 때 사용해야 하는데 폰을 껐다 켜야만 사용 가능함 817일 추가합니다 똑같은 문제를 겪고 있는 유저가 이렇게 많은데 매번 같은 식의 대답을 하면 뭐 합니까 이것저것 다해도 마찬가지라 예전에 안드로이드 웹뷰 문제 있던 게 생각나서 안드로이드 웹뷰 베타버전을 설치했더니 문제가 해결되었습니다 기본 웹뷰 삭제하고 베타버전을 쓰니 잘 되네요 구글 웹뷰와 호환이 안되는 거 같은 네 이점을 참고해서 해결 좀 해주세요
451,1,갑자기 앱이 실행이 안됩니다 지워지지도 깔아지지도 않습니다 빠른 해결책 부탁드립니다 업데이트하는 건 좋은데 앱은 실행될 수 있게끔 해야 하지 않습니까
452,1,앱 지우고 다시 깔고 보안 어플 충돌할 거 지우라고 해서 v3도 확인하고 여기서 하라는 방법 다 시도했는데 또 어플 오류 나네요 켜자마자 꺼집니다 오류 개선해주세요 너무 불편해요 갤럭시 s9 사용자입니다
462,1,무슨 은행 어플이 필요할 때 사용을 못 하나요 걸핏하면 실행이 안됩니다 별 하나도 아깝네요 지우고 깔아도 안되는데 해결 방법은 없는 건가요
464,1,진짜  정말 너무 불편해요 제 발로 개선해주세요 제발 빨리 간혹가다 에러 뜨던 게  요 며칠째 계속 로그인도 안 되고 앱 키면 멈춤 증상도 너무 크고 직장인들에게 월급 날만큼 마음 가득 차는 날 없는데  그때그때 확인도 못하고 답답합니다
468,1,평소에 사용 잘했는데 갑자기 14일부터 앱 접속이 안되고 멈춥니다 업데이트를 안 한 줄 알았는데 그것도 아니고 앱을 삭제 후 재 다운로드해봐도 안됩니다 급하게 모바일뱅킹 사용할 일이 있었는데 앱 때문에 ATM까지 갔네요 빠른 조치를 취해주세요
471,1,모바일 인증서 하고 난 다음부터는 로그인이 안 되는 것뿐만 아니라 앱이 다운됩니다 유사한 내용이 아래에 많은데 해결해주세요
473,1,공동 인증서 폐기된 거는 좀 안 뜨게 해주세요 그리고 kb 모바일 인증서는 오류가 자꾸 떠서 앱 사용이 힘드네요 저 그거 어플 지웠다 다시 깔아야 하는 줄 알고 했다가 인증 만들어 놓은 거 삭제돼서 좀 그렇네요 모바일 인증은 다신 사용 안 하고 싶어요
482,1,접속 시 튕김 증상 개선 안 하나요 방금 연속 3번 튕기고 글 쓰네요 kb 대기업 아닌가요 이런 오류도 안 잡고 몇 달째인가요 신한 우리 신협 저축은행들 등등 매일 접속하지만 단 한 번도 튕긴 적 없어요 진짜 국민은 접속할 때마다 스트레스네요 국민카드는 괜찮은데 은행은 도대체 왜 이런 겁니까
484,4,스마트폰은 세로로 사용이 되는데 태블릿에서는 가로 방향으로 사용되는데 세로 방향으로 사용되게도 해주세요
495,1,제발 앱 이용 좀 하도록 해주세요 7월부터 한 달 가까이 앱 실행이 안되네요 앱을 통해 주로 은행 업무 보고 있는데 국민은행 계좌를 이용한 거래는 거의 하지 못하고 있네요 진입 화면에서 멈추고 앱 오류 떠버리고요 아래 사용자들 불편 댓글에 달아주신 방법들 써보고 다시 깔아봐도 그대로네요 최악입니다 정말
502,1,신규 통장 개설하려는데 전체 체크해도 필수사항 동의하라고만 하네요 지금 이게 며칠짼지 1금융인데 이런 오류도 개선안하고 뭐 하나요
515,1,KB 모바일 인증서를 은행 창구에서 추천하셔서 발급받았는데 앱 실행 시 KB 모바일 인증서를 불러오는 과정에서 핸드폰의 모든 키가 먹통이 되고 응답하지 않는다는 문구가 뜨며 앱 종료됩니다 해결 방법을 알려주시고 개선 바랍니다
522,1,자주 쓰지 않고 가끔 은행 업무 보러 들어가면 맨날 뭐가 바뀌어있는데 자동 로그인은 안 되고 인증서 발급받고 하려는데 신분증 스캔은 되는데 주민번호 수기입력이 키패드가 안 떠서 뭐 어쩌라는 건지 그냥 화만 나서 앱 삭제 앱 테스트 좀 정확히 했으면 좋겠네요
537,2,사용하는 것은 편하지만 오류로 인한 로그인이 안 될 때 너무 불편해요 그리고 입금된 내역 계좌와 이름 성명도 나왔으면 좋겠습니다 너무 발전이 안 되는 것 같아요
539,1,앱 개발자 일 안 하나요 V3 앱 삭제나 앱데이터 삭제하라고 안내하지 말고요 몇 번이고 해도 안되는 건 앱 자체 문제 아닌가요 빠르게 업데이트 개선하세요 한 달째 이게 뭐예요
542,1,최근 앱 실행을 하면 정보를 불러오는 중이라고만 뜨고 로그인도 안 되고 아무것도 눌러지질 않네요 얼른 해결해주세요
546,3,갤럭시탭 s7에서 키보드 입력 시 확인 버튼이 안 보이는 문제에 대해  KB 스타뱅킹 화면 내의 필수 항목 입력란 주변의 빈 영역을 터치해보라 하셨지만 화면 어디를 터치해도 나타나진 않습니다  그런데 제가 화면 세로 고정으로 쓰고 있었는데 화면 자동 회전 상태에선 정상적으로 취소 확인 버튼이 나오네요  즉 제가 겪은 현상은 화면 회전이 안되게 세로 고정 상태로 놓고 썼는데요 보안 입력란을 터치하면 화면이 세로 모양으로 잠깐 바뀌었다가 다시 가로 모양으로 돌아오거든요 그때 세로 모양에 맞는 뱅킹 앱 보안 키보드가 열렸다가 다시 가로 모양이 되는데 세로 화면의 높이가 그대로 유지되면서 취소 확인 버튼까지 가리는 것 같습니다  세로 고정하지 않고 자동 회전 상태로 두거나 가로 고정화면 상태일 때는 화면에 맞게 키보드가 열리고 취소 확인 버튼도 정상적으로 나타납니다  이점 참고해서 수정 부탁드리며 계속된 문의에 계속해서 답변 주신 점 감사드립니다
549,1,잔액 표시해줘요 예전엔 거래내역마다 그 밑에 잔액 표시해줬는데 언제부턴가 잔액 표시를 왜 뺀 거죠 얼마 써서 얼마 남았고 얼마 들어와서 얼마 있고 이걸 실시간으로 봐야 하는데 맨 위에 최종잔액만 있으면 뭐 어쩌자는 거임
560,1,아 인터넷뱅킹 로그인이 왜 안 되나요 처음 앱 실행시키면 동전 모양만 계속 나오고 아무래도 로딩 중인 듯 그 뒤는 아무리 시간이 지나도 변화 없고 아무것도 실행이 안됩니다 어쩌다 가끔 실행될 때도 있음 이런 글 처음 써보는데 젤 사양 좋은 최신 핸드폰이고 인터넷도 전혀 문제없는데 하루 이틀도 아니고 며칠씩이나 로그인 자체가 거의 대부분 안됩니다 다른 은행은 아주 잘 실행되고 있음 아래 글 보니 저만 그런 게 아니네요 주거래 은행인데 필요할 때 이체를 못하니 너무너무 답답합니다 빨리 좀 고쳐주세요 너무 짜증 나서 은행을 옮기고 싶네요
563,2,돈도 많으신 분들이 왜 앱 개선을 안 합니까 스타뱅킹은 신한은행과 달리 앱 들어올 때마다 스트레스받는 것 같아요 7할은 첫 화면에서 무한 로딩 되는데 이제 고쳐줄 때도 되지 않았나요 
571,1,지금까지 잘 사용하고 있었는데요 7월 말 일부터 갑자기 응답이 없다며 며칠째 로그인을 할 수가 없어 금융거래를 하지도 못하고 너무 답답하고 화가 납니다 앱을 지워서 다시 깔아도 보고 로그인 방식을 바꿔야 하나 싶어서 앱을 눌러 구동시키면 로그인 화면에서 대기 중이다가 또 반복하며 응답이 없고만 하고 나가집니다 혹시나 싶어 타은행에서는 될까 싶어 신한은 해에서 KB를 이용하려고 해도 오류가 나며 돼질 않습니다 이유가 뭔가요 해결 좀 해주세요 답답해서 힘듭니다
622,1,계좌조회하려고 하는데 공인인증서 로그인하라고 해서 로그인 로그인하는데 타행 인증서 등록 필요 타행 등록하려고 함 등록하려면 로그인 또 필요 아니 뭔 장난하는 것도 아니고 어떻게 하라고요
623,1,현재 버전에서 로그인이나 이체 시 지문인증 이후 반응이 없어요 빨리 조치 부탁드립니다
640,2,자꾸 튕기는데 왜 그런지 설명 좀 해주세요
651,1,왜 어플이 진행이 안되는 거지요 오류가 너무 잦아요 개선 부탁드립니다
656,1,하나은행 농협은행 국민은행 중 최하 복잡 누가 만든 건지 모르겠음 6개월 뒤 추가 작성 여전히 개선 의지가 없음 패치 후에 간편 이체 오류 있음 어플만 본다면 국민은행 사용하면 안 된다고 생각함
661,1,왜 자꾸 로그인 안 되고 튕깁니까 장학금 받으려면 인증서 필요한데 앱 때문에 못 받게 생겼네요 이것 때문에 장학금 못 받으면 은행 바로 갈아타고 지인들한테 욕하고 다닐 겁니다
663,1,Kb 모바일 인증서만 작동시키면 앱이 먹통이 됩니다 몇 번 그래서 재발급하면 해결돼서 귀찮아도 먹통 될 때마다 재발급했는데 이제는 재발급 시에도 먹통 돼서 쓰지도 못하네요 업데이트마다 문제 생기는 거 같은데 해결해줘요
666,1,업데이트 된 이후로 어플 키면 홈 화면에서 그냥 멈추고 정지되고 꺼지길 반복입니다 계좌 확인하고 이체해야 되는데 아무것도 못하네요 다시 깔아도 똑같이 안돼요 로그인도 못하고 그냥 어플 키면 화면 정지 그리고 응답 없다고 꺼져요 해결 좀 부탁드려요 어플 문의도 못 들어갑니다
667,1,평을 보니 저랑 같은 의견이 많네요 어쩜 이렇게 로그인에서부터 막히는지 진짜 사소하게 불편한 거 많거든요 근데 젤 화나는 거 말씀드리자면 아이디 암호 재설정에서 비밀번호 새로 설정할 때 10자리 안 넘었다고 다시 처음으로 초기화돼서 계좌번호부터 다시 써야 되는 거 정말 정말 비효율적인 거 같습니다 비밀번호만 문제가 아니라 다른 곳에서 틀리면 처음부터 다시 해야 합니다 그리고 계좌번호 리브 앱에서 알아오려고 갤럭시 기준 왼쪽 탭 눌러서 잠시 키 해두고 있으면 10초도 안 지났는데 전에 입력해둔 정보들 다 초기화돼있는 거 보고 정말 충격적이었습니다 그거 보고 진저리 나서 한 달 동안 앱 로그인 안했어요타앱들은 이렇지 않습니다 앞서 말씀드렸듯이 제일 화나는 것만 적습니다 이 외에도 사소하지만 불편한 거 너무 많습니다 제발 제발 디벨롭 해주세요 인터넷 뱅킹이 이리 불편해야 하나 싶습니다
671,1,업데이트 이후 로그인도 안 되고 인증서를 계속 불러오더니 앱이 멈춰버리고 앱 종료하라는 메시지가 뜨네요 빨리 좀 해결 부탁드립니다 오늘 스마트뱅킹 이용할 일이 있었는데 하루 종일 일을 망쳐서 매우 짜증이 납니다
684,3,공지사항 보니깐 지문 로그인 없앤다고 하는데 왜 잘 사용하고 있는 걸 없애려고 합니까 크지 문 로그인이 편해서 몇십 년을 거래해왔는데 이얘기 듣고 거래하기가 싫어지네요 이용률이 저조하다는데 입증할 증거가 있나요 아이폰이나 보급형 스마트폰을 제외하고는 거의 다 지문을 쓸 텐데 잘 사용 중인 거 없애지 말고 차라리 안정성이나 편의성에 좀 더 신경 써주셨으면 좋겠네요
690,1,잘 쓰다가 갑자기 앱이 실행이 안됩니다 재설치해도 그런데 해결해주세요
697,1,에러가 심하네요 쓰면 쓸수록 힘든 앱이네요 로그인이 이렇게 힘들 줄이야  개발자 오류 점검 좀 해주세요
711,1,회원가입 시에 출금계좌 4자리 비밀번호가 전화번호 뒷자리와 같다고 심지어 정말 똑같지도 않음 먼저 설정해놓은 계좌 비밀번호로 회원가입을 못함 혹시나 다른 비밀번호일까 싶어 다른 비밀번호들을 입력했더니 비밀번호 틀렸다는 알림이 나옴 분명 내가 먼저 설정했던 비밀번호 맞음 비밀번호 변경을 하려 했더니 회원가입한 아이디가 필요함 먼저 설정해놨던 비밀번호로 회원가입이 안되는데 비밀번호 변경조차 못함 전화로도 문의했더니 핸드폰으로는 불가능하다고 함 군인 신분이라 사회에 맘대로 못 나가는데 핸드폰으로 불가능하면 난 어떻게 나라사랑카드를 핸드폰에 등록하고 조회할까
712,1,개선 안 합니까 사용이 안 되는 앱 때문에 주거래 은행을 바꿔야 합니까
717,1,지금 앱이 열리긴 하는데 정보를 불러오는데 너무 많은 시간이 걸리고 중간에 앱이나 가집니다 오류 해결해주세요
738,1,갑자기 V3 재실행 하시겠습니까라고 나오고 선택 버튼도 없고 넘어가지도 않습니다 계좌이체해야 되는데 당혹스럽네요 빨리 해결 방법 부탁합니다
741,1,갤럭시 폴드 사용자입니다 펼쳐서 사용할 경우 로그인 화면도 가로로 나오고 지문 로그인도 안 되고 인증서 로그인 시에는 비밀번호를 입력했음에도 확인 버튼이 사라져 로그인을 할 수 없습니다 접어서 사용할 경우 지문 로그인이나 기타 사항에 대해서는 문제가 없습니다 그렇다고 해서 이 어플을 사용할 때마다 접어서 사용할 순 없지 않겠습니까 문제 해결을 위한 방안을 모색해주세요
743,1,재설치해도 로그인이 안 돼요 제일 자주 사용하는 은행인데 안 되니까 불편해요 빨리 해결해주세요
748,1,이렇게 오류 안 고치는 은행 앱은 처음 봤네요 신뢰성이 생명 아닌가요 언제부터 앱 인증에서 다운되는 증상이 있었는데 여태껏 개선이 안되었네 두 달은 된 듯
754,1,인증서 관련 기능은 정말 최악이네요 이용하기 너무 불편하고 영업창구 가면 모바일로 하라고 그러는데 안돼서 다시 영업창구가 서 도와달라고 생떼를 쓰게 만드네요 개선 필요합니다 전산으로 처리되는 것들이 상당히 매끄럽지 못하고 느려요
758,4,다 좋은데요 조금 더 깔끔하게 업데이트해주셨으면 좋겠습니다
