,score,comment
516,4,농협 스마트뱅킹 사용하게 된 지 2년 정도 된 것 같은데요 조회 이체를 쉽고 편리하게 할 수 있어서 좋고요 단위농협 준 조합원 앱에서도 가입할 수 있었으면 좋겠어요 몇몇 지점은 앱에서 가입할 수 있는데 저희 동네 단위농협은 없더라고요 그래서 방문해야 한다는 게 좀 시간적 여유가 없는 사람들에게는 힘든 일인 거 같아요
518,4,지문인식으로 빠르게 인증할 수 있고 메인 매뉴얼 구성도 알차게 되어있는 거 같아서 보기 편합니다 자주 다니는 지점이 바로 위에 위치해있어서 직접 은행에 방문하지 않아도 혜택을 누릴 수 있다는 점이 다른 은행 앱과 차별점을 둔 것 같아 맘에 듭니다 자주 사용하는 앱인 만큼 편하기도 하고 좋은 업데이트 부탁드립니다
527,4,이벤트가 많아서 좋고 조회 이체 등 서비스 이용은 빠르고 편리한 거 같아요   로그인하는 것만 편리해졌으면 좋겠습니다
528,3,로그인하는 과정이 까다롭습니다  절차가 좀 더 간편했으면 좋겠습니다 조회 및 이체 등 다른 서비스들은 이용하기 편리해요
569,4,입출금 변동 사항이 발생하면 앱에서 푸시로 알려주는 기능이 있으면 좋을 거 같네요 MG 쪽은 있는 걸로 알고 있는데요 그리고 이체 시 자주 쓰는 문구는 등록해서 쓸 수 있으면 좋을 거 같아요
576,2,편하게 잘 활용하고 있습니다 다양한 예금 적금 이벤트 부탁드려요
602,4,속도가 조금만 더 빨라졌으면 좋겠어요
605,3,심플한 구성으로 보기 좋음 추가자료 포인트 적립 등 앱 로그인을 자주 할 수 있는 정보가 있으면 좋겠음
637,3,거래 내역 입력 및 수정되게 해주세요 기업은행 은 거래 내역 입력 수정됩니다
638,4,농협 계좌를 이용하는 부모님이 스마트뱅킹을 어려워하시는데 농협 어플은 쉽게 잘 이용하고 계세요 로그인이 간편한 것부터가 어르신들에게는 너무 큰 장점인 것 같아요 앞으로도 노년층에게 손쉽게 접근할 수 있는 기능들이 많아졌으면 좋겠어요
648,4,최근 이체 기록을 좀 더 많이 보여 주면 이체하기 편하겠어요 즉시이체란 말 대신에 이체하기나 이체 송금이라고 하는 게 좋겠어요 굳이 즉시란 단어를 붙일 필요가 없네요 송금수수료 무료나 백원 정도로 낮게 하면 귀향을 보다 많은 분들이 사용할 겁니다
672,4,몇 년간 쭉 써오던 앱임 다른 어플에 비해 자잘한 버그도 잘 없고 관리 잘 해오는 듯 지문인 식생 기면서 더 편해짐 앞으로도 쭉 서버 관리 잘하면 좋겠음 주거래은행은 잘 안 바뀌니까
680,4,주거래은행이라 자주 사용하는데 필요한 메뉴들이 직관적으로 보여 좋습니다 다만 가끔 에러가 나는 점이 아쉽습니다
687,4,계좌개설 시 신분증 인증이 실패하여 몇 시간 애먹은 점 빼고는 잘 사용하고 있습니다 신분증 인증에 대한 문제는 저뿐만 아니라 다른 친구들도 동일하게 나타나고 있습니다 개선 부탁드립니다
694,4,편리해요 비밀번호도 숫자로 바뀌면 좋겠어요
696,4,예전보다 앱으로 사용하는 뱅킹의 사용감이 개선되었어요 빨라요
707,4,몇 년간 잘 사용하고 있습니다 시간이 지나면서 메뉴 순서 배치 등 시안성이 더욱 좋고 디자인도 예쁘게 변하고 있어서 좋아요 농협이 주 거래라 앞으로도 계속 이용할 계획입니다 한가지 아쉬운 점은 연동된 nh 스마트 알림이 최근 입출금 거래 업데이트가 되지 않아서 해결해보려 하다 결국 삭제했습니다 nh 스마트뱅킹은 이런 일이 없겠죠 앱 안정화에 항상 관심 가져주시면 좋겠습니다
718,4,불편할 때가 있어요 농협이랑 농협은행이랑 헷갈리기도 하고요 올원뱅크처럼 조금 간단한 느낌이었음 더 좋겠어요
730,4,메인 화면이 깔끔해서 보기가 좋아요 나만의 메뉴 설정이나 사용이 더 편하면 좋겠네요
733,4,사용 편리성 많이 개선됨
739,4,불필요한 것들 없이 깔끔히 정리되어있어 누구나 비교적 쉽게 사용할 수 있을 것 같습니다 바탕화면에서 보이는 앱의 아이콘 디자인만 더 농협과 맞는 이미지로 수정하면 좋을 것 같아요 잘 쓰고 있습니다
744,4,전 계좌 조회에서 벙커 누적금액까지 확인할 수 있었으면 좋겠습니다 또한 펀드 수익률과 ETF 수익률을 함께 한눈에 볼 수 있게 하면 더 편리하게 이용할 수 있을 것 같습니다
747,1,올인 뱅크에 통상 볼 수 있게 해주세요 불편합니다 왜 어플을 분리해가지고 누가 기획한 건지 참
753,3,uiux가 좀 더 용이하면 좋겠습니다
757,2,어플 화면을 세련되고 바꾸었으면 좋겠어요
764,1,진짜 이렇게 지저분하게 만들 건가요 복잡해도 해도 너무 복잡하고 창구 방문해도 해야 되는 거는 또 왜 이리 많은 건지 그럴 거면 앱은 왜 필요한가요 그냥 나와서 하라고 하세요 비대면으로 하려고 앱 만든 거 아닌가요 농협 윗분들 규정 좀 시대에 맞게 바꾸세요 타는 행동 보고 좀 배워요 그리고 앱 개발업체를 바꾸던지 앱이 도통 어디 가서 뭘 하라는 건지 계좌 만들기를 무슨 도장 깨기처럼 만들어놔서 간신히 계좌 만들고 이체할 랬더니 계좌를 이 체계 좌 등록해야 되고 안내도 없었는데 그거 하고 한도계좌풀랬더니 결국 방문하라고 참나 40분 동안 난 앱 붙들고 뭘 한 건지 한도 계좌 해지도 타은행은 앱으로 다 가능합니다 고리타분한 규정 좀 시다에 맞게 고치시죠
780,2,농협 중앙회 계좌는 왜 이 앱에서 계좌이체가 안되는 거죠 타행 계좌 이체도 가능한데 왜 중앙회 거는 계좌로 뜨기만 하고 이체가 안되는 건지 어떻게 해야 이체가 가능한 건지 모르겠네요 계속 nh 콕 앱으로 필요할 때 전송하고 있는데 금액 제한이 300만 원이어서 너무 불편합니다 왜 이 앱에서 중앙회 계좌의 이체가 안되는 건지 어떻게 해야 이체할 수 있는지 설명 좀 해주시죠
787,3,쉽고 보기 좋게 했으면 좋겠습니다
788,3,많이 쓰고 있고요 다만 접속 시 속도가 더 빠르게 구동되었으면 좋겠어요
791,4,전보단 편해졌는데 좀 더 활용도가 좋아짐 좋겠네요
792,4,상단에 크게 큰 글씨로 이 되어있어서 어르신들도 저도 그렇고 금액 확인하기 편해요 근데 자주 쓰는 계좌가 눈에 보이는 거보다는 쓰고 있는 계좌가 전체다 보였으면 좋겠어요 전체 계좌 다 나오면 그 앞쪽에 자주 쓰는 계좌는 별표 표시를 할 수 있게요
793,4,보기에도 좋고 사용하기도 편하게 좀 더 개선되었으면 좋겠어요
812,4,어플 디자인이 좀 옛날 스타일인 거 같아요 색상이나 폰트 변화 좀 있었으면 좋겠어요
817,4,다양한 혜택 이벤트가 있어서 좋아요 소액 이체 시 보안카드가 없어도 이체 가능했으면 좋겠어요
837,4,잘 사용하고 있습니다 자동이체 설정하는 곳에 간단한 설명을 첨부하는 게 좋겠습니다
839,4,대체로 좋습니다 희망사항 입출금 내역에 메모할 수 있는 기능을 추가해주세요
844,4,로그인 방식을 내 맘대로 설정하여 편한 방법을 선택하고 내 계좌 관리 자주 송금계좌관리 등을 설정하여 빠르게 일을 처리할 수 있다 조금 아쉬운 점이 있다면 올인 뱅크 및 스마트 알람 등 필요한 기능을 그때그때 따로 앱을 따로 다운로드해야 해서 하나의 통합 관리로 이루어졌으면 좋겠다
846,3,사용자가 직접 테마를 선택하고 디자인할 수 있게 개선되었으면 좋겠습니다
848,4,깔끔 하도 계좌개설 기능이 생기면 좋겠어요
851,4,문자 인증 단계가 없었으면 좋겠어요
854,2,와이파이에서 앱이 안 열려요 다른 금융앱은 잘 되는데 농협 것만 안되는 이유가 뭘까요 단 데이터 쓰면 항상 됨 해결해주세요
880,1,계좌이체하려고 들어가서 한 번에 되는 게 열 번 중 다섯여섯 번 수시로 원인모를 에러에 접속 오류 나네요  앱 이름을 스마트 뱅킹으로 지은 만큼 관리도 잘해주셨으면 좋겠네요
889,4,스마트뱅킹은 절대 못하신다던 50대 엄마가 두 번 배우고 스스로 계좌이체를 하시네요 즉시이체나 거래내역 확인 등 자주 쓰는 메뉴의 사용방법이 간단한 편이라고 생각합니다 다만 거래내역 창에서 메모를 표기하는 방식이 조금 더 쉽게 개선되면 좋겠습니다
890,4,항목들이 더 간편해졌으면 좋겠어요
891,4,간편 로그인 시 올인 뱅킹이랑 색상이 비슷해서 잠시 혼동될 때가 있었는데 지금은 좀 익숙해졌지만 그래도 색상을 달리해서 차별성을 두는 게 좋을듯합니다
893,4,전반적으로 무난함 그러나 잡다 페이지들이 많아서 원하는 카테고리를 찾으려고 이것저것 다 들어가 봐야 한다는 게 불편 하위 카테고리를 좀 명확하게 찾을 수 있도록 상위 카테고리를 제대로 분류했으면 좋겠음
895,4,입금이나 출금이 앱 알림으로 가능했으면 좋겠습니다
924,4,편하고 좋아요 유아이는 좀 더 직관적이면 좋겠네요
926,4,예전보다는 화면을 보기가 편합니다 타사처럼 이체 송금 및 입금 시 앱 push 알림 서비스도 있으면 좋겠습니다
932,4,편리하게 로딩도 적고 너무나 많은 콘텐츠 없이 필요한 내용만 잘 이용하고 있습니다
959,4,앱 자체로는 괜찮습니다 오류 거의 없고 빠릅니다 다만 NH 관련 앱이 너무 많아서 일일이 까는 게 불편합니다 굳이 별도로 분리해놔야 하나 싶은 앱들도 있고요 중복되는 기능이 있는 앱의 경우 통합해서 일원화시키면 더욱 좋을 것 같습니다
966,3,타사이지만 농협 증권어플 나무만 해도 UI도 좋고 디자인도 심플하면서 트렌디합니다 대체적으로 평범한 UI에 디자인도 딱히 세련되지 못한 점 때문에 별 3개 주었습니다 이용에는 전혀 불편함 없고 쓸만합니다 하지만 디자인의 개선만 좀 더 신경 쓰며 뉴 좋을 듯 합니다
970,4,UI 메뉴가 좀 더 쉽게 직관적이게 파악이 쉽게 설계가 됐으면 좋겠어요
996,4,농협 거래만 근 20년이 지나가는 뱅킹 사용자입니다 처음 체크카드부터 신용카드 뱅킹까지 꾸준히 발전함에 따라 편리하게 사용하고 있어요 농협 하면 눈이 시원해지는 그린 계열인데 아이콘은 블루 계통입니다 콜 뱅크는 그린이고요 약간의 통일성이 필요해 보입니다 거래내역 또한 사용자가 1년 이상 지난 내역도 조회되었으면 합니다 내점 방문 말고 타은행과는 다르게 농협은 농어촌 외 도시사회에 필요한 마트까지 점유하고 있어 고객에게 익숙한 은행으로 인식됨에 따라 나아가 더불어 가는 기업과 개인으로 금리 인상 좀 해주세요 제발 예적금 이자가 행복해지는 날이 오면 좋겠네요 같이를 가치있게 더불어 행복하게 기업고객 아닌 당신과 나 우리가 만들어갑니다
1005,4,움 딱히 불편한 건 없지만 그렇다고 자주 사용하지도 않아요 요즘 편리한 이체 방식이 많다 보니까 어플 디자인을 더 세련되게 바꾸면 좋을 것 같네요
1006,4,농협 스마트뱅킹 이용자입니다 이전보다 많이 개선되어서 사용하기 편리합니다 아쉬운 점은 이체 시 수수료가 든다는 점 그래서 농협콕뱅킹으로 이체하고 있네요 농협이 점점 좋아지고 있는 건 사실이니 많이 번창 발전되었으면 좋겠습니다
1010,4,기간을 최소 한 달 단위로 조회할 수 있게 해주세요
1015,4,간편 이체 있으면 좋겠음
1020,3,송금하거나 간편한 업무는 편한데 좀만 복잡한 일들은 ui가 좀 불편합니다 개선 부탁드릴게요
1025,4,매일 사용하고 있어요 대체로 좋음 이체할 때 내 계좌에 표시 받는 사람 계좌에 표시하는 이름 적어 넣는 순간에 화면이 잠깐 사라지는데 그거만 수정되었으면 좋겠네요
1027,3,다른 은행에 비해 편리하지가 않네요 좀 더 개선해주세요
1035,4,인터넷뱅킹 사용이 편리합니다 고객을 위한 이벤트를 많이 했으면 좋겠습니다
1045,4,어플 이용은 괜찮은데 자꾸 에러가 나서 로그인이 안 될 때가 있어요 그 오류만 잘 해결된다면 더 좋겠어요
1051,4,첫 화면에 자주 쓰는 메뉴를 자동으로 보여주면 좋겠어요
1054,2,전반적으로 불편하다는 생각을 했었는데 조금씩 개선되고 있다는 느낌입니다
1055,4,쉽고 편하지만 조금 더 쉽고 편한 방법이 개발 필요
1057,4,전체적으로 메뉴별로 구분이 잘 돼있고 다른 뱅킹 사이트로 다르게 큰 글씨로 이 잘 표현되어 젊을 때 작은 글씨도 잘 보이다가 이제 작은 글씨는 잘 안 보인데 부담스럽지 않아 좋습니다 다만 아쉬운 게 계좌 내역장은 녹색 창의 너무 많고 메뉴 구분은 흰색 바탕으로 구성되어 구분이 잘 안됩니다 메뉴별로 구분이 잘 되도록 주제에 맞는 색깔을 주어 글을 읽지 않더라도 확실히 구분될 수 있으면 좋을 것 같습니다
1065,4,새로운 금융 정보가 빠르게 홍보되는 편이며 주 거래 고객에 대한 서비스가 꾸준히 제공되고 있다고 생각함 농협 보험과 카드가 같이 연동이 되면 좋겠음
1079,4,요즘 들어 여러 가지 단점들이 많이 개선되고 있는 거 같아요
1085,3,진짜 사진 찍히는 거 개선 좀 해주세요 제발 아니면 굳이 사진으로 안 하면 안 될까요 몇 번을 튕기는 건지 빛반사 필터라도 끼던가 아니면 복잡한 작업이면 먼저 하던가 그거 때문에 다 다시 찍네요 답변 감사하네요 매크로 일 수도 있지만
1088,4,아이콘은 파란색 내부 UI는 녹색이라 통일했으면 좋겠어요
1089,4,금융상품이나 대출 상품의 카테고리를 세부적으로 분리해줬으면 좋겠어요
1096,4,평범해요 uiux 디자인을 바꾸고 나서는 더 보기 편해진 것 같지만 카카오사처럼 사용자가 많이 사용하는 메뉴를 구성으로 바꿀 수 있는 기능이 생긴다면 좋을 것 같아요
1104,1,며칠 전엔 접속이 안 되더니 오늘은 로그인이 안 되고 앱 오류가 심한 거 아닌가요 개선 좀 해 주세요
1106,1,최근에 좀 잘 된다 했더니 꼭 필요할 때 먹통이네요 은행 어플 중에 젤 먹통 잦아요
1114,4,잘 사용하고 있습니다 자동이체 변경이나 신청을 앱에서도 쉽게 했으면 좋겠습니다
1117,3,평소 잘 썼는데 갑자기 오늘 어플 자체가 들어가지지 않아요  딱 필요한데 안되니까 어찌할 바를 모르겠네 오
1132,4,통장 거래내역 확인과 이체 서비스를 주로 이용합니다 잘 사용하고 있지만 조금 더 사용자 환경에 맞도록 개선되길 바랍니다
1152,4,어플이 쓰기 쉽고 참 좋습니다 조금 더 단순한 UI 버전이 있으면 좋겠네요
1166,4,중앙회와 지역농협이 구분되어있지만 같은 어플을 사용해서 구분을 하는데 고민이 많을 것 같다 자동이체 등록이나 금융상품몰 자산관리 탭을 사용할 때 구분이 확실하면 좋을 것 같다
1187,4,주거래 은행입니다 여러 농협 어플이 있긴 한데 그럼에도 불구하고 타 은행보다 어플 수가 적고 알기 쉽게 나눠져 있는 것 같아요 다만 고객층 중 연령대가 높으신 분들도 계신 걸로 알고 있어서 맞춤 어플도 있었으면 좋겠어요
1193,4,전에 썼던 사용자였는데 개선이 많이 됐네요 몇 년 사이에 로그인도 편하고 타행은행 어플 쓰다가 다시 로그인하고 알아보기 쉽게 메뉴 찾기는 좋은데 아직 사용하기가 불편한 부분도 있네요 원형 모양으로 메뉴 이동하는 부분 너무 조잡한 거 같아요 쓰기 편하게 개선되었으면 하는 바람입니다
1197,4,구 버전에 비해 확실히 개선된 점을 느꼈으나 그래도 직관성은 떨어지는 것 같아요 스마트뱅킹이라는 이름에 걸맞은 좀 더 단순한 앱으로 기획해주셨으면 좋겠습니다
1204,4,처음부터 NH 뱅킹만 사용해서 다른 은행과 비교가 어렵지만 올인 뱅킹과 기능을 통합하면 좋겠어요 사실 이용자 측면에서 보면 한 은행에서 운영하는 어플 두 개 깔아 놓고 둘 다 쓰는 경우는 드뭅니다
1209,4,다 좋은데 로그인 방식에 따라 간편 이체를 사용할 수 없는 점은 개선이 필요함
1210,3,여러 가지 인증 방식으로 편하게 로그인되면 좋겠어요
1220,4,많이 개선되어서 편리해졌네요
1225,4,속도가 개선되기는 했으나 명시성이 부족해요
1241,4,아직까지는 쓸만함 대출 관련 비교 표가 있었으면 좋겠음
1246,4,좀 더 편리하게 부탁드려요
1253,4,계좌이체 시 상대 확인하고 비번 누를 수 있었음 좋겠어요 그렇지만 전반적으로 만적합니다
1261,3,화면이나 기능은 다른 은행이랑 비교해서 크게 나쁘지는 않아요 다만 일단 느려요 속도 개선에 좀 더 신경 써 주세요
1266,4,잘 쓰고 있습니다 메뉴 구성이 조금 불편한 면들이 있습니다 메뉴 찾기 구성이나 이런 부분들 조금 보완해주셨으면 합니다
1281,4,로그인 방식을 좀 더 편리하게 하면 좋겠지만 사용하기 괜찮아요
