,score,comment
314,1,서버 접속이 원활하지 않다고 접속은 안되고 와이파이도 팡팡 터지는데 네트워트 연결이 원활하지 않다네요 주거래 은행이라 계좌이체 자주 하는데 빠른 문제 해결 부탁드려요
319,1,아예 접속이 안돼서 사용이 안 됩니다 앱 서버 접속이 불안정하다고 하는데 해결해주세요
320,1,V3 오류로 로그인은 무조건 2번씩 하게 합니다 로그인돼서 다른 걸 누르면 v3 메모리 부족인 기와류 팝업창이 뜨며 자동 종료 다시 로그인하면 그땐 괜찮아요 근데 앱이 좀 거지 같긴 한데 이건 왜 개선이 안되나요 앱 환경개선에 투자 좀 하세요
324,1,정말 거지 같네요 공인인증서 내보내기 가져오기 암만해봐도 안된다는 팝업창만 부지런히 떠요 내가 기입을 실수한 것도 없는데 다른 은행 볼일은 5분이면 끝났는데 이거 1시간을 붙잡고 진짜 짜증 나네 여기는 사용자 편의사항 개선을 위한 노력을 안 합니까 불만 리뷰가 판을 치는데
328,1,이용하는 앱 중에 가장 불편하고 처리도 안됨 앱 후기 같은 거 안 쓰는데 심각하였음 개선이 매우 필요해 보임 적금 끝나서 출금한 여는데 안됨 하왜만듦
334,1,제발 서비스 개선 좀 해주세요 뱅킹을 할 수가 없잖아요
338,3,스탠다드 차타드 은행 많이 개선되었네요
352,1,모바일 가입하려는데 인증하는 거 때문에 성질나서 못하겠네요 모바일 otp 6자리 입력하라고 하는데 가입 로그인 영문 숫자 조합 적으라는 건 뭔가요 인증도 제대로 안되고 로그인을 할 수가 없어서 그냥 포기하네요 어플 소프트 디버깅 많이 필요하네요
355,1,업데이트 이후 로그인 안 됨 멈춤 버그 좀 해결해주세요 답답
379,2,너무 무거움 타은행들 어플보다 들어가지는 속도 로그인 속도 다 느림 디자인 신경 쓸 시간에 최적화 좀 제발했으면 좋겠음
397,1,업데이트했는데 까만 화면에 로고만 뜨고 앱 진입이 안됩니다 장애 상황인가요 뱅킹 이용을 못하고 있어 이체를 못하네요 빨리 복구해주세요
434,1,최근 들어 오류가 계속 나더니 이제는 접속조차 되지 않습니다 빨리 조치를 취해줘야지 사용하지 말라는 겁니까 메인 은행 옮기고 싶어지네요
435,1,서버 접속이 원활하지 않다며 maf9003 오류가 어제부터 뜨는데 아직도 안돼서 어제오늘 전산업무 자체를 못 보고 있네요  어플을 이런 식으로 운영하면 어떡하란 겁니까 주력은행인데 이런 식이면 주력은행 바꿔야 하나 싶네요 관리 좀 제대로 해주세요
